folio,foliohog,id_venti,venti_tipo,venti_otro,venti_dia,venti_ene,venti_feb,venti_mar,venti_abr,venti_may,venti_jun,venti_jul,venti_ago,venti_sep,venti_oct,venti_nov,venti_dic,venti_hor,venti_min,venti_tipo_desc
1,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Techo
9,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
13,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Pedestal
14,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
21,1,3,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
21,1,2,2,0.0,4,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
21,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
23,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
24,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
25,1,1,1,0.0,30,0,0,0,0,5,6,7,0,0,0,0,0,12,0,Pedestal
27,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Techo
28,1,1,3,0.0,30,0,0,0,0,5,6,7,0,0,0,0,0,3,0,Torre
29,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Techo
30,1,1,2,0.0,120,0,0,3,4,5,6,7,0,0,0,0,0,6,0,Techo
30,1,2,1,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
31,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,1,0,Pedestal
32,1,2,3,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Torre
32,1,1,3,0.0,50,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Torre
33,1,1,1,0.0,40,0,0,0,4,5,0,0,0,0,0,0,0,4,0,Pedestal
33,1,2,1,0.0,20,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Pedestal
34,1,1,2,0.0,40,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Techo
34,1,2,2,0.0,50,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Techo
35,1,2,1,0.0,70,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
35,1,1,1,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
36,1,1,3,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Torre
38,1,2,2,0.0,80,0,0,0,0,5,6,7,8,0,0,0,0,1,0,Techo
38,1,1,1,0.0,90,0,0,0,4,5,6,7,0,0,0,0,0,3,0,Pedestal
43,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,1,0,Pedestal
50,1,1,2,0.0,30,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Techo
53,1,1,3,0.0,6,0,0,0,0,5,6,0,0,0,0,0,0,1,30,Torre
57,1,2,3,0.0,15,0,0,0,0,5,6,7,0,0,0,0,0,2,0,Torre
57,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,0,Techo
58,1,1,1,0.0,45,0,0,0,0,0,6,7,8,0,0,0,0,1,0,Pedestal
58,1,2,2,0.0,365,1,2,3,4,5,6,7,8,9,10,11,12,6,0,Techo
58,1,3,2,0.0,240,0,0,3,4,5,6,7,8,9,10,0,0,6,0,Techo
59,1,3,2,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
59,1,1,2,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
59,1,4,2,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
59,1,2,2,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
60,1,3,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
60,1,1,1,0.0,30,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
60,1,2,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
62,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,1,0,Pedestal
63,1,1,3,0.0,60,0,0,0,0,0,6,7,0,0,0,0,0,8,0,Torre
64,1,1,2,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Techo
69,1,1,3,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Torre
70,1,1,3,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Torre
70,1,2,3,0.0,30,0,0,0,4,0,0,0,0,0,0,0,0,1,0,Torre
72,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,6,0,Pedestal
73,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
73,1,3,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
73,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Pedestal
76,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Techo
79,1,1,2,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Techo
80,1,1,1,0.0,120,0,0,3,4,5,6,7,8,0,0,0,0,6,0,Pedestal
84,1,2,1,0.0,24,0,0,0,4,5,6,7,0,0,0,0,0,1,0,Pedestal
84,1,1,1,0.0,80,0,0,0,4,5,6,7,0,0,0,0,0,3,0,Pedestal
87,1,1,1,0.0,1,0,0,0,0,0,0,0,8,0,0,0,0,8,0,Pedestal
92,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,3,0,Pedestal
95,1,1,2,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Techo
99,1,1,2,0.0,40,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Techo
99,1,2,3,0.0,6,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Torre
100,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Techo
100,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Techo
105,1,1,1,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,3,0,Pedestal
105,1,2,1,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Pedestal
107,1,1,3,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,6,0,Torre
108,1,2,1,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,2,0,Pedestal
108,1,1,1,0.0,150,0,0,3,4,5,6,7,0,0,0,0,0,2,0,Pedestal
110,1,1,1,0.0,24,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
113,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
118,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Pedestal
119,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
120,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Pedestal
122,1,1,3,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Torre
125,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
125,1,2,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
125,1,3,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
125,1,4,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Techo
126,1,1,3,0.0,60,0,0,0,4,5,6,7,0,0,0,0,0,5,0,Torre
130,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
135,1,1,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,8,0,Techo
135,1,2,1,0.0,45,0,0,0,4,5,0,0,0,0,0,0,0,4,0,Pedestal
136,1,2,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
136,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
137,1,1,2,0.0,100,0,0,3,4,5,6,0,0,0,0,0,0,1,0,Techo
137,1,2,2,0.0,100,0,0,0,4,5,6,7,0,0,0,0,0,2,0,Techo
139,1,2,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,5,0,Pedestal
139,1,1,1,0.0,120,0,0,0,0,5,6,7,8,0,0,0,0,5,0,Pedestal
144,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
147,1,1,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,4,0,Pedestal
147,1,2,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
148,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
150,1,1,2,0.0,20,0,0,0,4,5,6,7,0,0,0,0,0,4,0,Techo
161,1,1,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,0,30,Pedestal
161,1,2,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,1,0,Pedestal
163,1,2,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Techo
163,1,1,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Techo
163,1,3,3,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,5,0,Torre
167,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Techo
167,1,2,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,5,0,Techo
168,1,1,2,0.0,12,0,0,0,0,0,6,7,8,0,0,0,0,1,0,Techo
170,1,1,1,0.0,20,0,0,0,0,0,6,7,0,0,0,0,0,3,0,Pedestal
175,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Techo
175,1,1,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,3,0,Techo
183,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,0,30,Techo
184,1,1,1,0.0,60,0,0,0,0,0,6,7,0,0,0,0,0,2,0,Pedestal
185,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,8,0,Pedestal
187,1,1,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Techo
191,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
192,1,1,1,0.0,15,0,0,0,0,0,6,0,0,0,0,0,0,1,0,Pedestal
193,1,1,1,0.0,20,0,0,0,4,5,0,0,0,0,0,0,0,3,0,Pedestal
194,1,1,1,0.0,15,0,0,0,0,5,0,0,0,0,0,0,0,3,0,Pedestal
195,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Pedestal
196,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,30,Pedestal
196,1,2,2,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,0,30,Techo
197,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
198,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,3,30,Pedestal
198,1,2,1,0.0,100,0,0,3,4,5,6,0,0,0,0,0,0,7,0,Pedestal
198,1,3,1,0.0,100,0,0,3,4,5,6,0,0,0,0,0,0,5,0,Pedestal
198,1,4,1,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
200,1,1,4,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pared
200,1,2,1,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
201,1,1,1,0.0,80,0,0,3,4,5,6,7,8,0,0,0,0,1,30,Pedestal
203,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,8,0,Pedestal
213,1,1,1,0.0,5,0,0,0,0,5,0,0,0,0,0,0,0,2,0,Pedestal
216,1,1,1,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,4,0,Pedestal
216,1,2,1,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
217,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,0,30,Techo
221,1,1,2,0.0,20,0,0,0,4,5,0,0,0,0,0,0,0,1,0,Techo
223,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Pedestal
223,1,2,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,1,0,Techo
223,1,3,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,1,0,Techo
223,1,4,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,1,0,Techo
230,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,6,0,Pedestal
231,1,1,2,0.0,45,0,0,0,4,5,0,0,0,0,0,0,0,8,0,Techo
234,1,2,2,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Techo
234,1,1,1,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
235,1,1,3,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,4,0,Torre
236,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
236,1,2,3,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Torre
237,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
238,1,1,3,0.0,75,0,0,3,4,5,6,7,0,0,0,0,0,1,0,Torre
239,1,2,1,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,0,30,Pedestal
239,1,1,1,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,0,30,Pedestal
241,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
241,1,3,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
241,1,4,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
241,1,2,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
242,1,1,2,0.0,6,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Techo
244,1,1,1,0.0,70,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
246,1,1,1,0.0,45,0,0,0,0,5,6,7,0,0,0,0,0,8,0,Pedestal
250,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,4,0,Pedestal
250,1,2,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,4,0,Pedestal
258,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,30,Techo
258,1,3,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,30,Techo
258,1,2,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,30,Techo
259,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,4,0,Pedestal
259,1,2,2,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Techo
259,1,3,2,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Techo
267,1,1,1,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,0,30,Pedestal
268,1,1,1,0.0,45,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Pedestal
271,1,2,2,0.0,25,0,0,0,0,0,6,7,0,0,0,0,0,0,15,Techo
271,1,1,2,0.0,30,0,0,0,0,0,6,7,0,0,0,0,0,2,0,Techo
272,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,0,Techo
272,1,2,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,2,0,Techo
279,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,0,30,Pedestal
282,1,1,3,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Torre
284,1,2,4,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pared
284,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
291,1,1,1,0.0,30,0,0,0,4,0,0,0,0,0,0,0,0,1,0,Pedestal
295,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
295,1,2,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,10,0,Pedestal
298,1,1,1,0.0,60,0,0,0,0,0,6,7,0,0,0,0,0,0,30,Pedestal
299,1,1,3,0.0,21,0,0,0,0,0,0,7,0,0,0,0,0,0,30,Torre
300,1,2,3,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,4,0,Torre
300,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
301,1,4,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Techo
301,1,3,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Techo
301,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Techo
301,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,5,0,Pedestal
303,1,3,2,0.0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,Techo
303,1,2,2,0.0,3,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
303,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
308,1,1,3,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,4,0,Torre
309,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
310,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Pedestal
313,1,2,2,0.0,9,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Techo
313,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
314,1,1,3,0.0,90,0,0,0,4,5,6,7,8,0,0,0,0,1,0,Torre
316,1,3,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
316,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
316,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,8,0,Techo
317,1,1,1,0.0,120,0,0,0,4,5,6,7,8,9,0,0,0,7,0,Pedestal
329,1,1,3,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,2,0,Torre
334,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
334,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
336,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Pedestal
339,1,2,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
339,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
341,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,4,0,Pedestal
344,1,1,3,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,6,0,Torre
349,1,2,3,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,3,0,Torre
349,1,1,3,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,3,0,Torre
349,1,3,3,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,3,0,Torre
350,1,1,3,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,4,0,Torre
351,1,1,2,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
351,1,5,2,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
351,1,2,2,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
351,1,3,2,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
351,1,4,2,0.0,60,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
355,1,1,2,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Techo
356,1,1,2,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Techo
363,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,4,0,Techo
363,1,2,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,4,0,Techo
365,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
367,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
370,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,6,0,Pedestal
371,1,2,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
371,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
372,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,1,0,Pedestal
374,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,3,0,Pedestal
375,1,2,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,7,0,Pedestal
375,1,1,1,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,7,0,Pedestal
376,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,3,0,Pedestal
378,1,1,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,1,0,Pedestal
383,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,5,0,Pedestal
384,1,1,2,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Techo
390,1,1,1,0.0,20,0,0,3,4,5,6,0,0,0,0,0,0,3,0,Pedestal
393,1,1,1,0.0,15,0,0,0,4,0,0,0,0,0,0,0,0,8,0,Pedestal
395,1,2,2,0.0,50,0,0,0,4,5,6,0,0,0,0,0,0,1,0,Techo
395,1,1,2,0.0,10,0,0,0,0,5,0,0,0,0,0,0,0,1,0,Techo
397,1,1,1,0.0,40,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Pedestal
403,1,1,2,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Techo
404,1,1,2,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,2,0,Techo
405,1,1,1,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,3,0,Pedestal
410,1,1,1,0.0,7,0,0,0,0,0,6,0,0,0,0,0,0,7,0,Pedestal
417,1,1,3,0.0,150,0,0,0,4,5,6,7,8,0,0,0,0,2,0,Torre
418,1,1,1,0.0,120,0,0,0,4,5,6,7,0,0,0,0,0,2,0,Pedestal
422,1,1,3,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,2,0,Torre
422,1,2,1,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,2,0,Pedestal
429,1,1,1,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,3,0,Pedestal
456,1,1,2,0.0,15,0,0,0,0,5,0,0,0,0,0,0,0,2,0,Techo
460,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,2,0,Pedestal
467,1,1,1,0.0,15,0,0,0,4,5,0,0,0,0,0,0,0,3,0,Pedestal
472,1,1,1,0.0,60,0,0,0,0,0,6,7,0,0,0,0,0,2,0,Pedestal
473,1,1,2,0.0,70,0,0,0,4,5,6,0,0,0,0,0,0,9,0,Techo
476,1,2,1,0.0,50,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
476,1,1,1,0.0,45,0,0,0,4,5,0,0,0,0,0,0,0,8,0,Pedestal
479,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,4,0,Pedestal
480,1,1,1,0.0,5,0,0,0,0,5,0,0,0,0,0,0,0,6,0,Pedestal
482,1,1,1,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,6,0,Pedestal
482,1,2,3,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,6,0,Torre
483,1,2,2,0.0,24,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
483,1,1,2,0.0,24,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Techo
486,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,8,0,Pedestal
486,1,2,1,0.0,80,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
486,1,3,3,0.0,45,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Torre
494,1,1,1,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,1,30,Pedestal
494,1,2,1,0.0,40,0,0,0,4,5,6,0,0,0,0,0,0,1,30,Pedestal
495,1,1,2,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,2,0,Techo
496,1,1,3,0.0,50,0,0,0,4,5,6,0,0,0,0,0,0,1,40,Torre
497,1,1,1,0.0,90,0,0,0,4,5,6,7,0,0,0,0,0,5,0,Pedestal
497,1,2,1,0.0,90,0,0,0,4,5,6,7,0,0,0,0,0,5,0,Pedestal
501,1,1,1,0.0,60,0,0,0,0,5,6,7,0,0,0,0,0,12,0,Pedestal
501,1,2,4,0.0,60,0,0,0,0,5,6,7,0,0,0,0,0,12,0,Pared
502,1,1,2,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Techo
502,1,2,2,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Techo
502,1,3,2,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Techo
502,1,4,3,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Torre
503,1,1,2,0.0,45,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Techo
504,1,1,1,0.0,30,0,0,0,4,5,0,0,0,0,0,0,0,8,0,Pedestal
505,1,1,1,0.0,10,0,0,0,0,0,6,0,0,0,0,0,0,2,0,Pedestal
506,1,2,1,0.0,45,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
506,1,1,1,0.0,60,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
507,1,2,1,0.0,140,0,0,3,4,5,6,7,0,0,0,0,0,2,0,Pedestal
507,1,1,1,0.0,180,0,0,3,4,5,6,7,8,0,0,0,0,6,0,Pedestal
508,1,1,3,0.0,120,0,0,3,4,5,6,0,0,0,0,0,0,2,0,Torre
510,1,1,1,0.0,30,0,0,0,0,0,0,0,8,0,0,0,0,8,0,Pedestal
514,1,2,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,1,0,Techo
514,1,1,2,0.0,90,0,0,0,0,5,6,7,0,0,0,0,0,1,0,Techo
515,1,1,1,0.0,180,0,0,0,4,5,6,7,8,9,10,0,0,8,0,Pedestal
519,1,1,1,0.0,20,0,0,0,4,5,0,0,0,0,0,0,0,1,0,Pedestal
520,1,1,1,0.0,60,0,0,0,4,5,6,7,0,0,0,0,0,0,40,Pedestal
521,1,1,1,0.0,45,0,0,0,4,5,6,0,0,0,0,0,0,3,0,Pedestal
524,1,1,1,0.0,30,0,0,0,0,5,0,0,0,0,0,0,0,0,30,Pedestal
527,1,1,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,7,0,Pedestal
527,1,3,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,5,0,Pedestal
527,1,4,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,7,0,Pedestal
527,1,2,1,0.0,90,0,0,0,4,5,6,0,0,0,0,0,0,7,0,Pedestal
528,1,1,1,0.0,30,0,0,0,0,5,6,0,0,0,0,0,0,2,0,Pedestal
529,1,2,2,0.0,90,0,0,0,4,5,6,7,0,0,0,0,0,4,0,Techo
529,1,3,1,0.0,75,0,0,0,4,5,6,0,0,0,0,0,0,2,0,Pedestal
529,1,4,3,0.0,60,0,0,0,4,5,0,0,0,0,0,0,0,4,0,Torre
529,1,1,2,0.0,90,0,0,0,4,5,6,7,0,0,0,0,0,3,0,Techo
