folio,foliohog,id_panta,panta_tipo,panta_tam,panta_dia,panta_hor,panta_min,panta_uso1,panta_uso2,panta_uso3,panta_uso4,panta_uso9,panta_anio,panta_tipo_desc,panta_tam_desc
862,1,1,3,3,7,4,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
863,1,1,3,3,7,3,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
863,1,2,3,4,7,6,0,1,2,3,0,0,2,LCD o plasma,Entre 50” y 60” (Grande)
864,1,1,3,1,7,2,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
866,1,1,2,1,2,2,0,0,0,3,0,0,4,LED,Menor a 30” (muy chica)
866,1,2,2,1,2,2,0,0,2,0,0,0,6,LED,Menor a 30” (muy chica)
867,1,1,2,3,7,2,0,0,0,3,0,0,4,LED,Entre 40” y 49” (Mediana)
868,1,1,2,2,5,2,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
869,1,1,3,3,7,3,0,0,0,3,0,0,8,LCD o plasma,Entre 40” y 49” (Mediana)
870,1,1,2,2,7,5,0,0,0,0,4,0,1,LED,Entre 30” y 39” (Chica)
871,1,1,3,3,7,1,0,0,0,3,0,0,8,LCD o plasma,Entre 40” y 49” (Mediana)
871,1,2,2,4,7,1,0,0,0,3,0,0,2,LED,Entre 50” y 60” (Grande)
872,1,1,2,3,7,0,40,0,0,3,0,0,6,LED,Entre 40” y 49” (Mediana)
872,1,2,3,3,7,8,0,1,2,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
873,1,1,4,2,7,8,0,0,2,3,0,0,20,Analógica,Entre 30” y 39” (Chica)
874,1,1,2,1,7,1,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
874,1,2,2,1,7,1,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
875,1,1,2,3,5,1,0,0,0,3,0,0,3,LED,Entre 40” y 49” (Mediana)
876,1,1,3,2,7,2,0,1,0,0,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
877,1,1,3,3,7,3,0,0,2,0,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
878,1,1,3,2,7,1,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
879,1,1,3,2,7,5,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
880,1,1,2,3,7,1,0,0,0,3,0,0,5,LED,Entre 40” y 49” (Mediana)
881,1,1,2,3,7,5,0,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
882,1,1,3,2,7,3,0,0,2,0,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
883,1,1,2,2,4,2,0,0,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
885,1,1,4,4,7,2,0,0,0,3,0,0,12,Analógica,Entre 50” y 60” (Grande)
886,1,1,2,4,7,3,0,0,0,3,0,0,4,LED,Entre 50” y 60” (Grande)
887,1,1,2,3,7,3,0,1,2,3,0,0,3,LED,Entre 40” y 49” (Mediana)
887,1,2,2,2,7,1,0,0,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
888,1,1,4,3,7,4,0,0,0,3,0,0,8,Analógica,Entre 40” y 49” (Mediana)
889,1,1,4,3,7,5,0,1,2,3,0,0,10,Analógica,Entre 40” y 49” (Mediana)
890,1,1,4,2,7,2,0,1,0,0,0,0,99,Analógica,Entre 30” y 39” (Chica)
891,1,1,3,2,7,5,0,0,2,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
892,1,1,3,2,7,5,0,0,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
893,1,1,3,1,7,2,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
894,1,1,3,1,7,5,0,0,2,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
895,1,1,4,2,7,8,0,0,2,3,0,0,99,Analógica,Entre 30” y 39” (Chica)
896,1,1,3,3,7,8,0,0,2,3,0,0,4,LCD o plasma,Entre 40” y 49” (Mediana)
897,1,1,2,1,2,0,20,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
898,1,1,2,1,7,1,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
899,1,1,2,1,7,3,0,0,0,3,0,0,4,LED,Menor a 30” (muy chica)
900,1,1,2,1,7,2,0,1,0,3,0,0,4,LED,Menor a 30” (muy chica)
901,1,1,2,3,7,8,0,1,2,3,0,0,2,LED,Entre 40” y 49” (Mediana)
903,1,1,3,1,7,8,0,0,2,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
904,1,1,4,3,7,4,0,1,0,3,0,0,2,Analógica,Entre 40” y 49” (Mediana)
905,1,1,3,4,7,2,0,1,0,3,0,0,2,LCD o plasma,Entre 50” y 60” (Grande)
906,1,1,3,3,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
906,1,2,3,4,7,3,0,1,0,3,0,0,3,LCD o plasma,Entre 50” y 60” (Grande)
907,1,1,3,3,7,4,0,1,2,3,0,0,6,LCD o plasma,Entre 40” y 49” (Mediana)
908,1,1,3,2,2,1,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
909,1,2,4,2,7,4,0,0,0,3,0,0,10,Analógica,Entre 30” y 39” (Chica)
909,1,1,4,3,7,4,0,0,0,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
910,1,1,3,4,7,0,40,0,0,3,0,0,3,LCD o plasma,Entre 50” y 60” (Grande)
911,1,1,3,1,3,2,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
911,1,2,3,3,3,2,0,0,0,3,0,0,5,LCD o plasma,Entre 40” y 49” (Mediana)
912,1,2,4,2,2,0,20,0,0,3,0,0,16,Analógica,Entre 30” y 39” (Chica)
912,1,1,4,2,7,4,0,0,0,3,0,0,22,Analógica,Entre 30” y 39” (Chica)
913,1,1,4,2,7,2,0,0,0,3,0,0,12,Analógica,Entre 30” y 39” (Chica)
914,1,1,4,2,7,2,0,0,2,3,0,0,22,Analógica,Entre 30” y 39” (Chica)
915,1,1,2,4,7,4,0,0,0,3,0,0,1,LED,Entre 50” y 60” (Grande)
916,1,1,2,1,7,5,0,0,0,3,0,0,4,LED,Menor a 30” (muy chica)
917,1,1,2,4,7,6,0,1,0,3,0,0,1,LED,Entre 50” y 60” (Grande)
918,1,1,4,1,7,1,30,0,0,3,0,0,12,Analógica,Menor a 30” (muy chica)
919,1,1,2,2,7,3,0,0,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
921,1,1,3,2,7,4,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
922,1,1,3,1,7,5,0,0,2,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
923,1,1,3,3,7,4,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
924,1,1,3,2,7,5,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
924,1,2,3,2,7,1,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
925,1,1,4,1,7,2,0,0,0,3,0,0,4,Analógica,Menor a 30” (muy chica)
927,1,1,3,3,7,8,0,1,2,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
928,1,1,4,2,7,3,0,0,0,3,0,0,8,Analógica,Entre 30” y 39” (Chica)
929,1,1,3,3,7,8,0,1,2,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
930,1,2,4,3,1,2,0,0,0,3,0,0,10,Analógica,Entre 40” y 49” (Mediana)
930,1,1,4,3,7,5,0,1,2,3,0,0,10,Analógica,Entre 40” y 49” (Mediana)
931,1,1,4,2,7,5,0,1,0,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
932,1,1,2,2,7,2,0,0,0,3,0,0,6,LED,Entre 30” y 39” (Chica)
933,1,1,2,3,5,2,0,0,0,3,0,0,1,LED,Entre 40” y 49” (Mediana)
934,1,1,3,4,2,0,30,0,2,0,0,0,7,LCD o plasma,Entre 50” y 60” (Grande)
934,1,2,3,3,7,1,0,0,0,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
935,1,1,2,3,7,8,0,0,2,0,0,0,4,LED,Entre 40” y 49” (Mediana)
936,1,1,4,1,7,1,30,0,0,0,4,0,8,Analógica,Menor a 30” (muy chica)
937,1,1,4,2,7,3,30,0,0,3,0,0,2,Analógica,Entre 30” y 39” (Chica)
938,1,1,2,2,2,2,0,0,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
939,1,1,3,2,7,3,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
940,1,1,4,2,7,4,0,0,0,3,0,0,7,Analógica,Entre 30” y 39” (Chica)
941,1,1,3,2,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
941,1,2,3,2,7,3,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
942,1,2,3,1,7,3,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
942,1,1,2,2,7,5,0,1,0,3,0,0,7,LED,Entre 30” y 39” (Chica)
943,1,1,4,1,7,5,0,1,0,3,0,0,1,Analógica,Menor a 30” (muy chica)
944,1,1,3,3,7,4,0,1,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
945,1,1,3,1,7,5,0,1,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
946,1,2,3,2,7,4,0,1,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
946,1,1,3,3,7,5,0,1,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
947,1,1,4,2,7,5,0,1,0,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
948,1,2,3,2,7,8,0,1,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
948,1,3,4,1,7,3,0,1,0,0,0,0,7,Analógica,Menor a 30” (muy chica)
948,1,1,3,1,7,6,0,1,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
949,1,2,3,3,7,6,0,1,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
949,1,1,4,1,7,5,0,1,0,3,0,0,7,Analógica,Menor a 30” (muy chica)
950,1,1,3,1,7,4,0,1,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
951,1,1,3,3,7,3,0,1,0,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
951,1,2,3,2,7,3,0,1,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
952,1,1,3,2,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
953,1,1,3,3,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
954,1,1,2,3,7,5,0,0,2,3,0,0,3,LED,Entre 40” y 49” (Mediana)
955,1,3,2,4,7,3,0,0,0,3,0,0,2,LED,Entre 50” y 60” (Grande)
955,1,2,4,3,7,3,0,0,0,3,0,0,15,Analógica,Entre 40” y 49” (Mediana)
955,1,1,4,4,7,3,0,0,0,3,0,0,15,Analógica,Entre 50” y 60” (Grande)
956,1,2,3,3,7,1,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
956,1,1,3,3,7,12,0,1,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
957,1,1,3,4,7,8,0,1,2,3,0,0,4,LCD o plasma,Entre 50” y 60” (Grande)
957,1,2,3,2,7,6,0,1,2,3,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
958,1,1,3,3,7,6,0,0,2,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
959,1,2,4,3,2,7,0,1,2,3,0,0,10,Analógica,Entre 40” y 49” (Mediana)
959,1,1,4,3,7,15,0,1,2,3,0,0,10,Analógica,Entre 40” y 49” (Mediana)
960,1,1,2,2,7,3,0,0,2,0,0,0,7,LED,Entre 30” y 39” (Chica)
960,1,2,2,2,7,3,0,0,0,3,0,0,4,LED,Entre 30” y 39” (Chica)
961,1,1,2,3,7,10,0,1,0,3,0,0,1,LED,Entre 40” y 49” (Mediana)
961,1,2,3,2,7,3,0,1,0,0,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
962,1,1,3,3,7,5,0,0,2,0,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
963,1,1,3,1,7,4,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
964,1,1,3,1,7,4,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
965,1,1,3,1,7,5,0,1,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
966,1,1,3,2,7,6,0,1,0,3,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
967,1,1,3,4,7,6,0,1,0,3,0,0,1,LCD o plasma,Entre 50” y 60” (Grande)
968,1,1,3,1,7,4,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
969,1,4,3,3,7,2,0,1,0,0,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
969,1,2,3,1,7,4,0,1,0,0,0,0,2,LCD o plasma,Menor a 30” (muy chica)
969,1,1,3,1,7,6,0,1,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
969,1,3,3,4,7,5,0,1,0,3,0,0,2,LCD o plasma,Entre 50” y 60” (Grande)
970,1,1,4,1,7,2,0,0,0,3,0,0,8,Analógica,Menor a 30” (muy chica)
971,1,2,3,1,7,4,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
971,1,1,3,1,7,5,0,1,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
972,1,1,3,1,7,3,0,1,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
973,1,1,2,3,7,2,0,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
973,1,2,2,2,7,2,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
973,1,3,2,2,1,1,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
974,1,1,3,3,7,4,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
975,1,1,3,3,7,4,0,0,0,3,0,0,8,LCD o plasma,Entre 40” y 49” (Mediana)
975,1,2,3,2,3,2,0,0,0,3,0,0,10,LCD o plasma,Entre 30” y 39” (Chica)
976,1,1,4,2,7,10,0,0,2,3,0,0,6,Analógica,Entre 30” y 39” (Chica)
977,1,1,3,2,7,3,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
977,1,2,3,2,7,2,0,1,0,0,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
978,1,1,4,3,7,8,0,1,0,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
978,1,2,3,3,7,3,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
978,1,3,4,3,7,4,0,0,0,3,0,0,2,Analógica,Entre 40” y 49” (Mediana)
979,1,2,4,1,7,2,0,0,0,3,0,0,3,Analógica,Menor a 30” (muy chica)
979,1,1,4,2,7,4,0,0,0,3,0,0,3,Analógica,Entre 30” y 39” (Chica)
980,1,2,3,4,7,2,0,0,0,3,0,0,6,LCD o plasma,Entre 50” y 60” (Grande)
980,1,1,4,4,7,3,0,1,0,0,0,0,6,Analógica,Entre 50” y 60” (Grande)
981,1,1,3,1,7,3,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
982,1,1,3,1,7,6,0,1,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
983,1,1,4,1,7,4,0,1,0,0,0,0,4,Analógica,Menor a 30” (muy chica)
984,1,1,4,1,7,3,0,1,0,3,0,0,99,Analógica,Menor a 30” (muy chica)
985,1,1,3,2,7,2,0,1,0,0,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
987,1,1,4,1,7,5,0,0,0,3,4,0,1,Analógica,Menor a 30” (muy chica)
988,1,1,3,1,3,5,0,0,2,0,0,0,3,LCD o plasma,Menor a 30” (muy chica)
989,1,1,4,2,7,10,0,1,2,3,4,0,6,Analógica,Entre 30” y 39” (Chica)
990,1,1,4,2,7,2,0,0,2,3,0,0,3,Analógica,Entre 30” y 39” (Chica)
990,1,2,4,2,7,2,0,0,0,3,0,0,2,Analógica,Entre 30” y 39” (Chica)
991,1,1,2,3,7,4,0,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
992,1,1,3,3,1,2,0,0,0,3,0,0,7,LCD o plasma,Entre 40” y 49” (Mediana)
992,1,2,4,1,7,3,0,0,0,3,0,0,18,Analógica,Menor a 30” (muy chica)
993,1,1,3,2,7,4,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
994,1,3,3,2,2,1,0,0,2,0,0,0,10,LCD o plasma,Entre 30” y 39” (Chica)
994,1,1,3,2,7,3,0,0,0,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
994,1,2,3,2,2,1,0,1,0,0,0,0,10,LCD o plasma,Entre 30” y 39” (Chica)
995,1,2,2,2,7,5,0,1,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
995,1,1,2,2,7,5,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
997,1,1,3,1,7,10,0,1,2,0,0,0,1,LCD o plasma,Menor a 30” (muy chica)
997,1,2,3,2,7,8,0,0,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
998,1,1,3,1,7,10,0,0,2,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
998,1,2,3,2,5,5,0,0,2,3,4,0,1,LCD o plasma,Entre 30” y 39” (Chica)
999,1,1,3,2,7,1,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1000,1,1,3,2,7,10,0,1,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
1001,1,1,3,1,7,4,0,1,0,0,0,0,1,LCD o plasma,Menor a 30” (muy chica)
1002,1,1,4,2,7,4,0,0,0,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
1003,1,2,3,1,7,3,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
1003,1,1,3,2,7,4,0,1,0,0,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1004,1,1,3,2,7,4,0,1,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
1006,1,1,3,2,7,4,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1009,1,1,2,3,7,3,0,0,0,3,0,0,1,LED,Entre 40” y 49” (Mediana)
1009,1,3,2,1,2,3,0,0,0,3,0,0,2,LED,Menor a 30” (muy chica)
1009,1,2,2,3,2,1,0,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
1010,1,2,3,3,7,3,0,0,0,3,0,0,4,LCD o plasma,Entre 40” y 49” (Mediana)
1010,1,1,3,1,7,2,0,0,2,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
1011,1,1,3,2,7,2,0,0,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
1012,1,2,4,2,7,3,0,0,2,3,0,0,4,Analógica,Entre 30” y 39” (Chica)
1012,1,1,3,2,7,4,0,0,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1013,1,1,3,1,7,2,0,1,0,0,0,0,8,LCD o plasma,Menor a 30” (muy chica)
1014,1,1,3,2,7,10,0,1,2,3,4,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1015,1,1,3,1,7,2,30,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
1016,1,1,3,2,1,2,0,0,0,3,4,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1017,1,1,3,2,7,12,0,1,2,3,4,0,2,LCD o plasma,Entre 30” y 39” (Chica)
1018,1,2,2,2,7,3,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
1018,1,1,2,2,7,2,0,1,0,0,0,0,4,LED,Entre 30” y 39” (Chica)
1018,1,3,2,3,7,3,0,0,0,3,4,0,7,LED,Entre 40” y 49” (Mediana)
1019,1,1,2,3,7,15,0,1,2,3,0,0,2,LED,Entre 40” y 49” (Mediana)
1020,1,2,2,2,7,16,0,1,2,3,4,0,4,LED,Entre 30” y 39” (Chica)
1020,1,1,2,3,7,16,0,1,2,3,4,0,2,LED,Entre 40” y 49” (Mediana)
1021,1,1,1,3,7,3,0,1,0,3,0,0,1,OLED,Entre 40” y 49” (Mediana)
1022,1,1,3,3,7,7,0,0,2,3,0,0,5,LCD o plasma,Entre 40” y 49” (Mediana)
1023,1,1,2,3,7,14,0,1,2,3,0,0,2,LED,Entre 40” y 49” (Mediana)
1024,1,1,3,2,7,4,0,0,0,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
1025,1,1,3,3,7,14,0,1,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
1026,1,3,2,2,7,3,0,0,0,3,0,0,5,LED,Entre 30” y 39” (Chica)
1026,1,2,2,2,7,5,0,1,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
1026,1,1,2,2,7,3,0,0,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
1027,1,1,3,2,7,6,0,1,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
1027,1,2,3,2,7,3,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
1028,1,1,3,3,7,8,0,1,2,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
1029,1,1,3,3,7,8,0,1,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
1030,1,1,2,2,7,2,0,1,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
1030,1,2,2,3,7,6,0,0,0,3,0,0,3,LED,Entre 40” y 49” (Mediana)
1031,1,1,2,2,7,5,0,1,0,3,0,0,4,LED,Entre 30” y 39” (Chica)
1032,1,1,3,2,7,3,0,0,2,0,0,0,7,LCD o plasma,Entre 30” y 39” (Chica)
1032,1,2,3,2,7,15,0,1,2,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
1033,1,2,2,3,7,6,0,1,0,0,0,0,3,LED,Entre 40” y 49” (Mediana)
1033,1,1,2,2,7,3,0,1,0,0,0,0,3,LED,Entre 30” y 39” (Chica)
1034,1,1,3,3,7,8,0,1,0,3,0,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
1034,1,2,3,2,7,4,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
1035,1,1,2,2,7,2,0,1,0,0,0,0,3,LED,Entre 30” y 39” (Chica)
1035,1,2,2,2,7,2,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
1036,1,1,2,3,7,6,0,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
1036,1,2,4,2,7,2,0,0,0,3,0,0,10,Analógica,Entre 30” y 39” (Chica)
1037,1,2,3,1,7,4,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
1037,1,1,3,2,7,4,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
1038,1,1,3,2,7,6,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1039,1,3,4,2,7,4,0,0,0,3,0,0,8,Analógica,Entre 30” y 39” (Chica)
1039,1,1,3,2,7,9,0,1,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
1039,1,2,4,2,7,4,0,0,0,3,0,0,8,Analógica,Entre 30” y 39” (Chica)
1040,1,1,4,2,7,2,0,1,0,0,0,0,1,Analógica,Entre 30” y 39” (Chica)
1041,1,1,4,2,7,6,0,0,2,3,0,0,3,Analógica,Entre 30” y 39” (Chica)
1042,1,2,4,1,7,4,0,0,0,3,0,0,3,Analógica,Menor a 30” (muy chica)
1042,1,1,4,1,7,2,0,0,0,3,0,0,2,Analógica,Menor a 30” (muy chica)
1043,1,1,3,4,7,4,0,0,0,3,0,0,8,LCD o plasma,Entre 50” y 60” (Grande)
1044,1,2,3,1,7,1,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
1044,1,1,3,3,7,1,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
1045,1,1,4,3,7,8,0,1,0,3,0,0,5,Analógica,Entre 40” y 49” (Mediana)
1045,1,2,4,3,2,2,0,1,0,0,0,0,3,Analógica,Entre 40” y 49” (Mediana)
1047,1,2,2,2,7,8,0,0,0,3,4,0,1,LED,Entre 30” y 39” (Chica)
1047,1,1,2,3,7,2,0,0,0,3,0,0,3,LED,Entre 40” y 49” (Mediana)
1048,1,1,4,1,1,2,0,0,0,3,0,0,2,Analógica,Menor a 30” (muy chica)
1049,1,1,3,2,7,8,0,1,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1049,1,2,4,1,7,6,0,0,2,3,0,0,5,Analógica,Menor a 30” (muy chica)
1050,1,1,3,2,7,10,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
1051,1,1,3,5,7,4,0,0,0,3,0,0,1,LCD o plasma,Mayor a 60” (Extra grande)
1052,1,3,2,2,7,10,0,0,2,3,0,0,3,LED,Entre 30” y 39” (Chica)
1052,1,2,2,2,7,10,0,0,0,3,4,0,3,LED,Entre 30” y 39” (Chica)
1052,1,1,2,2,7,10,0,0,0,3,4,0,3,LED,Entre 30” y 39” (Chica)
1053,1,2,2,3,5,3,0,0,2,3,0,0,3,LED,Entre 40” y 49” (Mediana)
1053,1,1,2,2,5,3,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
1054,1,1,2,1,7,1,0,1,2,0,0,0,4,LED,Menor a 30” (muy chica)
1054,1,2,2,4,7,5,0,1,2,0,0,0,4,LED,Entre 50” y 60” (Grande)
1055,1,2,1,3,7,1,1,0,0,3,0,0,1,OLED,Entre 40” y 49” (Mediana)
1055,1,1,1,5,7,0,15,0,0,3,0,0,1,OLED,Mayor a 60” (Extra grande)
1055,1,4,1,3,7,1,30,0,0,3,0,0,1,OLED,Entre 40” y 49” (Mediana)
1055,1,3,1,3,7,1,0,0,0,3,0,0,1,OLED,Entre 40” y 49” (Mediana)
1056,1,1,3,1,5,5,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
1057,1,1,4,1,1,5,0,1,0,0,0,0,1,Analógica,Menor a 30” (muy chica)
1057,1,2,4,1,1,4,0,1,0,0,0,0,1,Analógica,Menor a 30” (muy chica)
1059,1,2,3,3,7,8,0,1,2,0,0,0,6,LCD o plasma,Entre 40” y 49” (Mediana)
1059,1,1,3,2,7,7,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
1060,1,1,3,2,7,9,0,1,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
1060,1,2,3,2,7,2,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
1061,1,2,3,3,7,4,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
1061,1,1,3,3,7,4,0,1,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
1062,1,2,2,3,7,1,0,0,0,3,0,0,1,LED,Entre 40” y 49” (Mediana)
1062,1,1,2,4,7,8,0,1,2,3,0,0,2,LED,Entre 50” y 60” (Grande)
1062,1,3,2,3,7,1,0,0,0,3,0,0,1,LED,Entre 40” y 49” (Mediana)
1063,1,3,2,2,7,8,0,1,2,3,0,0,3,LED,Entre 30” y 39” (Chica)
1063,1,2,2,2,7,3,0,1,0,0,0,0,1,LED,Entre 30” y 39” (Chica)
1063,1,1,2,2,7,4,0,1,0,3,0,0,4,LED,Entre 30” y 39” (Chica)
1064,1,1,3,2,7,6,0,0,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
