folio,foliohog,id_panta,panta_tipo,panta_tam,panta_dia,panta_hor,panta_min,panta_uso1,panta_uso2,panta_uso3,panta_uso4,panta_uso9,panta_anio,panta_tipo_desc,panta_tam_desc
15009,1,2,2,2,7,1,30,0,0,3,0,0,4,LED,Entre 30” y 39” (Chica)
15009,1,1,3,2,7,1,30,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15010,1,1,2,2,7,1,0,0,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
15011,1,1,2,2,5,4,0,1,0,3,0,0,10,LED,Entre 30” y 39” (Chica)
15012,1,1,3,1,7,1,0,0,2,0,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15013,1,1,3,1,7,1,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15014,1,1,2,2,7,4,0,0,2,3,0,0,5,LED,Entre 30” y 39” (Chica)
15014,1,2,3,1,7,2,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15015,1,1,3,1,7,2,0,0,2,0,0,0,6,LCD o plasma,Menor a 30” (muy chica)
15016,1,1,3,2,7,1,0,1,0,0,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15016,1,2,3,2,7,1,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15017,1,1,2,2,7,2,0,0,2,3,0,0,1,LED,Entre 30” y 39” (Chica)
15018,1,1,4,2,7,10,0,1,2,3,0,0,3,Analógica,Entre 30” y 39” (Chica)
15019,1,2,2,2,7,3,0,1,2,3,0,0,1,LED,Entre 30” y 39” (Chica)
15019,1,1,3,2,7,3,0,1,2,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
15020,1,1,3,2,5,4,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15021,1,1,4,2,7,3,0,0,0,3,0,0,10,Analógica,Entre 30” y 39” (Chica)
15022,1,1,3,1,7,3,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15023,1,1,3,1,7,4,0,1,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15024,1,1,3,2,7,1,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15025,1,1,3,1,7,5,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15026,1,1,3,2,4,1,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15027,1,1,3,1,7,3,0,0,2,0,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15028,1,1,2,4,7,2,0,1,0,3,0,0,2,LED,Entre 50” y 60” (Grande)
15029,1,1,3,1,7,3,0,1,2,0,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15031,1,1,3,1,7,2,0,0,2,0,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15032,1,1,3,1,7,2,30,1,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15033,1,1,3,2,2,1,0,0,2,0,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15034,1,1,4,1,7,1,0,0,0,3,0,0,15,Analógica,Menor a 30” (muy chica)
15035,1,1,3,3,7,1,0,0,0,3,0,0,5,LCD o plasma,Entre 40” y 49” (Mediana)
15036,1,1,3,1,7,6,0,0,2,0,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15037,1,1,4,1,7,8,0,0,2,3,0,0,1,Analógica,Menor a 30” (muy chica)
15038,1,1,2,2,7,2,0,0,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
15039,1,1,3,1,2,1,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15041,1,1,3,2,7,6,0,0,2,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15042,1,1,3,2,7,2,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15044,1,1,3,1,7,1,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15044,1,2,3,2,7,3,0,0,2,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15045,1,1,3,1,7,2,0,0,0,3,0,0,10,LCD o plasma,Menor a 30” (muy chica)
15047,1,1,2,2,7,4,0,0,2,3,0,0,5,LED,Entre 30” y 39” (Chica)
15048,1,1,3,3,7,1,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
15049,1,1,3,1,7,5,0,1,2,3,0,0,5,LCD o plasma,Menor a 30” (muy chica)
15050,1,1,4,1,7,7,0,0,2,3,0,0,20,Analógica,Menor a 30” (muy chica)
15051,1,1,2,1,7,2,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
15052,1,1,2,2,7,10,0,1,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
15053,1,1,3,1,2,2,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15054,1,1,4,1,7,3,0,0,2,3,0,0,15,Analógica,Menor a 30” (muy chica)
15055,1,1,4,1,7,3,0,0,0,3,0,0,6,Analógica,Menor a 30” (muy chica)
15056,1,1,4,1,7,6,0,0,2,3,0,0,6,Analógica,Menor a 30” (muy chica)
15057,1,1,3,1,7,3,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15058,1,1,3,1,1,2,0,0,0,3,0,0,6,LCD o plasma,Menor a 30” (muy chica)
15059,1,1,3,1,7,2,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15060,1,1,3,1,7,3,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15061,1,2,3,2,7,4,30,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15061,1,1,4,2,7,4,30,0,0,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
15062,1,1,3,1,7,2,0,0,2,0,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15063,1,1,3,2,7,4,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15064,1,1,4,3,7,5,0,0,0,3,0,0,8,Analógica,Entre 40” y 49” (Mediana)
15065,1,1,3,3,7,1,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
15066,1,1,2,1,7,2,0,0,0,3,0,0,2,LED,Menor a 30” (muy chica)
15067,1,1,3,1,7,6,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15068,1,1,4,2,7,2,0,0,0,3,0,0,6,Analógica,Entre 30” y 39” (Chica)
15069,1,1,3,1,7,2,0,0,2,0,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15070,1,1,3,1,7,0,30,0,0,3,0,0,99,LCD o plasma,Menor a 30” (muy chica)
15071,1,1,3,1,7,1,0,1,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15072,1,2,3,1,7,2,0,0,2,0,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15072,1,1,3,2,7,2,0,0,0,3,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
15073,1,1,3,1,7,1,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15074,1,1,3,2,7,4,0,1,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15075,1,1,2,3,7,3,0,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
15075,1,2,2,3,7,2,30,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
15076,1,2,3,1,5,4,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
15076,1,1,2,2,5,4,0,0,2,3,0,0,1,LED,Entre 30” y 39” (Chica)
15077,1,1,3,1,7,5,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15078,1,1,4,2,7,2,0,0,2,0,4,0,99,Analógica,Entre 30” y 39” (Chica)
15079,1,1,3,3,7,5,0,1,2,3,0,0,5,LCD o plasma,Entre 40” y 49” (Mediana)
15080,1,2,3,2,7,4,0,1,2,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15080,1,1,3,2,7,3,0,1,2,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15081,1,1,3,2,3,2,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15082,1,1,2,1,7,8,0,0,2,0,0,0,1,LED,Menor a 30” (muy chica)
15083,1,1,3,2,7,10,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15084,1,1,3,2,7,5,0,0,2,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15085,1,1,4,1,7,4,0,1,0,0,0,0,5,Analógica,Menor a 30” (muy chica)
15086,1,2,4,2,7,3,0,0,0,3,0,0,13,Analógica,Entre 30” y 39” (Chica)
15086,1,1,3,2,7,3,0,0,2,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15087,1,1,3,1,2,2,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
15088,1,1,3,1,7,4,0,1,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15089,1,1,2,1,1,2,0,0,2,0,0,0,1,LED,Menor a 30” (muy chica)
15090,1,1,3,1,2,2,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15091,1,1,3,1,7,3,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15092,1,2,4,1,1,1,0,0,0,3,0,0,1,Analógica,Menor a 30” (muy chica)
15092,1,1,4,1,7,1,0,1,0,3,0,0,1,Analógica,Menor a 30” (muy chica)
15093,1,1,3,1,7,2,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
15094,1,2,3,2,4,1,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15094,1,1,3,2,4,2,0,0,2,0,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15095,1,1,2,1,2,2,0,0,0,3,0,0,2,LED,Menor a 30” (muy chica)
15096,1,1,4,1,7,1,0,1,0,0,0,0,15,Analógica,Menor a 30” (muy chica)
15097,1,1,4,1,7,2,0,0,0,0,4,0,4,Analógica,Menor a 30” (muy chica)
15098,1,1,3,1,3,0,30,0,0,0,4,0,4,LCD o plasma,Menor a 30” (muy chica)
15099,1,1,4,1,7,6,0,1,2,3,0,0,7,Analógica,Menor a 30” (muy chica)
15100,1,3,2,1,7,0,30,0,0,0,4,0,4,LED,Menor a 30” (muy chica)
15100,1,2,3,1,7,0,30,0,0,0,4,0,4,LCD o plasma,Menor a 30” (muy chica)
15100,1,1,2,3,7,2,0,0,0,0,4,0,2,LED,Entre 40” y 49” (Mediana)
15101,1,1,4,1,7,12,0,1,2,3,0,0,6,Analógica,Menor a 30” (muy chica)
15102,1,1,2,2,7,4,0,1,2,3,0,0,3,LED,Entre 30” y 39” (Chica)
15103,1,1,3,2,5,1,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15104,1,1,4,1,7,2,0,0,0,3,0,0,4,Analógica,Menor a 30” (muy chica)
15105,1,1,4,1,7,3,0,0,2,0,0,0,6,Analógica,Menor a 30” (muy chica)
15106,1,1,3,2,2,2,0,0,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15107,1,1,4,1,1,4,0,1,0,3,0,0,15,Analógica,Menor a 30” (muy chica)
15109,1,1,9,1,7,2,0,0,0,3,0,0,99,No sabe,Menor a 30” (muy chica)
15110,1,1,4,1,7,0,30,0,0,3,0,0,30,Analógica,Menor a 30” (muy chica)
15111,1,1,2,2,7,12,0,1,2,3,0,0,3,LED,Entre 30” y 39” (Chica)
15112,1,1,2,1,7,2,0,1,0,3,0,0,2,LED,Menor a 30” (muy chica)
15114,1,1,4,1,7,2,0,0,0,3,0,0,18,Analógica,Menor a 30” (muy chica)
15115,1,1,3,2,7,2,0,1,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15116,1,1,4,3,7,1,30,0,2,0,0,0,6,Analógica,Entre 40” y 49” (Mediana)
15117,1,2,3,1,7,4,0,0,0,3,4,0,2,LCD o plasma,Menor a 30” (muy chica)
15117,1,1,4,2,7,4,0,0,0,3,4,0,5,Analógica,Entre 30” y 39” (Chica)
15118,1,1,4,1,7,8,0,0,0,3,4,0,6,Analógica,Menor a 30” (muy chica)
15119,1,1,3,1,7,7,0,0,2,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15121,1,1,2,2,7,8,0,1,2,3,0,0,1,LED,Entre 30” y 39” (Chica)
15122,1,1,3,1,7,5,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15123,1,1,3,1,7,4,0,0,0,3,0,0,8,LCD o plasma,Menor a 30” (muy chica)
15125,1,1,3,2,7,12,0,1,2,3,0,0,7,LCD o plasma,Entre 30” y 39” (Chica)
15127,1,1,3,1,7,6,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15128,1,2,3,2,7,0,30,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15128,1,1,4,2,7,3,0,0,2,0,0,0,10,Analógica,Entre 30” y 39” (Chica)
15129,1,2,3,1,7,5,0,0,2,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15129,1,1,4,1,2,4,0,1,0,0,0,0,13,Analógica,Menor a 30” (muy chica)
15130,1,1,3,2,7,5,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15131,1,1,3,1,7,8,0,0,2,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
15131,1,2,4,1,7,3,0,0,2,0,0,0,6,Analógica,Menor a 30” (muy chica)
15134,1,1,3,2,7,8,0,1,2,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15136,1,2,3,3,7,2,0,1,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
15136,1,1,3,1,7,0,20,1,0,0,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15137,1,1,3,1,7,1,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
15138,1,1,4,1,7,12,0,0,2,3,0,0,10,Analógica,Menor a 30” (muy chica)
15138,1,2,3,1,7,3,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15140,1,1,4,1,7,2,0,0,0,3,0,0,15,Analógica,Menor a 30” (muy chica)
15141,1,1,3,1,7,2,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15142,1,1,4,1,7,0,30,0,0,3,0,0,4,Analógica,Menor a 30” (muy chica)
15143,1,1,4,2,7,2,0,1,0,0,0,0,7,Analógica,Entre 30” y 39” (Chica)
15144,1,1,3,2,7,3,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15145,1,1,3,1,7,3,30,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15146,1,1,3,1,7,10,0,1,2,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15147,1,1,3,2,7,5,0,0,2,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
15149,1,1,3,2,7,3,0,0,0,3,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
15150,1,1,3,3,7,4,0,0,2,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
15150,1,2,3,2,7,0,30,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
15151,1,1,3,1,7,3,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15152,1,1,4,1,7,1,0,0,2,3,0,0,15,Analógica,Menor a 30” (muy chica)
15153,1,1,3,4,7,1,0,0,0,3,0,0,1,LCD o plasma,Entre 50” y 60” (Grande)
15154,1,1,4,1,7,2,0,0,2,0,0,0,5,Analógica,Menor a 30” (muy chica)
15155,1,1,3,1,7,0,30,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15156,1,1,3,2,7,4,0,0,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
15158,1,1,2,2,7,2,0,0,0,3,0,0,4,LED,Entre 30” y 39” (Chica)
15160,1,1,3,2,7,3,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15161,1,1,4,1,7,2,0,0,0,3,0,0,99,Analógica,Menor a 30” (muy chica)
15162,1,1,3,2,7,5,0,1,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15163,1,1,3,2,7,3,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
15164,1,2,3,1,7,4,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15164,1,1,3,1,7,10,0,1,2,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15165,1,1,3,2,7,5,0,0,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15167,1,1,2,1,7,3,0,0,0,3,0,0,2,LED,Menor a 30” (muy chica)
15168,1,1,3,2,7,3,0,0,0,3,0,0,12,LCD o plasma,Entre 30” y 39” (Chica)
15169,1,1,4,1,7,2,0,0,2,3,0,0,10,Analógica,Menor a 30” (muy chica)
15171,1,1,3,1,7,1,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
15172,1,1,3,3,7,6,0,1,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
15173,1,2,2,3,7,3,0,0,0,3,0,0,4,LED,Entre 40” y 49” (Mediana)
15173,1,1,2,3,7,3,0,1,2,0,0,0,1,LED,Entre 40” y 49” (Mediana)
15174,1,1,3,1,7,5,30,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15175,1,1,3,3,7,4,0,1,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
15176,1,1,2,3,7,0,30,0,0,3,0,0,2,LED,Entre 40” y 49” (Mediana)
15177,1,2,3,2,7,2,0,0,0,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
15177,1,1,3,2,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15178,1,1,3,1,7,5,0,0,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15179,1,1,3,4,7,8,0,1,2,3,0,0,2,LCD o plasma,Entre 50” y 60” (Grande)
15180,1,1,4,1,4,3,0,0,2,0,0,0,2,Analógica,Menor a 30” (muy chica)
15180,1,2,3,2,7,15,0,1,2,3,4,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15181,1,1,3,2,7,4,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15182,1,1,2,3,7,12,0,1,2,3,0,0,1,LED,Entre 40” y 49” (Mediana)
15182,1,2,3,2,7,1,0,0,0,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15183,1,1,3,2,7,8,0,0,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15184,1,2,3,2,7,2,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15184,1,1,3,2,7,1,0,1,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15185,1,3,3,2,2,1,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15185,1,2,3,2,7,3,0,1,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15185,1,1,3,1,4,2,0,1,0,0,0,0,10,LCD o plasma,Menor a 30” (muy chica)
15187,1,1,3,2,7,2,5,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15188,1,2,3,2,7,2,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15188,1,1,3,2,7,3,0,1,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15190,1,3,3,1,7,4,0,1,0,3,0,0,6,LCD o plasma,Menor a 30” (muy chica)
15190,1,2,3,2,7,2,0,0,0,3,0,0,6,LCD o plasma,Entre 30” y 39” (Chica)
15190,1,1,3,1,7,1,0,1,2,0,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15191,1,3,3,4,7,3,0,1,0,3,0,0,6,LCD o plasma,Entre 50” y 60” (Grande)
15191,1,2,3,4,7,3,0,0,2,3,0,0,6,LCD o plasma,Entre 50” y 60” (Grande)
15191,1,1,3,1,7,1,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15192,1,1,2,3,7,1,0,0,0,3,0,0,5,LED,Entre 40” y 49” (Mediana)
15193,1,1,2,2,7,1,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
15193,1,2,2,2,7,1,0,0,0,3,0,0,3,LED,Entre 30” y 39” (Chica)
15194,1,1,2,2,7,2,0,0,2,3,0,0,2,LED,Entre 30” y 39” (Chica)
15195,1,3,4,2,4,1,0,0,0,3,0,0,7,Analógica,Entre 30” y 39” (Chica)
15195,1,2,3,1,7,2,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15195,1,1,3,2,7,12,0,1,2,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15196,1,1,3,1,5,4,0,1,2,0,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15197,1,1,4,1,7,3,0,0,0,3,0,0,6,Analógica,Menor a 30” (muy chica)
15198,1,1,4,1,7,2,0,0,0,3,0,0,15,Analógica,Menor a 30” (muy chica)
15199,1,1,3,3,7,2,0,0,0,0,4,0,3,LCD o plasma,Entre 40” y 49” (Mediana)
15200,1,2,3,1,7,5,0,1,2,3,0,0,7,LCD o plasma,Menor a 30” (muy chica)
15200,1,1,3,4,7,5,0,0,2,3,0,0,3,LCD o plasma,Entre 50” y 60” (Grande)
15201,1,2,3,2,1,0,30,0,0,3,0,0,8,LCD o plasma,Entre 30” y 39” (Chica)
15201,1,1,2,3,3,1,0,0,2,0,0,0,6,LED,Entre 40” y 49” (Mediana)
15202,1,1,3,4,7,6,0,1,2,3,0,0,1,LCD o plasma,Entre 50” y 60” (Grande)
15203,1,1,4,1,7,2,0,1,0,3,0,0,8,Analógica,Menor a 30” (muy chica)
15204,1,1,3,2,7,3,0,1,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15204,1,2,4,1,1,2,0,0,0,3,0,0,14,Analógica,Menor a 30” (muy chica)
15206,1,1,4,2,7,2,0,1,0,3,0,0,15,Analógica,Entre 30” y 39” (Chica)
15207,1,3,2,4,7,2,0,0,0,3,0,0,3,LED,Entre 50” y 60” (Grande)
15207,1,2,2,4,7,2,0,0,0,3,0,0,3,LED,Entre 50” y 60” (Grande)
15207,1,1,1,4,7,2,0,0,0,3,0,0,3,OLED,Entre 50” y 60” (Grande)
15208,1,1,3,2,7,1,0,0,0,3,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15209,1,2,3,1,7,2,0,1,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15209,1,1,2,1,7,1,0,1,0,0,0,0,1,LED,Menor a 30” (muy chica)
15210,1,1,2,2,7,1,0,0,0,3,0,0,4,LED,Entre 30” y 39” (Chica)
15211,1,1,3,1,7,5,0,1,2,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15212,1,1,2,3,7,7,0,0,2,3,0,0,1,LED,Entre 40” y 49” (Mediana)
15212,1,2,3,2,7,8,0,0,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
15213,1,1,2,3,7,8,0,1,2,3,0,0,4,LED,Entre 40” y 49” (Mediana)
15213,1,2,3,1,7,2,0,0,0,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15214,1,2,3,1,7,1,0,1,2,3,0,0,2,LCD o plasma,Menor a 30” (muy chica)
15214,1,1,4,1,2,1,0,0,0,3,0,0,15,Analógica,Menor a 30” (muy chica)
15215,1,1,3,1,7,2,0,0,0,3,0,0,1,LCD o plasma,Menor a 30” (muy chica)
15216,1,1,3,4,7,3,0,0,2,3,0,0,7,LCD o plasma,Entre 50” y 60” (Grande)
15217,1,1,2,1,7,0,45,0,0,3,0,0,6,LED,Menor a 30” (muy chica)
15217,1,2,2,1,3,2,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
15218,1,2,3,1,7,1,0,0,0,3,0,0,4,LCD o plasma,Menor a 30” (muy chica)
15218,1,1,3,3,7,4,30,0,2,3,0,0,4,LCD o plasma,Entre 40” y 49” (Mediana)
15219,1,1,3,3,7,2,0,0,0,3,0,0,1,LCD o plasma,Entre 40” y 49” (Mediana)
15220,1,1,4,2,7,5,0,0,2,3,0,0,10,Analógica,Entre 30” y 39” (Chica)
15221,1,1,3,3,7,0,30,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
15222,1,1,4,1,7,1,0,0,0,3,0,0,18,Analógica,Menor a 30” (muy chica)
15223,1,1,2,3,7,3,0,0,2,3,0,0,3,LED,Entre 40” y 49” (Mediana)
15224,1,1,3,2,7,3,0,0,0,3,0,0,1,LCD o plasma,Entre 30” y 39” (Chica)
15225,1,1,4,1,7,3,0,0,2,3,0,0,10,Analógica,Menor a 30” (muy chica)
15226,1,2,3,2,7,1,30,1,2,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
15226,1,1,3,2,7,0,30,0,2,0,0,0,5,LCD o plasma,Entre 30” y 39” (Chica)
15227,1,1,3,1,5,2,0,1,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15228,1,1,3,1,7,0,30,1,0,0,0,0,10,LCD o plasma,Menor a 30” (muy chica)
15229,1,1,4,2,7,2,0,0,2,0,0,0,10,Analógica,Entre 30” y 39” (Chica)
15230,1,1,4,2,7,2,0,0,0,3,0,0,5,Analógica,Entre 30” y 39” (Chica)
15231,1,1,2,2,7,12,0,1,2,3,0,0,2,LED,Entre 30” y 39” (Chica)
15232,1,1,2,3,7,12,0,1,2,3,0,0,3,LED,Entre 40” y 49” (Mediana)
15232,1,2,3,2,7,9,0,0,2,3,0,0,3,LCD o plasma,Entre 30” y 39” (Chica)
15233,1,4,3,2,7,2,0,0,0,3,0,0,4,LCD o plasma,Entre 30” y 39” (Chica)
15233,1,3,3,3,7,4,0,0,0,3,0,0,4,LCD o plasma,Entre 40” y 49” (Mediana)
15233,1,2,3,1,7,3,0,0,2,0,0,0,6,LCD o plasma,Menor a 30” (muy chica)
15233,1,1,3,2,7,2,0,0,2,0,0,0,7,LCD o plasma,Entre 30” y 39” (Chica)
15233,1,5,3,2,7,99,99,0,0,0,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15234,1,2,2,1,7,6,0,0,0,3,0,0,3,LED,Menor a 30” (muy chica)
15234,1,1,2,1,7,4,0,0,0,3,0,0,13,LED,Menor a 30” (muy chica)
15235,1,1,4,1,7,3,0,0,0,3,0,0,14,Analógica,Menor a 30” (muy chica)
15236,1,1,3,1,7,3,0,1,0,3,0,0,3,LCD o plasma,Menor a 30” (muy chica)
15237,1,1,3,3,7,2,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
15238,1,1,3,3,7,4,0,0,0,3,0,0,2,LCD o plasma,Entre 40” y 49” (Mediana)
15239,1,2,4,1,7,3,0,0,0,3,0,0,13,Analógica,Menor a 30” (muy chica)
15239,1,1,3,2,7,6,0,1,0,3,0,0,7,LCD o plasma,Entre 30” y 39” (Chica)
15240,1,1,2,2,7,3,0,0,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
15240,1,2,2,2,7,3,0,0,0,3,0,0,1,LED,Entre 30” y 39” (Chica)
15241,1,1,3,4,4,2,0,0,0,3,0,0,1,LCD o plasma,Entre 50” y 60” (Grande)
15241,1,2,3,2,7,3,0,0,0,3,0,0,2,LCD o plasma,Entre 30” y 39” (Chica)
15243,1,1,4,1,7,4,0,1,2,3,0,0,20,Analógica,Menor a 30” (muy chica)
15243,1,2,2,3,7,0,30,0,2,0,0,0,8,LED,Entre 40” y 49” (Mediana)
15244,1,1,2,2,7,3,0,0,0,3,0,0,2,LED,Entre 30” y 39” (Chica)
