folio,foliohog,id_calefac,calef_tipo,calef_otro,calef_dia,calef_hor,calef_min,calef_adqu,calef_anio,calef_tipo_desc,calef_adqu_desc
3970,1,1,2, ,60,2,0,1,3,Eléctrico de resistencia,Nuevo
3974,1,1,5,MINISPLIT,120,3,0,1,2,Otro tipo de calefactor (especifica),Nuevo
3974,1,2,2, ,120,3,0,1,2,Eléctrico de resistencia,Nuevo
3974,1,3,2, ,60,3,0,1,99,Eléctrico de resistencia,Nuevo
3985,1,1,1, ,60,6,0,1,2,Eléctrico con aceite térmico,Nuevo
3989,1,1,2, ,30,2,0,1,1,Eléctrico de resistencia,Nuevo
3994,1,1,4, ,60,2,0,1,3,De gas,Nuevo
3998,1,1,1, ,10,12,0,1,1,Eléctrico con aceite térmico,Nuevo
4001,1,1,4, ,60,2,0,1,5,De gas,Nuevo
4001,1,2,4, ,60,0,30,1,1,De gas,Nuevo
4017,1,1,4, ,30,3,0,1,8,De gas,Nuevo
4018,1,1,2, ,60,3,0,1,20,Eléctrico de resistencia,Nuevo
4029,1,1,2, ,60,5,0,1,2,Eléctrico de resistencia,Nuevo
4036,1,1,2, ,30,1,0,1,2,Eléctrico de resistencia,Nuevo
4037,1,1,4, ,15,3,0,1,5,De gas,Nuevo
4040,1,1,2, ,30,6,0,2,22,Eléctrico de resistencia,Usado
4051,1,5,5,MINISPLIT,30,2,0,1,8,Otro tipo de calefactor (especifica),Nuevo
4051,1,4,5,MINISPLIT,30,2,0,1,8,Otro tipo de calefactor (especifica),Nuevo
4051,1,2,5,MINISPLIT,60,7,0,1,8,Otro tipo de calefactor (especifica),Nuevo
4051,1,1,5,MINISPLIT,60,7,0,1,8,Otro tipo de calefactor (especifica),Nuevo
4051,1,3,5,MINISPLIT,60,2,0,1,8,Otro tipo de calefactor (especifica),Nuevo
4052,1,2,4, ,30,3,0,1,4,De gas,Nuevo
4052,1,1,4, ,30,5,0,1,4,De gas,Nuevo
4057,1,1,4, ,30,2,0,1,10,De gas,Nuevo
4062,1,1,2, ,90,8,0,1,5,Eléctrico de resistencia,Nuevo
4065,1,1,3, ,12,10,0,2,4,Eléctrico de torre,Usado
4071,1,1,2, ,60,8,0,1,3,Eléctrico de resistencia,Nuevo
4083,1,1,2, ,90,5,0,1,4,Eléctrico de resistencia,Nuevo
4084,1,1,2, ,80,13,0,2,2,Eléctrico de resistencia,Usado
4102,1,2,2, ,120,4,0,1,2,Eléctrico de resistencia,Nuevo
4102,1,3,2, ,120,4,0,2,3,Eléctrico de resistencia,Usado
4102,1,1,1, ,120,4,0,2,3,Eléctrico con aceite térmico,Usado
4106,1,1,4, ,60,4,0,1,20,De gas,Nuevo
4112,1,1,5,MINISPLIT ENCENDIDO APAGADO,7,3,0,1,3,Otro tipo de calefactor (especifica),Nuevo
4113,1,1,5,MINISPLT ENCENDIDO APAGADO,15,2,0,1,2,Otro tipo de calefactor (especifica),Nuevo
4123,1,1,2, ,15,2,0,1,1,Eléctrico de resistencia,Nuevo
4124,1,2,2, ,90,8,0,1,3,Eléctrico de resistencia,Nuevo
4124,1,1,2, ,90,12,0,1,5,Eléctrico de resistencia,Nuevo
4128,1,1,2, ,30,5,0,2,30,Eléctrico de resistencia,Usado
4132,1,1,2, ,15,7,0,1,2,Eléctrico de resistencia,Nuevo
4140,1,1,2, ,60,6,0,2,2,Eléctrico de resistencia,Usado
4142,1,1,2, ,30,2,0,1,1,Eléctrico de resistencia,Nuevo
4154,1,1,4, ,45,2,0,1,4,De gas,Nuevo
4162,1,1,4, ,60,2,0,1,6,De gas,Nuevo
4165,1,1,4, ,30,2,0,1,1,De gas,Nuevo
4165,1,2,2, ,60,7,0,1,1,Eléctrico de resistencia,Nuevo
4169,1,1,4, ,75,2,0,1,3,De gas,Nuevo
4182,1,1,5,MINISPLIT,50,5,0,1,7,Otro tipo de calefactor (especifica),Nuevo
4182,1,2,4, ,50,5,0,1,1,De gas,Nuevo
4186,1,1,5,MINISPLIT ENCENDIDO APAGADO,90,3,0,1,6,Otro tipo de calefactor (especifica),Nuevo
4186,1,2,5,MINISPLIT ENCENDIDO APAGADO,90,3,0,1,6,Otro tipo de calefactor (especifica),Nuevo
4188,1,1,4, ,90,5,0,1,1,De gas,Nuevo
4200,1,2,2, ,60,3,0,1,3,Eléctrico de resistencia,Nuevo
4200,1,1,4, ,60,3,0,1,5,De gas,Nuevo
4207,1,1,2, ,30,4,0,1,3,Eléctrico de resistencia,Nuevo
4209,1,1,2, ,60,10,0,1,1,Eléctrico de resistencia,Nuevo
4210,1,1,2, ,30,1,0,1,2,Eléctrico de resistencia,Nuevo
4220,1,1,4, ,60,3,0,1,5,De gas,Nuevo
4221,1,1,4, ,90,1,0,1,1,De gas,Nuevo
4222,1,1,2, ,30,5,0,1,1,Eléctrico de resistencia,Nuevo
4226,1,1,4, ,30,3,0,1,8,De gas,Nuevo
4235,1,1,4, ,20,4,0,1,5,De gas,Nuevo
4237,1,1,4, ,30,5,0,1,2,De gas,Nuevo
4238,1,1,4, ,60,0,20,1,4,De gas,Nuevo
4241,1,1,5,MINISPLIT INVERTER,60,4,0,1,5,Otro tipo de calefactor (especifica),Nuevo
4245,1,2,5,MINI SPLIT INVERTER,120,24,0,1,1,Otro tipo de calefactor (especifica),Nuevo
4245,1,1,5,MINI SPLIT INVERTER,120,24,0,1,5,Otro tipo de calefactor (especifica),Nuevo
4246,1,1,2, ,90,1,0,1,1,Eléctrico de resistencia,Nuevo
4247,1,1,1, ,60,12,0,1,2,Eléctrico con aceite térmico,Nuevo
4249,1,1,1, ,60,2,0,1,7,Eléctrico con aceite térmico,Nuevo
4249,1,2,4, ,60,2,0,1,10,De gas,Nuevo
4250,1,1,4, ,60,10,0,1,4,De gas,Nuevo
4253,1,1,4, ,50,3,0,1,1,De gas,Nuevo
4254,1,1,4, ,20,2,0,2,1,De gas,Usado
4256,1,1,4, ,4,5,0,1,11,De gas,Nuevo
4262,1,1,2, ,15,5,0,2,1,Eléctrico de resistencia,Usado
4264,1,1,4, ,69,2,30,2,99,De gas,Usado
4265,1,1,4, ,4,2,0,1,8,De gas,Nuevo
4273,1,1,4, ,60,4,0,1,2,De gas,Nuevo
4277,1,1,4, ,30,3,0,1,5,De gas,Nuevo
4280,1,1,5,CALENTADOR DE LE?A,30,2,0,1,4,Otro tipo de calefactor (especifica),Nuevo
4281,1,1,4, ,30,8,0,1,10,De gas,Nuevo
4284,1,1,4, ,90,2,0,2,3,De gas,Usado
4284,1,2,5,MINISPLIT,90,1,0,1,3,Otro tipo de calefactor (especifica),Nuevo
4286,1,1,4, ,30,7,0,1,2,De gas,Nuevo
4294,1,1,2, ,2,2,0,1,10,Eléctrico de resistencia,Nuevo
4337,1,1,2, ,30,0,30,1,10,Eléctrico de resistencia,Nuevo
4374,1,1,2, ,60,3,0,2,30,Eléctrico de resistencia,Usado
4390,1,1,2, ,60,1,0,1,3,Eléctrico de resistencia,Nuevo
4392,1,1,2, ,10,1,0,2,3,Eléctrico de resistencia,Usado
5510,1,1,2, ,60,1,0,1,99,Eléctrico de resistencia,Nuevo
5528,1,1,3, ,60,0,30,1,1,Eléctrico de torre,Nuevo
6212,1,2,5,DE LEÑA,90,1,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6212,1,1,4, ,90,1,0,1,6,De gas,Nuevo
6213,1,1,4, ,180,3,0,1,20,De gas,Nuevo
6213,1,2,5,DE DIESEL,180,4,0,1,45,Otro tipo de calefactor (especifica),Nuevo
6218,1,1,4, ,90,4,0,1,5,De gas,Nuevo
6220,1,2,4, ,120,3,0,2,10,De gas,Usado
6220,1,1,4, ,120,3,0,2,10,De gas,Usado
6225,1,1,5,CALENTON DE LE?A,150,12,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6226,1,1,2, ,60,1,0,1,5,Eléctrico de resistencia,Nuevo
6226,1,3,4, ,90,4,0,1,6,De gas,Nuevo
6226,1,2,4, ,7,1,0,1,6,De gas,Nuevo
6227,1,1,2, ,60,2,0,1,1,Eléctrico de resistencia,Nuevo
6228,1,1,4, ,80,1,0,1,1,De gas,Nuevo
6229,1,1,5,CALENTON DE LEÑA,150,10,0,1,9,Otro tipo de calefactor (especifica),Nuevo
6230,1,1,4, ,70,5,0,1,3,De gas,Nuevo
6231,1,1,5,CALENTON DE LEÑA,90,2,0,2,10,Otro tipo de calefactor (especifica),Usado
6232,1,1,4, ,30,2,0,1,2,De gas,Nuevo
6233,1,2,5,CALENTON DE LEÑA,150,7,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6233,1,1,4, ,120,3,0,1,6,De gas,Nuevo
6235,1,1,4, ,30,3,0,1,15,De gas,Nuevo
6235,1,2,4, ,60,5,0,1,4,De gas,Nuevo
6236,1,1,5,CALENTON DE LEÑA,60,12,0,2,2,Otro tipo de calefactor (especifica),Usado
6238,1,1,4, ,45,4,0,1,10,De gas,Nuevo
6239,1,1,2, ,45,2,0,1,3,Eléctrico de resistencia,Nuevo
6242,1,1,5,MINISPLIT,120,1,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6243,1,2,4, ,120,4,0,2,2,De gas,Usado
6243,1,1,2, ,60,3,0,1,2,Eléctrico de resistencia,Nuevo
6248,1,1,4, ,30,5,0,1,5,De gas,Nuevo
6250,1,1,4, ,90,3,0,1,15,De gas,Nuevo
6251,1,1,5,CALENTON DE LE?A,90,2,0,1,99,Otro tipo de calefactor (especifica),Nuevo
6252,1,1,4, ,90,2,0,1,16,De gas,Nuevo
6257,1,2,4, ,90,4,0,1,5,De gas,Nuevo
6257,1,1,4, ,90,4,0,1,5,De gas,Nuevo
6258,1,1,2, ,90,5,0,2,3,Eléctrico de resistencia,Usado
6259,1,1,4, ,60,6,0,2,2,De gas,Usado
6260,1,1,4, ,120,5,0,2,5,De gas,Usado
6263,1,1,4, ,90,8,0,1,10,De gas,Nuevo
6264,1,1,5,CALENTON DE LE?A,90,4,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6265,1,1,4, ,45,4,0,1,5,De gas,Nuevo
6266,1,1,4, ,60,4,0,1,4,De gas,Nuevo
6267,1,1,5,CALENTON DE LE?A,90,6,0,2,5,Otro tipo de calefactor (especifica),Usado
6268,1,1,5,CALENTON DE LE?A,20,5,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6269,1,1,5,CALENTON DE LE?A,30,4,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6270,1,2,4, ,60,6,0,1,7,De gas,Nuevo
6270,1,1,4, ,60,4,0,1,7,De gas,Nuevo
6272,1,1,4, ,90,8,0,1,5,De gas,Nuevo
6272,1,2,4, ,90,5,0,1,5,De gas,Nuevo
6273,1,1,5,CALDERAV DIESEL,120,12,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6274,1,1,5,CALEFACCION CENTRAL,105,24,0,1,8,Otro tipo de calefactor (especifica),Nuevo
6275,1,2,5,CALEFACCION CENTRAL,180,24,0,2,20,Otro tipo de calefactor (especifica),Usado
6275,1,1,5,CALEFACCION CENTRAL,150,24,0,2,20,Otro tipo de calefactor (especifica),Usado
6276,1,1,4, ,21,4,0,2,3,De gas,Usado
6277,1,1,5,CALENTON DE LEÑA,30,4,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6280,1,1,3, ,40,2,0,1,1,Eléctrico de torre,Nuevo
6280,1,2,4, ,50,3,0,1,1,De gas,Nuevo
6281,1,1,2, ,60,2,0,2,1,Eléctrico de resistencia,Usado
6282,1,1,5,ESTUFA DE LEÑA LA USA PARA CALENTARSE,60,5,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6283,1,1,2, ,60,0,15,1,5,Eléctrico de resistencia,Nuevo
6288,1,1,2, ,120,24,0,2,6,Eléctrico de resistencia,Usado
6291,1,1,2, ,2,10,0,1,5,Eléctrico de resistencia,Nuevo
6292,1,1,3, ,90,1,0,2,3,Eléctrico de torre,Usado
6293,1,1,1, ,8,0,30,1,5,Eléctrico con aceite térmico,Nuevo
6294,1,1,4, ,60,8,0,1,4,De gas,Nuevo
6299,1,1,4, ,90,1,0,1,13,De gas,Nuevo
6300,1,2,5,MINISPLET,120,5,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6300,1,1,4, ,120,24,0,1,10,De gas,Nuevo
6302,1,1,4, ,90,5,0,2,99,De gas,Usado
6303,1,1,4, ,2,5,0,2,30,De gas,Usado
6304,1,4,4, ,30,4,0,1,1,De gas,Nuevo
6304,1,3,4, ,120,8,0,1,5,De gas,Nuevo
6304,1,2,4, ,60,6,0,1,5,De gas,Nuevo
6304,1,1,1, ,60,3,0,1,5,Eléctrico con aceite térmico,Nuevo
6305,1,1,4, ,20,1,0,1,15,De gas,Nuevo
6306,1,1,5,CALEFACCION CENTRAL UTILIZA GAS Y ELECTRICIDAD,120,8,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6307,1,1,4, ,60,4,0,1,1,De gas,Nuevo
6308,1,1,4, ,60,3,0,1,15,De gas,Nuevo
6308,1,2,4, ,60,4,0,1,10,De gas,Nuevo
6311,1,1,4, ,90,8,0,1,4,De gas,Nuevo
6312,1,1,5,CALENTON DE LEÑA,30,2,0,2,10,Otro tipo de calefactor (especifica),Usado
6313,1,1,4, ,30,4,0,2,99,De gas,Usado
6314,1,2,4, ,90,3,0,1,2,De gas,Nuevo
6314,1,1,4, ,120,4,0,1,5,De gas,Nuevo
6315,1,1,5,CALENTON LEÑA,60,4,0,1,12,Otro tipo de calefactor (especifica),Nuevo
6316,1,1,4, ,60,2,0,2,25,De gas,Usado
6316,1,2,4, ,90,4,0,1,15,De gas,Nuevo
6316,1,3,4, ,90,3,0,1,5,De gas,Nuevo
6317,1,2,4, ,60,5,0,1,5,De gas,Nuevo
6317,1,1,4, ,60,5,0,1,12,De gas,Nuevo
6319,1,1,4, ,120,5,0,1,9,De gas,Nuevo
6320,1,1,4, ,60,6,0,1,4,De gas,Nuevo
6322,1,1,4, ,60,4,0,1,8,De gas,Nuevo
6323,1,1,5,DE ACEITE 0 CERAMICA,60,6,0,1,6,Otro tipo de calefactor (especifica),Nuevo
6324,1,1,4, ,90,2,0,1,5,De gas,Nuevo
6329,1,1,5,CALENTON DE LE?A,30,4,0,1,17,Otro tipo de calefactor (especifica),Nuevo
6333,1,1,4, ,120,14,0,1,2,De gas,Nuevo
6333,1,2,4, ,120,14,0,1,2,De gas,Nuevo
6335,1,1,4, ,90,2,0,1,9,De gas,Nuevo
6339,1,1,4, ,80,5,0,2,1,De gas,Usado
6340,1,2,4, ,120,4,0,2,15,De gas,Usado
6340,1,1,4, ,120,5,0,2,15,De gas,Usado
6346,1,1,4, ,100,2,0,1,5,De gas,Nuevo
6347,1,1,4, ,30,2,0,1,40,De gas,Nuevo
6348,1,1,4, ,90,8,0,1,10,De gas,Nuevo
6351,1,1,4, ,90,3,0,1,8,De gas,Nuevo
6352,1,1,2, ,120,9,0,1,10,Eléctrico de resistencia,Nuevo
6353,1,1,4, ,60,6,0,1,6,De gas,Nuevo
6353,1,2,4, ,90,4,0,1,10,De gas,Nuevo
6354,1,1,2, ,60,4,0,2,2,Eléctrico de resistencia,Usado
6355,1,1,5,CALENTON DE LE?A,50,4,0,2,3,Otro tipo de calefactor (especifica),Usado
6356,1,1,4, ,60,2,0,1,6,De gas,Nuevo
6357,1,1,4, ,60,4,0,2,8,De gas,Usado
6359,1,1,5,CALEFACCION CENTRAL,30,2,0,1,8,Otro tipo de calefactor (especifica),Nuevo
6361,1,1,4, ,60,4,0,1,10,De gas,Nuevo
6362,1,1,2, ,75,0,45,1,5,Eléctrico de resistencia,Nuevo
6363,1,1,4, ,60,2,0,1,4,De gas,Nuevo
6364,1,1,4, ,60,2,0,1,10,De gas,Nuevo
6365,1,1,4, ,60,4,0,1,3,De gas,Nuevo
6366,1,1,5,CENTRAL,8,2,0,1,15,Otro tipo de calefactor (especifica),Nuevo
6367,1,2,4, ,15,2,0,1,10,De gas,Nuevo
6367,1,1,4, ,30,3,0,1,15,De gas,Nuevo
6368,1,1,4, ,10,1,0,1,8,De gas,Nuevo
6368,1,2,4, ,15,0,20,1,8,De gas,Nuevo
6370,1,1,4, ,120,2,0,1,98,De gas,Nuevo
6370,1,2,4, ,120,5,0,1,6,De gas,Nuevo
6370,1,3,4, ,90,3,0,1,2,De gas,Nuevo
6370,1,4,4, ,90,2,0,1,3,De gas,Nuevo
6373,1,1,5,CALENTADOR DE LE?A,60,2,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6376,1,1,5,CALENTON DE LEÑA,150,12,0,2,25,Otro tipo de calefactor (especifica),Usado
6377,1,1,5,CALENTON DE LEÑA,12,3,0,1,6,Otro tipo de calefactor (especifica),Nuevo
6378,1,1,5,CALENTON DE LEÑA,30,3,0,2,99,Otro tipo de calefactor (especifica),Usado
6379,1,1,4, ,45,9,0,1,4,De gas,Nuevo
6382,1,1,5,CALENTON DE LE?A,20,5,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6383,1,1,4, ,30,4,0,1,3,De gas,Nuevo
6385,1,1,5,CALENTON DE LE?A,6,4,0,2,3,Otro tipo de calefactor (especifica),Usado
6390,1,1,5,CHIMENEA DE LE?A,1,5,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6391,1,1,5,CALENTON DE LEÑA,120,24,0,2,4,Otro tipo de calefactor (especifica),Usado
6392,1,1,4, ,60,3,0,1,5,De gas,Nuevo
6394,1,1,5,CALENTON DE LEÑA,60,5,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6395,1,1,4, ,2,3,0,1,2,De gas,Nuevo
6396,1,1,5,CALENTON DE LEÑA,90,4,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6397,1,1,4, ,90,12,0,2,12,De gas,Usado
6398,1,1,4, ,60,3,0,2,99,De gas,Usado
6399,1,1,5,CHIMENEA DE LEÑA,60,6,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6400,1,1,5,CALENTON DE LEÑA,60,3,0,1,4,Otro tipo de calefactor (especifica),Nuevo
6401,1,1,4, ,60,3,0,1,4,De gas,Nuevo
6402,1,1,2, ,90,6,30,2,3,Eléctrico de resistencia,Usado
6403,1,2,4, ,120,2,0,1,12,De gas,Nuevo
6403,1,1,4, ,120,4,0,1,3,De gas,Nuevo
6405,1,1,5,CALENTON DE LEÑA,90,3,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6407,1,1,4, ,90,4,0,1,10,De gas,Nuevo
6407,1,3,2, ,90,10,0,1,1,Eléctrico de resistencia,Nuevo
6407,1,2,4, ,90,2,0,1,10,De gas,Nuevo
6408,1,1,5,CALEFACCION CENTRAL DE GAS,120,5,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6410,1,1,4, ,60,3,0,1,99,De gas,Nuevo
6411,1,2,4, ,120,2,0,1,10,De gas,Nuevo
6411,1,1,4, ,120,2,0,1,3,De gas,Nuevo
6412,1,2,4, ,60,3,0,1,2,De gas,Nuevo
6412,1,1,4, ,90,3,0,1,5,De gas,Nuevo
6413,1,1,5,CALENTON DE LE?A,90,6,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6414,1,1,4, ,90,2,0,2,10,De gas,Usado
6414,1,2,4, ,90,3,0,1,5,De gas,Nuevo
6415,1,1,5,MINISPLIT,120,4,0,1,6,Otro tipo de calefactor (especifica),Nuevo
6418,1,1,5,CALENTON DE LEÑA,5,2,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6419,1,2,5,CENTRAL,75,2,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6419,1,1,5,CENTRAL,75,2,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6420,1,1,4, ,30,2,0,1,5,De gas,Nuevo
6422,1,1,4, ,90,4,0,1,8,De gas,Nuevo
6424,1,1,2, ,60,2,0,2,3,Eléctrico de resistencia,Usado
6431,1,1,4, ,60,2,0,1,10,De gas,Nuevo
6431,1,2,5,LEÑA DE LEÑA,60,1,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6432,1,3,4, ,90,5,0,1,10,De gas,Nuevo
6432,1,1,2, ,90,0,30,1,13,Eléctrico de resistencia,Nuevo
6432,1,2,1, ,90,6,0,1,10,Eléctrico con aceite térmico,Nuevo
6433,1,1,5,LEÑA LEÑA,120,4,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6434,1,1,3, ,30,2,0,1,1,Eléctrico de torre,Nuevo
6436,1,1,4, ,120,6,0,1,8,De gas,Nuevo
6436,1,2,4, ,190,6,0,1,8,De gas,Nuevo
6437,1,1,4, ,90,3,0,1,5,De gas,Nuevo
6437,1,2,4, ,90,3,0,1,5,De gas,Nuevo
6438,1,1,5,EQUIPO DE AIRE CENTRAL,120,1,0,1,15,Otro tipo de calefactor (especifica),Nuevo
6439,1,1,5,EQUIPO DE AIRE CENTRAL,90,1,0,1,10,Otro tipo de calefactor (especifica),Nuevo
6440,1,1,4, ,120,4,0,1,5,De gas,Nuevo
6440,1,2,4, ,120,5,0,1,5,De gas,Nuevo
6440,1,3,4, ,120,5,0,1,5,De gas,Nuevo
6442,1,1,5,EQUIPO CENTRAL,90,1,30,1,15,Otro tipo de calefactor (especifica),Nuevo
6444,1,1,5,CENTRAL DE 80000 BTU,75,8,0,1,12,Otro tipo de calefactor (especifica),Nuevo
6445,1,1,4, ,90,1,0,1,10,De gas,Nuevo
6445,1,2,4, ,90,2,0,1,10,De gas,Nuevo
6446,1,1,5,CALEFACCION SUBTERRANEA,30,2,0,1,2,Otro tipo de calefactor (especifica),Nuevo
6447,1,1,5,SISTEMA DE BAPOR QUE CORRE POR TUBERIAS POR EL PISO Y SALE POR RENDIJAS ESPECIALES,30,0,30,1,1,Otro tipo de calefactor (especifica),Nuevo
6448,1,1,4, ,90,4,0,1,15,De gas,Nuevo
6448,1,2,4, ,60,2,0,1,15,De gas,Nuevo
6451,1,1,4, ,90,4,0,1,1,De gas,Nuevo
6452,1,1,2, ,90,4,0,1,3,Eléctrico de resistencia,Nuevo
6452,1,2,4, ,90,3,0,1,9,De gas,Nuevo
6456,1,1,2, ,90,3,0,1,1,Eléctrico de resistencia,Nuevo
6458,1,2,5,MINI SPLIT,50,4,0,1,3,Otro tipo de calefactor (especifica),Nuevo
6458,1,1,4, ,80,3,0,1,5,De gas,Nuevo
6459,1,1,4, ,60,8,0,1,1,De gas,Nuevo
6459,1,2,4, ,60,8,0,2,6,De gas,Usado
6461,1,1,4, ,90,3,0,1,10,De gas,Nuevo
6462,1,2,5,CENTRAL,2,0,20,2,8,Otro tipo de calefactor (especifica),Usado
6462,1,1,4, ,45,0,45,1,4,De gas,Nuevo
6463,1,1,5,CALEFACCION CENTRAL,90,6,0,2,99,Otro tipo de calefactor (especifica),Usado
6464,1,1,4, ,60,4,0,1,3,De gas,Nuevo
6465,1,1,4, ,90,2,0,1,10,De gas,Nuevo
6466,1,1,4, ,30,4,0,1,3,De gas,Nuevo
6466,1,2,4, ,60,5,0,1,6,De gas,Nuevo
6467,1,1,4, ,60,2,0,1,1,De gas,Nuevo
6472,1,1,4, ,120,5,0,1,8,De gas,Nuevo
6472,1,2,1, ,90,0,30,1,1,Eléctrico con aceite térmico,Nuevo
6473,1,1,4, ,60,4,0,1,3,De gas,Nuevo
6474,1,1,4, ,75,10,0,1,5,De gas,Nuevo
6477,1,1,4, ,50,4,0,1,8,De gas,Nuevo
6477,1,2,3, ,50,6,0,2,3,Eléctrico de torre,Usado
6479,1,1,4, ,60,3,0,1,4,De gas,Nuevo
6480,1,1,4, ,60,7,0,1,2,De gas,Nuevo
6484,1,1,2, ,90,3,0,2,3,Eléctrico de resistencia,Usado
6487,1,1,5,CALENTON DE LEÑA,60,5,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6488,1,1,4, ,90,4,0,1,15,De gas,Nuevo
6493,1,1,5,DE LE?A,90,2,0,2,20,Otro tipo de calefactor (especifica),Usado
6494,1,1,4, ,3,0,30,1,5,De gas,Nuevo
6496,1,1,5,CALENTON DE LE?A,60,1,0,1,99,Otro tipo de calefactor (especifica),Nuevo
6497,1,2,4, ,115,1,30,1,2,De gas,Nuevo
6497,1,1,4, ,115,1,0,1,1,De gas,Nuevo
6502,1,1,5,CALENTON DE LEÑA,30,2,0,2,8,Otro tipo de calefactor (especifica),Usado
6503,1,1,5,USA UN CALENTON DE LEÑA HECHO A BASE DE RINES AUTOMOTRICES,90,5,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6504,1,1,5,CALENTON QUE USA COMO COMBUSTIBLE  LEÑA,120,12,0,1,30,Otro tipo de calefactor (especifica),Nuevo
6505,1,1,5,CALENTON DE LEÑA,30,4,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6510,1,1,1, ,120,8,0,2,2,Eléctrico con aceite térmico,Usado
6511,1,1,4, ,60,2,0,1,1,De gas,Nuevo
6512,1,1,4, ,60,3,0,1,2,De gas,Nuevo
6513,1,1,4, ,90,5,0,1,1,De gas,Nuevo
6514,1,1,2, ,60,9,0,1,1,Eléctrico de resistencia,Nuevo
6515,1,1,4, ,30,4,0,2,1,De gas,Usado
6516,1,1,4, ,90,4,0,2,5,De gas,Usado
6517,1,1,4, ,60,2,0,1,4,De gas,Nuevo
6524,1,1,4, ,120,8,0,1,5,De gas,Nuevo
6525,1,1,4, ,120,3,0,2,2,De gas,Usado
6526,1,1,4, ,90,6,0,1,6,De gas,Nuevo
6527,1,1,1, ,90,6,0,1,5,Eléctrico con aceite térmico,Nuevo
6528,1,2,2, ,90,6,0,1,5,Eléctrico de resistencia,Nuevo
6528,1,1,2, ,90,2,0,1,5,Eléctrico de resistencia,Nuevo
6529,1,1,5,CALENTON DE LE?A,120,6,0,1,6,Otro tipo de calefactor (especifica),Nuevo
6530,1,1,5,CALENTON DE LE?A,90,2,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6531,1,1,1, ,90,24,0,1,6,Eléctrico con aceite térmico,Nuevo
6531,1,2,4, ,90,4,0,1,2,De gas,Nuevo
6532,1,1,5,CENTRAL,120,12,0,2,3,Otro tipo de calefactor (especifica),Usado
6534,1,1,4, ,120,3,0,2,15,De gas,Usado
6536,1,1,5,CALEFACCION CENTRAL FUNCIONA A GAS Y ELECTRICIDAD,90,8,0,2,1,Otro tipo de calefactor (especifica),Usado
6538,1,1,5,CALEFACCION CENTRAL,12,1,0,1,5,Otro tipo de calefactor (especifica),Nuevo
6540,1,1,4, ,90,24,0,1,67,De gas,Nuevo
6540,1,2,4, ,90,1,0,2,8,De gas,Usado
6541,1,1,4, ,150,5,0,1,10,De gas,Nuevo
6542,1,1,5,PAQUETE DE EQUIPO CENTRAL,180,1,30,1,4,Otro tipo de calefactor (especifica),Nuevo
6543,1,3,5,EQUIPO DE CALEFACION CENTRAL,12,0,40,2,2,Otro tipo de calefactor (especifica),Usado
6543,1,1,2, ,20,0,30,1,8,Eléctrico de resistencia,Nuevo
6543,1,2,4, ,45,1,30,1,12,De gas,Nuevo
6544,1,2,3, ,110,5,0,1,1,Eléctrico de torre,Nuevo
6544,1,1,4, ,110,8,0,1,6,De gas,Nuevo
6545,1,1,1, ,120,4,0,1,2,Eléctrico con aceite térmico,Nuevo
6545,1,2,2, ,120,3,0,2,3,Eléctrico de resistencia,Usado
6545,1,3,3, ,12,2,0,1,2,Eléctrico de torre,Nuevo
6546,1,1,5,CALENTON DE LE?A,90,9,0,1,1,Otro tipo de calefactor (especifica),Nuevo
6547,1,1,4, ,60,6,0,1,1,De gas,Nuevo
6548,1,1,4, ,60,3,0,1,1,De gas,Nuevo
6548,1,2,4, ,60,4,0,1,1,De gas,Nuevo
6549,1,1,4, ,90,4,0,1,15,De gas,Nuevo
6554,1,1,2, ,120,2,0,2,4,Eléctrico de resistencia,Usado
6554,1,2,3, ,10,3,0,1,1,Eléctrico de torre,Nuevo
