folio,foliohog,id_calefac,calef_tipo,calef_otro,calef_dia,calef_hor,calef_min,calef_adqu,calef_anio,calef_tipo_desc,calef_adqu_desc
26346,1,1,2, ,10,2,0,1,6,Eléctrico de resistencia,Nuevo
26367,1,1,1, ,30,0,30,1,1,Eléctrico con aceite térmico,Nuevo
26369,1,1,1, ,15,5,0,1,1,Eléctrico con aceite térmico,Nuevo
26380,1,1,3, ,40,5,0,1,4,Eléctrico de torre,Nuevo
26393,1,1,2, ,3,6,0,1,2,Eléctrico de resistencia,Nuevo
26407,1,1,3, ,10,5,0,1,7,Eléctrico de torre,Nuevo
26986,1,1,2, ,10,1,0,2,5,Eléctrico de resistencia,Usado
27199,1,1,9, ,30,6,0,1,3,No sabe,Nuevo
28048,1,1,3, ,6,2,0,1,7,Eléctrico de torre,Nuevo
28052,1,1,2, ,6,0,40,1,19,Eléctrico de resistencia,Nuevo
28078,1,1,2, ,15,3,0,1,5,Eléctrico de resistencia,Nuevo
28084,1,1,2, ,8,12,0,1,1,Eléctrico de resistencia,Nuevo
28095,1,1,2, ,5,3,0,1,3,Eléctrico de resistencia,Nuevo
28110,1,1,2, ,60,8,0,1,2,Eléctrico de resistencia,Nuevo
28111,1,1,4, ,60,3,0,1,15,De gas,Nuevo
28121,1,1,3, ,10,2,0,2,1,Eléctrico de torre,Usado
28123,1,1,2, ,4,2,0,1,99,Eléctrico de resistencia,Nuevo
28125,1,1,2, ,20,1,0,1,1,Eléctrico de resistencia,Nuevo
28134,1,1,3, ,1,3,0,2,99,Eléctrico de torre,Usado
28148,1,1,2, ,30,2,0,2,3,Eléctrico de resistencia,Usado
28153,1,1,3, ,30,1,0,1,1,Eléctrico de torre,Nuevo
28156,1,1,1, ,6,4,0,1,10,Eléctrico con aceite térmico,Nuevo
28157,1,1,4, ,2,20,0,1,6,De gas,Nuevo
28165,1,1,4, ,10,2,0,1,10,De gas,Nuevo
28172,1,1,4, ,60,3,0,1,3,De gas,Nuevo
28172,1,2,4, ,60,3,0,1,3,De gas,Nuevo
28173,1,1,4, ,45,3,0,1,30,De gas,Nuevo
28174,1,1,1, ,20,5,0,2,5,Eléctrico con aceite térmico,Usado
28179,1,1,2, ,5,2,0,1,1,Eléctrico de resistencia,Nuevo
28188,1,1,1, ,15,1,0,1,12,Eléctrico con aceite térmico,Nuevo
28190,1,1,2, ,30,1,0,1,4,Eléctrico de resistencia,Nuevo
28198,1,1,3, ,60,2,0,1,1,Eléctrico de torre,Nuevo
28200,1,1,4, ,999,1,0,1,4,De gas,Nuevo
28233,1,1,2, ,60,3,0,2,99,Eléctrico de resistencia,Usado
28236,1,1,1, ,10,4,0,1,15,Eléctrico con aceite térmico,Nuevo
28238,1,1,2, ,15,2,0,2,5,Eléctrico de resistencia,Usado
28243,1,1,4, ,60,0,30,1,2,De gas,Nuevo
28245,1,1,3, ,60,2,0,1,4,Eléctrico de torre,Nuevo
28246,1,1,3, ,6,1,0,1,5,Eléctrico de torre,Nuevo
28259,1,1,1, ,6,4,0,1,2,Eléctrico con aceite térmico,Nuevo
28311,1,1,2, ,90,0,30,2,2,Eléctrico de resistencia,Usado
28318,1,1,2, ,60,2,0,2,10,Eléctrico de resistencia,Usado
28326,1,1,2, ,20,6,0,1,3,Eléctrico de resistencia,Nuevo
28348,1,1,2, ,40,3,0,2,3,Eléctrico de resistencia,Usado
28357,1,1,3, ,15,3,0,1,1,Eléctrico de torre,Nuevo
28362,1,1,1, ,3,1,0,1,1,Eléctrico con aceite térmico,Nuevo
28368,1,1,1, ,1,6,0,1,1,Eléctrico con aceite térmico,Nuevo
28378,1,1,1, ,20,2,0,1,5,Eléctrico con aceite térmico,Nuevo
28410,1,1,2, ,30,4,0,1,1,Eléctrico de resistencia,Nuevo
28414,1,1,4, ,60,3,0,1,9,De gas,Nuevo
28427,1,1,3, ,7,0,20,2,8,Eléctrico de torre,Usado
28433,1,1,2, ,60,2,30,1,2,Eléctrico de resistencia,Nuevo
28434,1,1,2, ,30,2,0,1,3,Eléctrico de resistencia,Nuevo
28457,1,1,2, ,7,0,30,1,2,Eléctrico de resistencia,Nuevo
28480,1,1,2, ,4,6,0,1,7,Eléctrico de resistencia,Nuevo
28514,1,3,2, ,30,1,0,1,7,Eléctrico de resistencia,Nuevo
28514,1,2,3, ,30,2,0,1,6,Eléctrico de torre,Nuevo
28514,1,1,2, ,30,2,0,1,1,Eléctrico de resistencia,Nuevo
28541,1,2,3, ,30,2,0,1,1,Eléctrico de torre,Nuevo
28541,1,1,1, ,30,1,30,1,4,Eléctrico con aceite térmico,Nuevo
28542,1,1,2, ,60,2,0,2,10,Eléctrico de resistencia,Usado
28558,1,1,1, ,120,1,30,2,15,Eléctrico con aceite térmico,Usado
28570,1,1,1, ,5,2,0,1,14,Eléctrico con aceite térmico,Nuevo
28599,1,1,2, ,1,12,0,1,1,Eléctrico de resistencia,Nuevo
28606,1,1,1, ,15,2,0,2,4,Eléctrico con aceite térmico,Usado
28608,1,1,2, ,10,3,0,1,15,Eléctrico de resistencia,Nuevo
28610,1,1,2, ,30,0,15,2,10,Eléctrico de resistencia,Usado
28616,1,1,4, ,100,2,0,1,4,De gas,Nuevo
28630,1,1,3, ,30,6,0,1,1,Eléctrico de torre,Nuevo
28677,1,1,2, ,2,2,0,2,99,Eléctrico de resistencia,Usado
28715,1,1,2, ,999,2,0,1,2,Eléctrico de resistencia,Nuevo
28738,1,1,1, ,60,0,20,1,8,Eléctrico con aceite térmico,Nuevo
28777,1,1,1, ,2,5,0,2,3,Eléctrico con aceite térmico,Usado
28803,1,1,2, ,2,10,0,1,2,Eléctrico de resistencia,Nuevo
28808,1,1,2, ,15,8,0,2,99,Eléctrico de resistencia,Usado
28830,1,1,2, ,15,8,0,2,99,Eléctrico de resistencia,Usado
28850,1,1,1, ,10,1,0,1,7,Eléctrico con aceite térmico,Nuevo
28870,1,1,1, ,1,1,0,2,6,Eléctrico con aceite térmico,Usado
28901,1,1,2, ,7,4,0,1,10,Eléctrico de resistencia,Nuevo
