aire_tipo,aire_capa,aire_dia,aire_hor,aire_anio,aire_ene,aire_feb,aire_mar,aire_abr,aire_may,aire_jun,aire_jul,aire_ago,aire_sep,aire_oct,aire_nov,aire_dic
6,1,360,2,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
6,9,210,1,2,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
2,1,300,8,3,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
2,9,300,6,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
2,1,150,3,3,0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,365,5,2,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
4,9,100,3,5,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3,120,4,2,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,365,15,8,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
2,9,180,6,6,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,336,5,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
2,1,90,5,6,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
2,9,360,8,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
5,1,365,9,2,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
6,1,30,2,1,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,120,3,2,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,100,2,4,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9,204,6,3,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
5,3,365,8,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
2,9,365,5,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
5,1,365,8,3,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
5,1,365,8,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
6,3,365,6,1,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
5,9,150,2,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
2,1,75,2,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
2,1,75,2,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,15,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,15,15,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,8,1,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,2,15,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,4,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,3,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,6,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,150,6,5,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,120,8,6,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
5,3,180,2,3,1.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,10.0,11.0,12.0
3,9,150,7,5,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,150,2,3,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,60,7,2,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,6,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,30,4,6,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,30,3,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
3,9,150,7,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,80,2,20,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,80,2,20,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,180,12,1,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
3,9,180,12,3,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,24,8,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,8,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,180,24,20,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,210,6,20,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
4,9,90,3,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,60,3,12,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
2,9,90,2,7,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,180,6,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
4,1,90,4,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,2,90,4,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,24,15,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
1,9,150,7,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
2,3,90,1,99,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,60,2,4,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,90,5,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
6,9,120,16,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
6,9,120,5,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,2,45,4,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
3,9,90,15,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
3,9,150,10,10,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,2,60,2,15,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,120,5,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,5,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,120,4,99,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,120,4,20,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,120,5,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,60,8,25,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,150,5,8,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,3,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,3,20,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,10,3,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
4,9,90,7,7,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,60,4,3,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,90,10,3,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,9,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,1,90,5,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,3,90,8,7,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,3,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
1,9,90,12,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,90,3,12,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,60,2,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,180,8,15,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
6,9,120,5,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,7,20,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,10,20,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,8,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,150,3,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,3,90,2,8,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
3,9,60,1,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,90,1,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,3,20,1,8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
4,2,30,5,20,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,120,5,15,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,4,90,5,98,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,2,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,2,120,2,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,4,3,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,60,5,99,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,100,6,15,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,120,8,8,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
1,9,90,4,2,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,120,12,11,0.0,0.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,120,4,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,5,20,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,8,15,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,5,3,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
9,9,120,6,10,0.0,0.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,1,150,8,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,150,8,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,2,90,3,6,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
5,1,150,10,1,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,180,4,99,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,7,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,5,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,8,7,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,150,8,6,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
5,5,180,6,6,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,1,120,4,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,1,120,5,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,2,90,12,99,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
1,9,90,1,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,120,8,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,90,12,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,2,120,1,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,90,3,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,1,150,7,17,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,60,3,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,20,2,10,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,180,10,8,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,180,10,8,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,60,2,15,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
3,9,150,0,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,1,150,5,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,3,90,2,3,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,120,4,8,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,8,12,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,2,15,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,4,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,210,8,99,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
3,9,30,2,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,90,12,30,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,180,4,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
4,9,120,2,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,1,120,5,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
6,9,180,2,3,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,150,8,3,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,3,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,2,4,0.0,0.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,140,4,99,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
3,9,150,8,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,150,4,12,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,90,12,12,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,120,3,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,15,8,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,5,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,8,99,0.0,0.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,15,1,8,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,1,7,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
4,3,3,2,6,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
2,9,30,2,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
9,9,120,2,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,180,8,1,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
5,9,210,12,4,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
2,9,150,2,1,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,4,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,60,4,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,1,30,24,1,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,4,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,90,3,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,120,15,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,16,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,180,5,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
4,9,150,13,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,150,5,1,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
2,9,150,8,6,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
3,9,90,18,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,100,12,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,150,3,4,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,2,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,15,1,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
3,9,120,4,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,3,240,24,8,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,0.0
4,9,180,12,13,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,6,180,1,4,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,90,1,2,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,8,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
1,9,90,5,2,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,12,8,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,8,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,90,4,2,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,24,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,180,18,7,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,30,2,5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,150,6,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
2,9,120,24,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,6,20,2,6,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,50,3,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,2,120,4,14,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,90,4,4,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,150,5,5,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,8,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,8,6,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,100,3,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,90,8,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,150,24,99,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,180,12,24,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
2,9,90,7,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,165,15,99,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,135,24,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,150,12,1,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,120,12,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,3,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,100,7,5,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
4,9,150,1,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
4,1,120,12,3,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,60,6,8,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,1,150,18,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
3,9,90,3,6,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,30,3,99,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,120,12,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,12,5,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,90,8,9,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,120,6,2,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,6,200,4,10,0.0,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
3,1,150,10,2,0.0,0.0,0.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0
3,9,120,6,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
3,9,120,3,10,0.0,0.0,0.0,0.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
2,9,90,4,10,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,60,3,4,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,30,3,1,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
4,9,90,12,5,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
4,9,120,8,3,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0
