folio,foliohog,id_pobla,edad,nacio_dia,nacio_mes,sexo,parentesco,asiste_esc,tipo_esc,turno_esc,no_asiste,grado_inst,nivel_inst,alfabetism,edo_conyug,nivel_inst_desc,edo_conyug_desc,sexo_desc,parentesco_desc
70,1,4,7,18,10,1,4,1,2,1,0,1,2,1,0,Primaria,No aplica,Hombre,Nieta(o)
70,1,5,0,20,5,2,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
71,1,1,71,27,4,1,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Hombre,Jefe(a)
71,1,2,38,12,9,2,3,2,0,0,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
72,1,1,59,12,12,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
72,1,2,23,18,5,1,9,2,0,0,8,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Sin parentesco
72,1,3,20,13,10,1,4,2,0,0,7,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Nieta(o)
72,1,4,20,9,5,2,4,2,0,0,8,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Nieta(o)
72,1,5,3,28,12,1,8,2,0,0,6,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Otro
73,1,1,67,2,11,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
73,1,2,62,26,8,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
73,1,3,37,18,3,2,3,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
73,1,4,23,13,6,2,3,2,0,0,9,3,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
74,1,1,66,2,6,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
74,1,2,55,19,11,2,2,2,0,0,0,3,5,1,6,Normal básica,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
74,1,3,23,22,11,1,3,2,0,0,8,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
75,1,1,22,7,10,1,1,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
75,1,2,21,14,7,2,2,2,0,0,7,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
75,1,3,0,2,12,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
76,1,1,63,17,12,1,1,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
76,1,2,61,29,7,2,2,2,0,0,0,3,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
76,1,3,8,3,10,2,4,1,1,1,0,2,2,1,0,Primaria,No aplica,Mujer,Nieta(o)
77,1,1,53,14,3,1,1,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Jefe(a)
77,1,2,23,14,7,1,9,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Sin parentesco
77,1,3,19,2,11,1,9,2,0,0,7,3,3,1,5,Secundaria,Está soltera(o),Hombre,Sin parentesco
78,1,1,29,2,12,1,1,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Jefe(a)
78,1,2,21,23,11,1,8,1,1,1,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Otro
79,1,1,36,26,10,1,1,2,0,0,0,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Jefe(a)
79,1,2,53,19,2,2,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
80,1,1,54,13,10,2,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
80,1,2,81,23,10,1,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
80,1,3,21,11,3,1,3,1,1,1,0,2,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
81,1,1,43,6,4,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
81,1,2,47,2,12,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
81,1,3,17,14,7,2,3,1,2,1,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
81,1,4,15,6,4,1,3,1,2,1,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
82,1,1,30,17,9,1,1,2,0,0,9,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
82,1,2,30,19,4,2,2,2,0,0,9,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
83,1,1,76,29,11,1,1,2,0,0,0,2,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
83,1,2,77,26,1,2,2,2,0,0,0,3,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
83,1,3,47,24,4,1,3,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Hija(o)
83,1,4,47,9,11,2,5,2,0,0,0,4,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Mujer,Nuera o yerno
84,1,1,23,16,10,1,1,2,0,0,7,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
84,1,2,24,15,3,2,2,2,0,0,7,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
85,1,1,68,12,5,2,1,2,0,0,0,2,2,2,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
85,1,2,70,4,7,1,2,2,0,0,0,0,0,2,6,Ninguno / No aplica,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
85,1,3,42,3,6,2,5,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Mujer,Nuera o yerno
85,1,4,22,8,4,1,4,2,0,0,8,3,3,1,5,Secundaria,Está soltera(o),Hombre,Nieta(o)
86,1,1,65,11,2,1,1,2,0,0,0,1,11,1,2,Maestría,Está separada(o),Hombre,Jefe(a)
87,1,1,37,25,5,1,1,2,0,0,0,4,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Jefe(a)
87,1,2,25,28,5,2,2,2,0,0,7,1,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
88,1,1,44,1,12,2,1,2,0,0,0,6,2,1,2,Primaria,Está separada(o),Mujer,Jefe(a)
88,1,2,22,26,1,1,5,2,0,0,1,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Nuera o yerno
88,1,3,18,8,6,2,3,2,0,0,1,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Mujer,Hija(o)
88,1,4,3,9,9,2,4,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
89,1,1,77,21,2,2,1,2,0,0,0,4,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
89,1,2,77,2,2,1,2,2,0,0,0,3,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
89,1,3,37,12,4,2,3,2,0,0,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
89,1,4,35,22,12,1,3,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Hija(o)
89,1,5,30,7,4,2,5,2,0,0,9,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Nuera o yerno
89,1,6,10,31,1,1,4,1,2,1,0,3,2,1,0,Primaria,No aplica,Hombre,Nieta(o)
89,1,7,8,28,12,2,4,1,2,1,0,2,2,1,0,Primaria,No aplica,Mujer,Nieta(o)
89,1,8,4,15,7,2,4,1,1,1,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Nieta(o)
90,1,1,39,14,10,2,1,2,0,0,0,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Jefe(a)
91,1,1,30,13,6,2,1,2,0,0,9,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
91,1,2,38,19,1,1,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
91,1,3,5,7,11,2,3,2,0,0,11,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
91,1,4,0,1,2,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
92,1,1,82,24,5,2,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Mujer,Jefe(a)
93,1,1,37,15,8,1,1,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
93,1,2,37,24,11,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
93,1,3,12,10,4,2,3,1,2,1,0,5,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
93,1,4,7,3,3,2,3,1,2,1,0,1,2,1,0,Primaria,No aplica,Mujer,Hija(o)
93,1,5,3,9,7,2,3,2,0,0,6,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
93,1,6,0,7,10,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
94,1,1,82,10,8,1,1,2,0,0,0,3,6,1,5,Estudios técnicos o comerciales con primaria terminada,Está soltera(o),Hombre,Jefe(a)
95,1,1,50,12,10,1,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
95,1,2,45,2,11,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
95,1,3,17,27,11,1,3,1,1,2,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
95,1,4,15,30,3,2,3,1,1,1,0,2,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
96,1,1,60,20,11,2,1,2,0,0,0,3,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
96,1,2,69,6,1,1,2,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
96,1,3,27,30,6,2,3,2,0,0,9,2,11,1,5,Maestría,Está soltera(o),Mujer,Hija(o)
96,1,4,23,2,3,1,3,1,2,4,0,1,11,1,5,Maestría,Está soltera(o),Hombre,Hija(o)
96,1,5,48,27,9,2,8,2,0,0,0,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Otro
96,1,6,60,18,5,1,8,2,0,0,0,3,12,1,3,Doctorado,Está divorciada(o),Hombre,Otro
97,1,1,85,8,7,2,1,2,0,0,0,3,5,1,4,Normal básica,Está viuda(o),Mujer,Jefe(a)
97,1,2,58,7,3,2,3,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
97,1,3,47,15,2,1,3,1,2,4,0,3,12,1,5,Doctorado,Está soltera(o),Hombre,Hija(o)
98,1,1,26,23,8,1,1,2,0,0,9,4,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Jefe(a)
98,1,2,23,22,9,2,2,2,0,0,2,2,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
98,1,3,3,21,9,1,3,2,0,0,11,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
98,1,4,1,8,11,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
99,1,1,41,1,5,2,1,2,0,0,0,5,10,1,3,Licenciatura o profesional,Está divorciada(o),Mujer,Jefe(a)
99,1,2,11,2,8,2,3,1,2,1,0,5,2,1,0,Primaria,No aplica,Mujer,Hija(o)
99,1,3,8,24,9,1,3,1,2,1,0,2,2,1,0,Primaria,No aplica,Hombre,Hija(o)
100,1,1,77,14,11,1,1,2,0,0,0,3,8,1,6,Estudios técnicos o comerciales con preparatoria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
100,1,2,66,29,8,2,2,2,0,0,0,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Esposa(o) compañera(o)
100,1,3,47,25,7,1,3,2,0,0,0,5,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
101,1,1,64,21,8,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
101,1,2,55,2,12,2,2,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
101,1,3,27,23,11,2,3,2,0,0,9,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
101,1,4,25,31,10,2,3,2,0,0,9,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
102,1,1,61,9,6,1,1,2,0,0,0,2,11,2,6,Maestría,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
102,1,2,57,20,8,2,2,2,0,0,0,5,10,2,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
103,1,1,49,27,7,2,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Mujer,Jefe(a)
103,1,2,25,1,11,1,3,2,0,0,8,3,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Hombre,Hija(o)
103,1,3,21,3,11,2,3,2,0,0,8,3,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
103,1,4,15,6,6,2,3,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Mujer,Hija(o)
103,1,5,24,2,4,2,5,2,0,0,8,1,4,1,1,Preparatoria o bachillerato,Vive con su pareja o en unión libre,Mujer,Nuera o yerno
103,1,6,2,18,6,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
104,1,1,83,19,5,2,1,2,0,0,0,0,0,1,4,Ninguno / No aplica,Está viuda(o),Mujer,Jefe(a)
105,1,1,45,14,7,1,1,1,2,4,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
105,1,2,42,21,10,2,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
105,1,3,23,22,10,2,3,2,0,0,9,4,10,1,2,Licenciatura o profesional,Está separada(o),Mujer,Hija(o)
105,1,4,2,18,5,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
106,1,1,28,17,12,2,1,2,0,0,9,3,10,1,2,Licenciatura o profesional,Está separada(o),Mujer,Jefe(a)
106,1,2,1,1,10,2,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Mujer,Hija(o)
107,1,1,42,21,1,1,1,2,0,0,0,3,8,1,6,Estudios técnicos o comerciales con preparatoria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
107,1,2,39,6,10,2,2,2,0,0,0,2,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
107,1,3,18,26,11,1,3,1,1,4,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
107,1,4,11,7,2,1,3,1,1,1,0,4,2,1,0,Primaria,No aplica,Hombre,Hija(o)
107,1,5,5,22,4,2,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
108,1,1,64,31,12,1,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Hombre,Jefe(a)
108,1,2,37,18,11,2,3,2,0,0,0,3,4,1,3,Preparatoria o bachillerato,Está divorciada(o),Mujer,Hija(o)
108,1,3,42,29,9,2,3,2,0,0,0,5,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
108,1,4,14,3,4,2,4,1,1,1,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Nieta(o)
109,1,1,68,29,8,2,1,2,0,0,0,3,6,1,5,Estudios técnicos o comerciales con primaria terminada,Está soltera(o),Mujer,Jefe(a)
109,1,2,59,23,8,2,8,2,0,0,0,3,7,1,5,Estudios técnicos o comerciales con secundaria terminada,Está soltera(o),Mujer,Otro
110,1,1,42,3,12,2,1,2,0,0,0,1,4,1,4,Preparatoria o bachillerato,Está viuda(o),Mujer,Jefe(a)
110,1,2,20,24,5,1,3,1,1,1,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
110,1,3,18,1,6,2,3,2,0,0,7,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
111,1,1,60,19,4,1,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Hombre,Jefe(a)
111,1,2,17,25,7,1,3,1,2,1,0,2,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
112,1,1,48,13,1,2,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
112,1,2,49,29,10,1,2,2,0,0,0,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
113,1,1,73,28,4,1,1,2,0,0,0,3,6,1,6,Estudios técnicos o comerciales con primaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
113,1,2,67,7,10,2,2,2,0,0,0,5,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
113,1,3,42,21,6,1,3,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Hombre,Hija(o)
113,1,4,21,16,7,1,3,1,1,1,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Hija(o)
114,1,1,30,27,10,2,1,2,0,0,9,5,10,1,3,Licenciatura o profesional,Está divorciada(o),Mujer,Jefe(a)
114,1,2,5,4,12,2,3,1,1,1,0,2,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
115,1,1,44,30,11,2,1,2,0,0,0,3,3,1,2,Secundaria,Está separada(o),Mujer,Jefe(a)
115,1,2,20,12,4,2,3,1,1,1,0,2,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
115,1,3,18,26,7,2,3,1,1,1,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
115,1,4,7,8,12,2,3,1,1,1,0,1,2,1,0,Primaria,No aplica,Mujer,Hija(o)
116,1,1,29,30,10,2,1,2,0,0,8,3,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Jefe(a)
116,1,2,33,13,7,1,2,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
116,1,3,44,12,3,1,8,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Otro
116,1,4,9,12,1,2,3,1,1,1,0,3,2,1,0,Primaria,No aplica,Mujer,Hija(o)
116,1,5,5,30,8,1,3,1,1,1,0,2,1,0,0,Preescolar,No aplica,Hombre,Hija(o)
117,1,1,42,12,8,1,1,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
117,1,2,35,23,4,2,2,2,0,0,0,4,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
118,1,1,26,17,11,1,1,2,0,0,8,3,4,1,6,Preparatoria o bachillerato,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
118,1,2,23,11,3,2,2,2,0,0,8,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
118,1,3,7,5,10,1,3,1,1,1,0,1,2,1,0,Primaria,No aplica,Hombre,Hija(o)
118,1,4,2,11,12,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
119,1,1,30,19,9,1,1,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Jefe(a)
119,1,2,21,1,11,2,2,2,0,0,8,6,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Esposa(o) compañera(o)
119,1,3,5,10,4,2,3,1,1,1,0,1,1,0,0,Preescolar,No aplica,Mujer,Hija(o)
119,1,4,3,22,9,1,3,2,0,0,6,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
119,1,5,1,3,7,1,3,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Hija(o)
120,1,1,51,22,8,2,1,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Mujer,Jefe(a)
120,1,2,41,6,3,1,2,2,0,0,0,3,3,1,6,Secundaria,Está casada(o) civil y/o religiosamente,Hombre,Esposa(o) compañera(o)
120,1,3,21,18,8,1,3,2,0,0,8,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Hija(o)
120,1,4,19,7,4,1,3,2,0,0,4,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
120,1,5,16,10,9,2,5,2,0,0,8,0,0,1,1,Ninguno / No aplica,Vive con su pareja o en unión libre,Mujer,Nuera o yerno
120,1,6,15,28,11,1,3,1,1,1,0,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
121,1,1,68,31,5,2,1,2,0,0,0,3,3,1,4,Secundaria,Está viuda(o),Mujer,Jefe(a)
121,1,2,55,5,5,1,8,2,0,0,0,6,2,1,5,Primaria,Está soltera(o),Hombre,Otro
121,1,3,17,15,11,1,4,2,0,0,8,1,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Nieta(o)
122,1,1,25,27,12,2,1,2,0,0,9,3,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Mujer,Jefe(a)
122,1,2,28,21,1,1,2,2,0,0,9,3,10,1,1,Licenciatura o profesional,Vive con su pareja o en unión libre,Hombre,Esposa(o) compañera(o)
123,1,1,67,27,3,1,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Hombre,Jefe(a)
123,1,2,49,24,1,2,3,2,0,0,0,3,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
123,1,3,46,25,6,2,3,2,0,0,0,6,2,1,5,Primaria,Está soltera(o),Mujer,Hija(o)
123,1,4,44,29,12,2,3,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Hija(o)
123,1,5,43,13,11,1,5,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Nuera o yerno
123,1,6,38,8,4,2,3,2,0,0,0,4,2,1,1,Primaria,Vive con su pareja o en unión libre,Mujer,Hija(o)
123,1,7,33,16,2,1,5,2,0,0,0,3,3,1,1,Secundaria,Vive con su pareja o en unión libre,Hombre,Nuera o yerno
123,1,8,22,26,3,2,4,2,0,0,9,4,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Nieta(o)
123,1,9,19,22,7,2,4,1,1,1,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Nieta(o)
123,1,10,10,12,3,1,4,1,1,1,0,3,2,1,0,Primaria,No aplica,Hombre,Nieta(o)
123,1,11,6,11,6,2,4,1,1,1,0,1,1,1,0,Preescolar,No aplica,Mujer,Nieta(o)
124,1,1,61,7,10,2,1,2,0,0,0,4,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
124,1,2,24,7,8,2,3,2,0,0,7,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
124,1,3,22,29,6,2,3,1,2,4,0,1,10,1,5,Licenciatura o profesional,Está soltera(o),Mujer,Hija(o)
125,1,1,52,12,3,1,1,2,0,0,0,5,10,1,6,Licenciatura o profesional,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
125,1,2,51,13,10,2,2,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
125,1,3,20,29,1,1,3,1,1,1,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
125,1,4,15,4,4,1,3,1,1,1,0,3,3,1,5,Secundaria,Está soltera(o),Hombre,Hija(o)
125,1,5,11,6,9,1,3,1,1,1,0,5,2,1,0,Primaria,No aplica,Hombre,Hija(o)
125,1,6,10,16,10,1,3,1,1,1,0,4,2,1,0,Primaria,No aplica,Hombre,Hija(o)
126,1,1,51,6,9,1,1,2,0,0,0,4,10,1,5,Licenciatura o profesional,Está soltera(o),Hombre,Jefe(a)
126,1,2,32,22,9,1,9,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Sin parentesco
127,1,1,67,11,6,2,1,2,0,0,0,6,2,1,4,Primaria,Está viuda(o),Mujer,Jefe(a)
127,1,2,47,17,12,2,3,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Hija(o)
127,1,3,23,27,5,2,4,1,2,4,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Mujer,Nieta(o)
127,1,4,13,5,8,2,4,1,1,2,0,1,3,1,5,Secundaria,Está soltera(o),Mujer,Nieta(o)
127,1,5,9,14,8,2,4,1,1,2,0,3,2,1,0,Primaria,No aplica,Mujer,Nieta(o)
128,1,1,57,31,12,2,1,2,0,0,0,3,4,1,3,Preparatoria o bachillerato,Está divorciada(o),Mujer,Jefe(a)
128,1,2,26,4,6,1,3,2,0,0,8,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
128,1,3,32,16,7,2,3,2,0,0,0,3,4,1,2,Preparatoria o bachillerato,Está separada(o),Mujer,Hija(o)
128,1,4,1,5,4,1,4,0,0,0,0,0,0,0,0,Ninguno / No aplica,No aplica,Hombre,Nieta(o)
129,1,1,75,12,10,1,1,2,0,0,0,3,7,1,6,Estudios técnicos o comerciales con secundaria terminada,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
129,1,2,74,13,3,2,2,2,0,0,0,6,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Mujer,Esposa(o) compañera(o)
129,1,3,34,23,10,1,3,2,0,0,0,3,4,1,5,Preparatoria o bachillerato,Está soltera(o),Hombre,Hija(o)
130,1,1,64,20,9,1,1,2,0,0,0,2,2,1,6,Primaria,Está casada(o) civil y/o religiosamente,Hombre,Jefe(a)
