folio,foliohog,id_focos,foco_num,foco_hor,foco_min,foco_fluor,foco_led,foco_incan,foco_lugar_desc
9167,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9167,1,6,0,0,0,0,0,0,La cochera o calle
9167,1,5,1,0,5,1,0,0,El patio
9167,1,4,4,1,0,4,0,0,Todas las recámaras
9167,1,3,4,1,0,4,0,0,Todos los baños
9167,1,1,1,2,0,1,0,0,La cocina
9167,1,2,4,2,0,4,0,0,Sala – Comedor
9168,1,5,1,0,30,0,0,1,El patio
9168,1,6,1,2,0,0,0,1,La cochera o calle
9168,1,7,1,2,0,0,0,1,Escaleras o pasillos interiores
9168,1,4,2,2,0,0,0,2,Todas las recámaras
9168,1,3,1,0,30,1,0,0,Todos los baños
9168,1,2,2,3,0,2,0,0,Sala – Comedor
9168,1,1,0,0,0,0,0,0,La cocina
9168,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9169,1,3,1,4,0,0,0,1,Todos los baños
9169,1,2,1,4,0,1,0,0,Sala – Comedor
9169,1,1,0,0,0,0,0,0,La cocina
9169,1,4,3,3,0,0,0,3,Todas las recámaras
9169,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9169,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9169,1,6,0,0,0,0,0,0,La cochera o calle
9169,1,5,0,0,0,0,0,0,El patio
9170,1,7,1,0,1,0,1,0,Escaleras o pasillos interiores
9170,1,6,2,1,0,0,2,0,La cochera o calle
9170,1,5,1,0,20,1,0,0,El patio
9170,1,2,2,1,30,0,2,0,Sala – Comedor
9170,1,3,1,1,0,0,1,0,Todos los baños
9170,1,4,2,2,0,2,0,0,Todas las recámaras
9170,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9170,1,1,1,0,30,0,1,0,La cocina
9171,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9171,1,7,1,0,30,0,1,0,Escaleras o pasillos interiores
9171,1,6,1,4,0,0,1,0,La cochera o calle
9171,1,5,1,0,10,0,1,0,El patio
9171,1,3,1,8,0,0,1,0,Todos los baños
9171,1,2,1,1,0,0,1,0,Sala – Comedor
9171,1,1,1,1,0,0,1,0,La cocina
9171,1,4,2,2,0,0,2,0,Todas las recámaras
9172,1,7,1,0,30,0,0,1,Escaleras o pasillos interiores
9172,1,6,2,2,0,0,0,2,La cochera o calle
9172,1,5,1,1,0,1,0,0,El patio
9172,1,4,3,3,0,2,0,1,Todas las recámaras
9172,1,3,2,3,0,2,0,0,Todos los baños
9172,1,2,1,7,0,1,0,0,Sala – Comedor
9172,1,1,2,5,0,2,0,0,La cocina
9172,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9173,1,1,2,3,0,2,0,0,La cocina
9173,1,2,1,5,0,1,0,0,Sala – Comedor
9173,1,3,2,2,0,2,0,0,Todos los baños
9173,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9173,1,5,0,0,0,0,0,0,El patio
9173,1,6,0,0,0,0,0,0,La cochera o calle
9173,1,7,2,8,0,2,0,0,Escaleras o pasillos interiores
9173,1,4,2,1,0,2,0,0,Todas las recámaras
9174,1,1,1,1,0,1,0,0,La cocina
9174,1,2,1,2,0,1,0,0,Sala – Comedor
9174,1,3,1,0,45,1,0,0,Todos los baños
9174,1,4,1,1,0,1,0,0,Todas las recámaras
9174,1,5,0,0,0,0,0,0,El patio
9174,1,6,1,5,0,0,0,1,La cochera o calle
9174,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9174,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9175,1,7,1,1,0,1,0,0,Escaleras o pasillos interiores
9175,1,6,0,0,0,0,0,0,La cochera o calle
9175,1,5,1,1,0,1,0,0,El patio
9175,1,4,2,1,0,2,0,0,Todas las recámaras
9175,1,3,1,0,20,1,0,0,Todos los baños
9175,1,2,0,0,0,0,0,0,Sala – Comedor
9175,1,1,1,2,0,1,0,0,La cocina
9175,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9176,1,8,1,0,15,1,0,0,Otros espacios de la vivienda
9176,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9176,1,6,2,3,0,2,0,0,La cochera o calle
9176,1,5,1,1,0,1,0,0,El patio
9176,1,4,1,0,10,1,0,0,Todas las recámaras
9176,1,3,1,0,10,1,0,0,Todos los baños
9176,1,1,1,1,0,1,0,0,La cocina
9176,1,2,1,2,0,1,0,0,Sala – Comedor
9177,1,4,2,2,0,0,0,2,Todas las recámaras
9177,1,3,1,1,0,1,0,0,Todos los baños
9177,1,2,1,3,0,0,0,1,Sala – Comedor
9177,1,1,1,3,0,0,0,1,La cocina
9177,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9177,1,7,1,1,0,0,0,1,Escaleras o pasillos interiores
9177,1,6,1,11,0,0,0,1,La cochera o calle
9177,1,5,1,0,10,0,0,1,El patio
9178,1,7,1,0,30,1,0,0,Escaleras o pasillos interiores
9178,1,8,1,0,20,1,0,0,Otros espacios de la vivienda
9178,1,6,1,0,15,1,0,0,La cochera o calle
9178,1,5,2,1,0,2,0,0,El patio
9178,1,4,1,1,0,1,0,0,Todas las recámaras
9178,1,3,3,0,30,3,0,0,Todos los baños
9178,1,2,5,1,0,5,0,0,Sala – Comedor
9178,1,1,1,1,0,1,0,0,La cocina
9179,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9179,1,7,1,0,30,1,0,0,Escaleras o pasillos interiores
9179,1,6,2,2,0,2,0,0,La cochera o calle
9179,1,5,1,0,10,1,0,0,El patio
9179,1,4,3,2,0,3,0,0,Todas las recámaras
9179,1,3,2,0,30,2,0,0,Todos los baños
9179,1,2,2,6,0,2,0,0,Sala – Comedor
9179,1,1,1,4,0,1,0,0,La cocina
9180,1,2,2,2,0,2,0,0,Sala – Comedor
9180,1,1,1,3,0,1,0,0,La cocina
9180,1,3,2,1,0,2,0,0,Todos los baños
9180,1,4,3,2,0,3,0,0,Todas las recámaras
9180,1,5,1,1,0,1,0,0,El patio
9180,1,6,2,6,0,2,0,0,La cochera o calle
9180,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9180,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9181,1,2,3,2,0,3,0,0,Sala – Comedor
9181,1,3,4,1,0,4,0,0,Todos los baños
9181,1,4,4,4,0,4,0,0,Todas las recámaras
9181,1,5,1,2,0,1,0,0,El patio
9181,1,6,4,10,0,4,0,0,La cochera o calle
9181,1,7,3,3,0,3,0,0,Escaleras o pasillos interiores
9181,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9181,1,1,3,4,0,3,0,0,La cocina
9182,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9182,1,7,1,0,40,0,0,1,Escaleras o pasillos interiores
9182,1,6,0,0,0,0,0,0,La cochera o calle
9182,1,5,0,0,0,0,0,0,El patio
9182,1,4,2,3,30,1,1,0,Todas las recámaras
9182,1,3,1,1,30,1,0,0,Todos los baños
9182,1,1,1,4,30,0,1,0,La cocina
9182,1,2,0,0,0,0,0,0,Sala – Comedor
9183,1,1,1,1,0,1,0,0,La cocina
9183,1,2,2,2,0,2,0,0,Sala – Comedor
9183,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9183,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9183,1,6,1,1,0,1,0,0,La cochera o calle
9183,1,5,1,0,5,1,0,0,El patio
9183,1,4,4,2,0,4,0,0,Todas las recámaras
9183,1,3,3,1,0,3,0,0,Todos los baños
9184,1,1,1,8,0,1,0,0,La cocina
9184,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9184,1,6,1,0,5,0,0,1,La cochera o calle
9184,1,5,0,0,0,0,0,0,El patio
9184,1,4,3,1,0,0,0,3,Todas las recámaras
9184,1,3,2,1,0,0,0,2,Todos los baños
9184,1,2,1,2,0,1,0,0,Sala – Comedor
9184,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9185,1,1,1,3,0,1,0,0,La cocina
9185,1,2,2,3,0,2,0,0,Sala – Comedor
9185,1,3,2,2,0,2,0,0,Todos los baños
9185,1,4,3,3,0,3,0,0,Todas las recámaras
9185,1,5,1,0,15,1,0,0,El patio
9185,1,6,1,0,15,1,0,0,La cochera o calle
9185,1,7,1,0,5,1,0,0,Escaleras o pasillos interiores
9185,1,8,1,1,0,1,0,0,Otros espacios de la vivienda
9186,1,1,2,3,0,2,0,0,La cocina
9186,1,2,2,3,0,2,0,0,Sala – Comedor
9186,1,3,2,1,0,2,0,0,Todos los baños
9186,1,4,3,3,30,3,0,0,Todas las recámaras
9186,1,5,0,0,0,0,0,0,El patio
9186,1,6,1,12,0,1,0,0,La cochera o calle
9186,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9186,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9187,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9187,1,7,1,1,0,1,0,0,Escaleras o pasillos interiores
9187,1,6,3,0,5,3,0,0,La cochera o calle
9187,1,5,1,2,0,1,0,0,El patio
9187,1,4,3,0,30,3,0,0,Todas las recámaras
9187,1,3,2,0,15,2,0,0,Todos los baños
9187,1,1,2,3,0,2,0,0,La cocina
9187,1,2,2,0,45,2,0,0,Sala – Comedor
9188,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9188,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9188,1,6,1,2,0,1,0,0,La cochera o calle
9188,1,5,1,0,30,1,0,0,El patio
9188,1,4,2,2,0,2,0,0,Todas las recámaras
9188,1,3,1,1,0,1,0,0,Todos los baños
9188,1,2,2,5,1,1,0,1,Sala – Comedor
9188,1,1,1,1,0,1,0,0,La cocina
9189,1,1,1,1,0,1,0,0,La cocina
9189,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9189,1,2,1,1,0,1,0,0,Sala – Comedor
9189,1,3,1,7,0,1,0,0,Todos los baños
9189,1,4,1,3,0,1,0,0,Todas las recámaras
9189,1,5,1,2,0,1,0,0,El patio
9189,1,6,1,10,0,1,0,0,La cochera o calle
9189,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9190,1,1,0,0,0,0,0,0,La cocina
9190,1,2,2,3,0,2,0,0,Sala – Comedor
9190,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9190,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9190,1,6,1,0,30,1,0,0,La cochera o calle
9190,1,5,1,7,0,0,0,1,El patio
9190,1,4,2,1,0,2,0,0,Todas las recámaras
9190,1,3,1,1,0,1,0,0,Todos los baños
9191,1,1,1,1,30,0,0,1,La cocina
9191,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9191,1,6,1,3,0,1,0,0,La cochera o calle
9191,1,5,0,0,0,0,0,0,El patio
9191,1,4,2,0,10,2,0,0,Todas las recámaras
9191,1,3,1,1,0,0,0,1,Todos los baños
9191,1,2,1,4,0,0,0,1,Sala – Comedor
9191,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9192,1,6,1,2,0,1,0,0,La cochera o calle
9192,1,7,1,0,5,1,0,0,Escaleras o pasillos interiores
9192,1,8,1,8,0,0,0,1,Otros espacios de la vivienda
9192,1,1,1,0,15,1,0,0,La cocina
9192,1,2,2,1,0,2,0,0,Sala – Comedor
9192,1,3,2,0,15,2,0,0,Todos los baños
9192,1,4,2,1,0,2,0,0,Todas las recámaras
9192,1,5,2,0,20,2,0,0,El patio
9193,1,1,1,4,0,0,0,1,La cocina
9193,1,2,3,2,0,3,0,0,Sala – Comedor
9193,1,3,2,1,0,2,0,0,Todos los baños
9193,1,4,3,4,0,3,0,0,Todas las recámaras
9193,1,5,2,1,0,2,0,0,El patio
9193,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9193,1,7,1,0,30,1,0,0,Escaleras o pasillos interiores
9193,1,6,5,10,0,5,0,0,La cochera o calle
9194,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9194,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9194,1,6,1,6,0,1,0,0,La cochera o calle
9194,1,5,1,0,10,1,0,0,El patio
9194,1,4,2,0,30,2,0,0,Todas las recámaras
9194,1,3,1,0,20,1,0,0,Todos los baños
9194,1,2,1,0,30,1,0,0,Sala – Comedor
9194,1,1,1,1,0,1,0,0,La cocina
9195,1,5,1,0,15,1,0,0,El patio
9195,1,4,2,1,0,2,0,0,Todas las recámaras
9195,1,8,1,6,0,0,1,0,Otros espacios de la vivienda
9195,1,7,1,0,5,1,0,0,Escaleras o pasillos interiores
9195,1,1,1,3,0,1,0,0,La cocina
9195,1,2,2,2,0,2,0,0,Sala – Comedor
9195,1,3,1,0,20,1,0,0,Todos los baños
9195,1,6,1,3,0,1,0,0,La cochera o calle
9196,1,5,1,0,15,1,0,0,El patio
9196,1,6,0,0,0,0,0,0,La cochera o calle
9196,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9196,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9196,1,4,1,1,0,1,0,0,Todas las recámaras
9196,1,2,1,1,0,1,0,0,Sala – Comedor
9196,1,3,1,0,5,1,0,0,Todos los baños
9196,1,1,1,0,30,1,0,0,La cocina
9197,1,2,2,2,0,0,0,2,Sala – Comedor
9197,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9197,1,7,1,0,5,0,0,1,Escaleras o pasillos interiores
9197,1,6,0,0,0,0,0,0,La cochera o calle
9197,1,5,0,0,0,0,0,0,El patio
9197,1,4,4,4,5,0,0,4,Todas las recámaras
9197,1,1,1,2,0,0,0,1,La cocina
9197,1,3,2,1,0,0,0,2,Todos los baños
9198,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9198,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9198,1,6,0,0,0,0,0,0,La cochera o calle
9198,1,5,0,0,0,0,0,0,El patio
9198,1,4,2,0,30,2,0,0,Todas las recámaras
9198,1,3,1,2,0,1,0,0,Todos los baños
9198,1,2,1,6,0,1,0,0,Sala – Comedor
9198,1,1,1,3,0,1,0,0,La cocina
9199,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9199,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9199,1,6,1,1,0,1,0,0,La cochera o calle
9199,1,5,0,0,0,0,0,0,El patio
9199,1,4,3,3,0,3,0,0,Todas las recámaras
9199,1,3,1,1,0,1,0,0,Todos los baños
9199,1,2,1,2,0,1,0,0,Sala – Comedor
9199,1,1,1,2,0,1,0,0,La cocina
9200,1,1,0,0,0,0,0,0,La cocina
9200,1,2,1,4,0,0,0,1,Sala – Comedor
9200,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9200,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9200,1,6,0,0,0,0,0,0,La cochera o calle
9200,1,5,0,0,0,0,0,0,El patio
9200,1,4,0,0,0,0,0,0,Todas las recámaras
9200,1,3,0,0,0,0,0,0,Todos los baños
9201,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9201,1,2,2,2,0,2,0,0,Sala – Comedor
9201,1,3,1,2,0,0,0,1,Todos los baños
9201,1,4,2,2,0,0,0,2,Todas las recámaras
9201,1,5,0,0,0,0,0,0,El patio
9201,1,6,1,2,0,0,0,1,La cochera o calle
9201,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9201,1,1,1,2,0,0,0,1,La cocina
9202,1,8,1,1,0,1,0,0,Otros espacios de la vivienda
9202,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9202,1,6,1,10,0,1,0,0,La cochera o calle
9202,1,5,0,0,0,0,0,0,El patio
9202,1,4,2,2,0,2,0,0,Todas las recámaras
9202,1,3,1,2,0,1,0,0,Todos los baños
9202,1,2,2,5,0,2,0,0,Sala – Comedor
9202,1,1,0,0,0,0,0,0,La cocina
9203,1,7,1,0,20,1,0,0,Escaleras o pasillos interiores
9203,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9203,1,6,2,9,0,2,0,0,La cochera o calle
9203,1,5,1,0,2,0,1,0,El patio
9203,1,4,1,0,30,0,1,0,Todas las recámaras
9203,1,3,1,0,3,0,1,0,Todos los baños
9203,1,2,4,0,20,0,4,0,Sala – Comedor
9203,1,1,1,0,30,0,1,0,La cocina
9204,1,7,1,0,15,0,1,0,Escaleras o pasillos interiores
9204,1,6,2,0,2,0,2,0,La cochera o calle
9204,1,5,1,0,10,0,1,0,El patio
9204,1,4,3,0,20,0,3,0,Todas las recámaras
9204,1,3,2,0,30,0,2,0,Todos los baños
9204,1,2,2,0,40,0,2,0,Sala – Comedor
9204,1,1,1,1,30,0,1,0,La cocina
9204,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9205,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9205,1,7,2,12,0,2,0,0,Escaleras o pasillos interiores
9205,1,6,1,11,0,1,0,0,La cochera o calle
9205,1,5,2,0,30,0,2,0,El patio
9205,1,4,2,3,0,0,2,0,Todas las recámaras
9205,1,3,2,0,30,0,2,0,Todos los baños
9205,1,1,1,1,0,0,1,0,La cocina
9205,1,2,2,3,0,0,2,0,Sala – Comedor
9206,1,1,1,2,0,1,0,0,La cocina
9206,1,2,0,0,0,0,0,0,Sala – Comedor
9206,1,3,1,0,15,1,0,0,Todos los baños
9206,1,4,1,0,40,1,0,0,Todas las recámaras
9206,1,5,0,0,0,0,0,0,El patio
9206,1,6,0,0,0,0,0,0,La cochera o calle
9206,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9206,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9207,1,4,2,1,30,0,0,2,Todas las recámaras
9207,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9207,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9207,1,6,0,0,0,0,0,0,La cochera o calle
9207,1,5,1,1,0,0,0,1,El patio
9207,1,3,0,0,0,0,0,0,Todos los baños
9207,1,2,0,0,0,0,0,0,Sala – Comedor
9207,1,1,0,0,0,0,0,0,La cocina
9208,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9208,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9208,1,6,0,0,0,0,0,0,La cochera o calle
9208,1,5,1,1,0,1,0,0,El patio
9208,1,4,3,0,40,3,0,0,Todas las recámaras
9208,1,3,1,2,0,1,0,0,Todos los baños
9208,1,2,1,2,0,1,0,0,Sala – Comedor
9208,1,1,2,2,0,2,0,0,La cocina
9209,1,2,1,2,0,1,0,0,Sala – Comedor
9209,1,1,1,1,30,1,0,0,La cocina
9209,1,3,1,1,0,1,0,0,Todos los baños
9209,1,4,2,2,30,2,0,0,Todas las recámaras
9209,1,5,0,0,0,0,0,0,El patio
9209,1,6,0,0,0,0,0,0,La cochera o calle
9209,1,7,1,3,0,1,0,0,Escaleras o pasillos interiores
9209,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9210,1,1,1,4,0,0,0,1,La cocina
9210,1,2,0,0,0,0,0,0,Sala – Comedor
9210,1,3,0,0,0,0,0,0,Todos los baños
9210,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9210,1,4,2,1,30,2,0,0,Todas las recámaras
9210,1,5,0,0,0,0,0,0,El patio
9210,1,6,1,1,0,0,0,1,La cochera o calle
9210,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9211,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9211,1,6,4,1,0,4,0,0,La cochera o calle
9211,1,5,1,1,0,1,0,0,El patio
9211,1,4,4,2,0,4,0,0,Todas las recámaras
9211,1,3,1,2,0,1,0,0,Todos los baños
9211,1,2,1,15,0,1,0,0,Sala – Comedor
9211,1,1,1,4,0,1,0,0,La cocina
9211,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9212,1,7,1,5,0,1,0,0,Escaleras o pasillos interiores
9212,1,6,2,5,0,2,0,0,La cochera o calle
9212,1,5,0,0,0,0,0,0,El patio
9212,1,4,3,0,30,3,0,0,Todas las recámaras
9212,1,3,2,3,0,2,0,0,Todos los baños
9212,1,2,2,1,0,2,0,0,Sala – Comedor
9212,1,1,1,4,1,1,0,0,La cocina
9212,1,8,1,2,0,1,0,0,Otros espacios de la vivienda
9213,1,7,2,1,0,2,0,0,Escaleras o pasillos interiores
9213,1,6,0,0,0,0,0,0,La cochera o calle
9213,1,5,3,2,0,3,0,0,El patio
9213,1,4,4,3,0,4,0,0,Todas las recámaras
9213,1,3,2,3,0,2,0,0,Todos los baños
9213,1,2,2,2,0,2,0,0,Sala – Comedor
9213,1,1,1,5,0,1,0,0,La cocina
9213,1,8,1,2,0,1,0,0,Otros espacios de la vivienda
9214,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9214,1,7,2,1,0,2,0,0,Escaleras o pasillos interiores
9214,1,6,1,3,0,1,0,0,La cochera o calle
9214,1,5,1,4,0,1,0,0,El patio
9214,1,4,3,3,0,3,0,0,Todas las recámaras
9214,1,3,2,1,0,2,0,0,Todos los baños
9214,1,1,1,1,0,1,0,0,La cocina
9214,1,2,2,2,0,2,0,0,Sala – Comedor
9215,1,1,1,0,30,0,1,0,La cocina
9215,1,2,1,1,0,0,1,0,Sala – Comedor
9215,1,3,1,0,30,0,1,0,Todos los baños
9215,1,4,3,1,0,0,3,0,Todas las recámaras
9215,1,5,1,0,30,1,0,0,El patio
9215,1,6,1,0,10,0,1,0,La cochera o calle
9215,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9215,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9216,1,1,1,0,30,1,0,0,La cocina
9216,1,2,2,2,0,2,0,0,Sala – Comedor
9216,1,3,1,0,30,1,0,0,Todos los baños
9216,1,4,1,3,0,1,0,0,Todas las recámaras
9216,1,5,1,0,20,1,0,0,El patio
9216,1,6,1,0,15,1,0,0,La cochera o calle
9216,1,7,1,0,30,1,0,0,Escaleras o pasillos interiores
9216,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9217,1,8,1,3,0,0,0,1,Otros espacios de la vivienda
9217,1,7,2,3,0,0,2,0,Escaleras o pasillos interiores
9217,1,6,2,2,0,0,2,0,La cochera o calle
9217,1,5,4,0,40,0,4,0,El patio
9217,1,4,4,1,0,0,4,0,Todas las recámaras
9217,1,3,1,1,0,1,0,0,Todos los baños
9217,1,1,1,2,0,0,1,0,La cocina
9217,1,2,4,1,0,0,4,0,Sala – Comedor
9218,1,1,1,0,40,1,0,0,La cocina
9218,1,2,1,0,20,1,0,0,Sala – Comedor
9218,1,3,1,0,15,1,0,0,Todos los baños
9218,1,4,2,1,0,2,0,0,Todas las recámaras
9218,1,5,0,0,0,0,0,0,El patio
9218,1,6,0,0,0,0,0,0,La cochera o calle
9218,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9218,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9219,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9219,1,6,1,0,15,1,0,0,La cochera o calle
9219,1,5,1,0,15,1,0,0,El patio
9219,1,4,2,23,20,1,0,1,Todas las recámaras
9219,1,3,1,0,30,1,0,0,Todos los baños
9219,1,2,1,1,0,1,0,0,Sala – Comedor
9219,1,1,1,0,30,1,0,0,La cocina
9219,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9220,1,4,2,3,0,2,0,0,Todas las recámaras
9220,1,3,1,7,0,1,0,0,Todos los baños
9220,1,5,1,5,0,1,0,0,El patio
9220,1,2,2,4,0,2,0,0,Sala – Comedor
9220,1,1,1,4,0,1,0,0,La cocina
9220,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9220,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9220,1,6,1,3,0,1,0,0,La cochera o calle
9221,1,2,0,0,0,0,0,0,Sala – Comedor
9221,1,1,1,2,0,1,0,0,La cocina
9221,1,4,2,0,40,2,0,0,Todas las recámaras
9221,1,5,0,0,0,0,0,0,El patio
9221,1,6,0,0,0,0,0,0,La cochera o calle
9221,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9221,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9221,1,3,1,0,30,1,0,0,Todos los baños
9222,1,2,1,4,0,1,0,0,Sala – Comedor
9222,1,1,1,4,0,1,0,0,La cocina
9222,1,4,2,2,0,2,0,0,Todas las recámaras
9222,1,5,0,0,0,0,0,0,El patio
9222,1,6,0,0,0,0,0,0,La cochera o calle
9222,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9222,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9222,1,3,1,1,0,0,0,1,Todos los baños
9223,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9223,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9223,1,6,0,0,0,0,0,0,La cochera o calle
9223,1,5,0,0,0,0,0,0,El patio
9223,1,4,4,3,0,3,1,0,Todas las recámaras
9223,1,3,1,5,0,1,0,0,Todos los baños
9223,1,2,1,3,0,1,0,0,Sala – Comedor
9223,1,1,1,3,0,0,1,0,La cocina
9224,1,4,3,0,15,0,0,3,Todas las recámaras
9224,1,5,0,0,0,0,0,0,El patio
9224,1,6,2,0,30,0,0,2,La cochera o calle
9224,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9224,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9224,1,3,1,0,30,0,0,1,Todos los baños
9224,1,1,1,2,0,0,0,1,La cocina
9224,1,2,0,0,0,0,0,0,Sala – Comedor
9225,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9225,1,6,1,0,10,1,0,0,La cochera o calle
9225,1,8,1,0,30,0,0,1,Otros espacios de la vivienda
9225,1,1,1,1,0,1,0,0,La cocina
9225,1,2,4,2,0,0,0,4,Sala – Comedor
9225,1,3,1,2,0,1,0,0,Todos los baños
9225,1,4,2,1,0,2,0,0,Todas las recámaras
9225,1,5,0,0,0,0,0,0,El patio
9226,1,7,2,0,30,2,0,0,Escaleras o pasillos interiores
9226,1,1,4,3,0,0,0,4,La cocina
9226,1,2,2,0,20,2,0,0,Sala – Comedor
9226,1,3,1,1,0,1,0,0,Todos los baños
9226,1,4,1,1,0,1,0,0,Todas las recámaras
9226,1,5,1,1,0,1,0,0,El patio
9226,1,6,2,1,0,2,0,0,La cochera o calle
9226,1,8,2,0,30,2,0,0,Otros espacios de la vivienda
9227,1,7,2,1,0,2,0,0,Escaleras o pasillos interiores
9227,1,6,2,2,0,2,0,0,La cochera o calle
9227,1,5,3,1,0,3,0,0,El patio
9227,1,4,4,0,25,4,0,0,Todas las recámaras
9227,1,3,3,0,5,3,0,0,Todos los baños
9227,1,2,2,0,20,2,0,0,Sala – Comedor
9227,1,1,1,1,0,1,0,0,La cocina
9227,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9228,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9228,1,6,0,0,0,0,0,0,La cochera o calle
9228,1,5,6,1,0,0,6,0,El patio
9228,1,4,2,2,0,0,2,0,Todas las recámaras
9228,1,3,1,0,10,0,1,0,Todos los baños
9228,1,2,2,0,15,0,2,0,Sala – Comedor
9228,1,1,2,0,20,0,2,0,La cocina
9228,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9229,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
9229,1,8,0,0,0,0,0,0,Otros espacios de la vivienda
9229,1,1,2,4,0,2,0,0,La cocina
9229,1,2,2,12,0,2,0,0,Sala – Comedor
9229,1,3,2,4,0,2,0,0,Todos los baños
9229,1,4,3,4,0,3,0,0,Todas las recámaras
9229,1,5,1,2,0,1,0,0,El patio
9229,1,6,1,12,0,0,1,0,La cochera o calle
9230,1,7,0,0,0,0,0,0,Escaleras o pasillos interiores
