folio,foliohog,id_cagua,cagua_tipo,cagua_capa,cagua_adqu,cagua_anio,cagua_mant,cagua_tipo_desc,cagua_adqu_desc,cagua_mant_desc,cagua_capa_desc
2557,1,1,5,1,1,15,3,Eléctrico con depósito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
2559,1,1,5,1,1,1,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2561,1,1,5,1,1,10,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2562,1,1,5,2,1,4,2,Eléctrico con depósito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
2565,1,1,6,2,1,6,4,De leña,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
2569,1,1,4,0,2,10,1,Eléctrico instantáneo de paso,Usado,Cada 6 meses,
2570,1,1,5,2,2,10,4,Eléctrico con depósito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
2572,1,1,5,9,1,2,2,Eléctrico con depósito,Nuevo,Cada año,No sabe
2573,1,1,5,9,1,8,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,No sabe
2576,1,1,5,1,1,8,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2578,1,1,5,1,2,99,4,Eléctrico con depósito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2579,1,1,5,1,2,99,4,Eléctrico con depósito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2581,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2583,1,1,1,9,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
2584,1,1,4,0,1,1,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
2585,1,1,4,0,1,5,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
2586,1,1,1,5,1,2,2,De gas con deposito,Nuevo,Cada año,De 120 a 140 litros (hasta 7 personas)
2610,1,1,6,9,2,10,4,De leña,Usado,No le da mantenimiento,No sabe
2614,1,1,5,1,1,6,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2614,1,2,5,2,1,1,2,Eléctrico con depósito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
2617,1,1,5,2,1,3,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
2618,1,1,5,1,1,6,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2619,1,1,5,3,1,2,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
2621,1,1,6,1,2,1,4,De leña,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2623,1,1,6,1,1,1,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2626,1,1,5,1,1,2,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2631,1,1,5,2,1,1,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
2636,1,1,5,4,1,1,2,Eléctrico con depósito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
2638,1,1,5,1,1,6,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2639,1,1,1,1,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2640,1,1,5,2,1,4,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
2642,1,1,1,9,1,99,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
2644,1,1,1,1,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2648,1,1,1,2,1,15,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
2649,1,1,5,1,1,1,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2650,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2651,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2658,1,1,5,1,1,1,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2660,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
2663,1,1,1,1,1,3,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2665,1,1,5,9,2,1,4,Eléctrico con depósito,Usado,No le da mantenimiento,No sabe
2669,1,1,5,9,1,6,2,Eléctrico con depósito,Nuevo,Cada año,No sabe
2670,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2672,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2690,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2692,1,1,1,1,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2696,1,1,4,0,1,1,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
2704,1,1,1,9,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
2709,1,1,5,1,1,5,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2722,1,1,1,9,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
2726,1,1,1,1,1,6,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2727,1,1,1,1,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2729,1,1,1,1,1,3,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2743,1,1,1,1,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2747,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2748,1,1,5,1,1,3,1,Eléctrico con depósito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2753,1,1,5,1,1,1,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2755,1,1,3,0,1,6,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
2758,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
2759,1,1,1,9,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
2761,1,1,5,1,1,10,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2762,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
2766,1,1,1,4,1,99,3,De gas con deposito,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
2772,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2780,1,1,1,9,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
2782,1,1,4,0,1,15,2,Eléctrico instantáneo de paso,Nuevo,Cada año,
2794,1,1,5,1,1,1,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2798,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2842,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2846,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
2847,1,1,3,0,1,6,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
2848,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2851,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
2871,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
2883,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
2900,1,1,2,0,1,4,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
2919,1,1,3,0,1,1,2,De gas instantáneo de paso,Nuevo,Cada año,
2943,1,1,1,1,1,3,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
2946,1,1,1,9,1,11,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
2971,1,1,1,1,1,23,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3003,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3005,1,1,1,9,1,7,2,De gas con deposito,Nuevo,Cada año,No sabe
3007,1,1,1,1,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3015,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3026,1,1,5,9,1,2,1,Eléctrico con depósito,Nuevo,Cada 6 meses,No sabe
3040,1,1,5,9,1,1,1,Eléctrico con depósito,Nuevo,Cada 6 meses,No sabe
3061,1,1,1,1,1,6,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
3079,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3104,1,1,5,1,1,8,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3184,1,1,3,0,1,5,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3187,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3195,1,1,5,5,1,1,2,Eléctrico con depósito,Nuevo,Cada año,De 120 a 140 litros (hasta 7 personas)
3197,1,1,5,1,1,4,1,Eléctrico con depósito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3208,1,1,1,9,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
3278,1,1,2,0,1,4,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3379,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3380,1,1,3,0,1,3,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3381,1,1,1,1,1,1,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3382,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3383,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3496,1,1,7,6,1,10,1,Solar,Nuevo,Cada 6 meses,Más de 140 litros (más de 7 personas)
3537,1,1,1,2,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3539,1,1,1,2,1,12,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3540,1,1,2,0,1,2,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3541,1,1,3,0,1,2,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3543,1,1,3,0,2,4,1,De gas instantáneo de paso,Usado,Cada 6 meses,
3546,1,1,3,0,1,12,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3548,1,1,3,0,1,4,2,De gas instantáneo de paso,Nuevo,Cada año,
3552,1,1,1,3,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3554,1,1,6,1,2,3,2,De leña,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
3556,1,1,1,3,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3558,1,1,3,0,2,1,4,De gas instantáneo de paso,Usado,No le da mantenimiento,
3560,1,1,5,2,1,6,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3561,1,1,1,6,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,Más de 140 litros (más de 7 personas)
3562,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3564,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3565,1,1,3,0,1,2,2,De gas instantáneo de paso,Nuevo,Cada año,
3566,1,1,1,2,1,15,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3567,1,1,2,0,1,3,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3568,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3570,1,1,2,0,2,6,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
3572,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3576,1,1,2,0,1,8,2,De gas de rápida recuperación,Nuevo,Cada año,
3579,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3581,1,1,3,0,1,3,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3586,1,1,1,1,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3588,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3589,1,1,4,0,1,2,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
3593,1,1,1,2,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3599,1,1,1,1,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3600,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3601,1,1,1,1,1,99,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3602,1,2,1,1,1,20,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3602,1,1,1,3,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3603,1,1,1,1,1,30,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3604,1,1,1,9,1,8,2,De gas con deposito,Nuevo,Cada año,No sabe
3605,1,1,1,2,1,4,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3607,1,1,1,2,1,16,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
3609,1,1,1,1,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3610,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3611,1,1,1,1,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3612,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3613,1,1,1,3,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3614,1,1,1,5,2,2,2,De gas con deposito,Usado,Cada año,De 120 a 140 litros (hasta 7 personas)
3620,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3621,1,1,1,2,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3623,1,1,1,2,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3624,1,1,1,2,1,1,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3630,1,1,1,3,2,3,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3633,1,1,1,2,2,3,2,De gas con deposito,Usado,Cada año,De 50 a 60 litros (hasta 3 personas)
3635,1,1,1,4,1,3,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
3637,1,1,2,0,1,3,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3639,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3646,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3648,1,1,1,3,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3649,1,1,1,4,1,10,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
3650,1,1,3,0,1,8,2,De gas instantáneo de paso,Nuevo,Cada año,
3651,1,1,4,0,1,2,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
3652,1,1,1,2,2,2,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3653,1,1,1,5,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 120 a 140 litros (hasta 7 personas)
3654,1,1,1,9,1,2,2,De gas con deposito,Nuevo,Cada año,No sabe
3655,1,1,1,3,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3656,1,1,1,9,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
3657,1,1,1,1,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3659,1,1,2,0,1,8,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3663,1,1,4,0,1,10,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
3664,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3665,1,1,2,0,2,10,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
3668,1,1,4,0,1,1,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
3669,1,1,1,1,1,2,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3670,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3671,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3673,1,1,3,0,1,2,2,De gas instantáneo de paso,Nuevo,Cada año,
3675,1,1,2,0,1,17,2,De gas de rápida recuperación,Nuevo,Cada año,
3676,1,1,1,2,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3677,1,1,1,2,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3678,1,1,2,0,1,10,2,De gas de rápida recuperación,Nuevo,Cada año,
3681,1,1,4,0,2,99,4,Eléctrico instantáneo de paso,Usado,No le da mantenimiento,
3684,1,1,3,0,2,1,4,De gas instantáneo de paso,Usado,No le da mantenimiento,
3685,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3686,1,1,1,4,1,10,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
3688,1,1,1,3,1,12,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
3689,1,1,1,2,1,8,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3690,1,1,1,3,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3691,1,1,4,0,1,2,2,Eléctrico instantáneo de paso,Nuevo,Cada año,
3692,1,1,1,4,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
3693,1,1,1,1,2,1,1,De gas con deposito,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3695,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3696,1,1,1,1,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3698,1,1,1,2,1,25,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3699,1,1,1,2,1,17,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3701,1,1,2,0,1,5,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
3702,1,1,1,1,1,7,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3704,1,1,1,4,1,8,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
3705,1,1,1,9,1,15,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
3706,1,1,1,1,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3707,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3708,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3710,1,1,1,1,1,17,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3711,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3712,1,1,1,2,1,15,3,De gas con deposito,Nuevo,Cada 2 años,De 50 a 60 litros (hasta 3 personas)
3713,1,1,1,3,1,12,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3714,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3715,1,1,1,9,1,3,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
3716,1,1,2,0,1,3,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3717,1,1,1,3,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3718,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3721,1,1,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3722,1,1,1,9,1,10,2,De gas con deposito,Nuevo,Cada año,No sabe
3722,1,2,2,0,1,7,2,De gas de rápida recuperación,Nuevo,Cada año,
3723,1,1,1,1,2,10,1,De gas con deposito,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3727,1,1,1,4,1,8,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
3728,1,1,1,2,1,12,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3729,1,1,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3730,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3731,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
3733,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3735,1,1,1,2,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3736,1,1,1,1,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3737,1,1,1,3,2,99,1,De gas con deposito,Usado,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3738,1,1,1,1,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
3739,1,1,1,2,1,10,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
3740,1,1,1,1,2,8,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
3741,1,2,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3741,1,1,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3742,1,1,2,0,1,99,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3743,1,1,1,2,1,30,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3744,1,1,1,1,1,12,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3745,1,1,1,1,1,15,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3750,1,1,1,2,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3751,1,1,3,0,1,4,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
3752,1,1,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3753,1,1,1,2,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
3755,1,1,1,1,1,30,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3757,1,1,1,2,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3758,1,1,1,3,2,8,3,De gas con deposito,Usado,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
3760,1,1,1,2,1,32,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
3762,1,1,1,1,1,2,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3763,1,1,1,1,1,9,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3763,1,2,1,1,1,7,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3764,1,1,1,1,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3767,1,1,2,0,1,4,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3768,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3771,1,1,2,0,1,2,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
3773,1,1,1,3,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
3774,1,1,1,3,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3776,1,1,1,5,1,10,3,De gas con deposito,Nuevo,Cada 2 años,De 120 a 140 litros (hasta 7 personas)
3777,1,1,1,3,2,1,4,De gas con deposito,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
3778,1,1,1,1,1,30,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3779,1,1,3,0,1,2,3,De gas instantáneo de paso,Nuevo,Cada 2 años,
3780,1,1,1,1,1,4,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
3781,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
3783,1,1,1,1,2,3,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
