folio,foliohog,id_cagua,cagua_tipo,cagua_capa,cagua_adqu,cagua_anio,cagua_mant,cagua_tipo_desc,cagua_adqu_desc,cagua_mant_desc,cagua_capa_desc
18558,1,1,2,0,1,5,2,De gas de rápida recuperación,Nuevo,Cada año,
18559,1,1,1,1,1,15,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18560,1,1,1,1,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18561,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18563,1,1,2,0,2,99,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
18564,1,1,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18565,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18566,1,1,2,0,1,6,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
18567,1,1,1,9,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
18568,1,1,1,9,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
18569,1,1,7,3,1,2,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
18571,1,1,5,2,1,12,2,Eléctrico con depósito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18572,1,1,5,1,1,40,2,Eléctrico con depósito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18573,1,1,6,1,1,10,3,De leña,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
18575,1,1,5,2,1,20,2,Eléctrico con depósito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18576,1,1,3,0,1,5,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18577,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18578,1,1,6,9,2,2,4,De leña,Usado,No le da mantenimiento,No sabe
18586,1,1,1,1,1,99,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18587,1,1,5,1,1,20,4,Eléctrico con depósito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18588,1,1,2,0,1,2,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18589,1,1,1,1,2,1,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18590,1,1,2,0,1,5,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18593,1,1,7,5,1,1,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
18597,1,1,2,0,1,15,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
18598,1,1,2,0,1,15,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18600,1,1,7,9,2,1,1,Solar,Usado,Cada 6 meses,No sabe
18601,1,1,7,2,1,3,2,Solar,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18609,1,1,7,6,1,3,2,Solar,Nuevo,Cada año,Más de 140 litros (más de 7 personas)
18619,1,1,1,1,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18620,1,1,7,9,1,1,2,Solar,Nuevo,Cada año,No sabe
18629,1,1,3,0,1,15,2,De gas instantáneo de paso,Nuevo,Cada año,
18630,1,1,6,1,1,2,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18631,1,1,6,1,1,6,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18635,1,1,6,1,1,1,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18642,1,1,6,1,1,8,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18646,1,1,6,2,1,2,2,De leña,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18647,1,1,1,9,1,1,2,De gas con deposito,Nuevo,Cada año,No sabe
18648,1,1,2,0,1,4,2,De gas de rápida recuperación,Nuevo,Cada año,
18649,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18651,1,1,6,9,1,11,4,De leña,Nuevo,No le da mantenimiento,No sabe
18652,1,1,3,0,1,2,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
18654,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18655,1,1,6,2,1,1,4,De leña,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18657,1,1,3,0,1,3,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18658,1,1,3,0,1,4,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
18659,1,1,2,0,1,10,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
18682,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18685,1,1,7,3,2,8,4,Solar,Usado,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18686,1,1,7,1,2,1,4,Solar,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18687,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18688,1,1,3,0,1,15,2,De gas instantáneo de paso,Nuevo,Cada año,
18689,1,1,7,6,1,4,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
18693,1,1,1,9,1,8,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
18694,1,1,7,6,1,5,1,Solar,Nuevo,Cada 6 meses,Más de 140 litros (más de 7 personas)
18695,1,1,6,9,1,1,4,De leña,Nuevo,No le da mantenimiento,No sabe
18698,1,1,2,0,1,99,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18699,1,1,7,6,1,3,4,Solar,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
18701,1,1,7,6,1,4,2,Solar,Nuevo,Cada año,Más de 140 litros (más de 7 personas)
18702,1,1,1,1,2,10,1,De gas con deposito,Usado,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18704,1,1,7,2,1,1,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18708,1,1,7,4,1,4,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
18709,1,1,7,3,1,3,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18713,1,1,1,1,1,19,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
18714,1,1,7,3,1,4,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18715,1,1,7,3,1,4,1,Solar,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
18716,1,1,7,4,1,1,2,Solar,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
18717,1,1,2,0,1,3,3,De gas de rápida recuperación,Nuevo,Cada 2 años,
18722,1,1,2,0,1,15,2,De gas de rápida recuperación,Nuevo,Cada año,
18739,1,1,7,2,1,1,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18745,1,1,7,9,1,3,4,Solar,Nuevo,No le da mantenimiento,No sabe
18748,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18761,1,1,1,1,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18762,1,1,1,3,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
18763,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18766,1,1,3,0,1,6,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
18774,1,1,1,4,1,3,2,De gas con deposito,Nuevo,Cada año,De 90 a 110 litros (hasta 6 personas)
18783,1,1,6,3,1,15,4,De leña,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18784,1,1,6,1,1,3,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18787,1,1,7,3,1,1,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18788,1,1,7,6,1,1,1,Solar,Nuevo,Cada 6 meses,Más de 140 litros (más de 7 personas)
18790,1,1,2,0,2,2,2,De gas de rápida recuperación,Usado,Cada año,
18791,1,1,7,9,2,1,4,Solar,Usado,No le da mantenimiento,No sabe
18793,1,1,6,9,1,3,4,De leña,Nuevo,No le da mantenimiento,No sabe
18794,1,1,6,9,1,5,4,De leña,Nuevo,No le da mantenimiento,No sabe
18795,1,1,6,1,1,2,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18796,1,1,6,1,1,24,2,De leña,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18817,1,1,6,1,1,1,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18819,1,1,2,0,1,3,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18821,1,1,3,0,1,10,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
18822,1,1,3,0,1,4,2,De gas instantáneo de paso,Nuevo,Cada año,
18823,1,1,1,1,1,3,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18824,1,1,3,0,1,2,3,De gas instantáneo de paso,Nuevo,Cada 2 años,
18825,1,1,6,1,1,1,1,De leña,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18830,1,1,1,1,1,10,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18832,1,1,6,2,1,1,4,De leña,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18833,1,1,3,0,1,5,2,De gas instantáneo de paso,Nuevo,Cada año,
18834,1,1,6,1,1,1,4,De leña,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18835,1,1,1,1,1,18,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
18836,1,1,1,2,1,4,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18837,1,1,1,2,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18838,1,1,1,1,1,30,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18839,1,1,7,9,1,99,4,Solar,Nuevo,No le da mantenimiento,No sabe
18842,1,1,1,2,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18846,1,1,1,9,1,3,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
18847,1,1,1,3,1,3,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18848,1,2,1,4,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
18848,1,1,1,3,1,15,1,De gas con deposito,Nuevo,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
18849,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18850,1,1,2,0,2,2,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
18852,1,1,1,1,2,7,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
18853,1,1,3,0,2,1,4,De gas instantáneo de paso,Usado,No le da mantenimiento,
18854,1,2,7,2,1,2,2,Solar,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18854,1,1,7,2,1,1,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18856,1,1,3,0,1,3,2,De gas instantáneo de paso,Nuevo,Cada año,
18858,1,1,1,4,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
18859,1,1,1,2,1,2,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18860,1,1,1,1,1,20,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18861,1,1,1,4,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
18862,1,1,1,2,1,36,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18864,1,1,2,0,2,15,1,De gas de rápida recuperación,Usado,Cada 6 meses,
18865,1,1,1,9,1,18,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
18867,1,1,1,3,1,3,3,De gas con deposito,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
18869,1,1,2,0,2,17,3,De gas de rápida recuperación,Usado,Cada 2 años,
18870,1,1,1,3,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18877,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18883,1,1,1,1,2,10,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
18884,1,1,1,2,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18885,1,1,1,2,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18886,1,1,1,1,1,25,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18886,1,2,7,1,1,10,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18887,1,1,1,1,1,20,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18888,1,1,1,3,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18889,1,1,1,1,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18894,1,1,7,4,1,3,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
18896,1,1,3,0,1,2,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18898,1,1,2,0,2,99,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
18899,1,2,3,0,1,3,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18899,1,1,1,1,1,34,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18900,1,1,1,2,2,2,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18901,1,1,1,9,1,3,3,De gas con deposito,Nuevo,Cada 2 años,No sabe
18902,1,1,1,9,1,1,1,De gas con deposito,Nuevo,Cada 6 meses,No sabe
18903,1,1,3,0,1,1,2,De gas instantáneo de paso,Nuevo,Cada año,
18903,1,2,3,0,1,2,2,De gas instantáneo de paso,Nuevo,Cada año,
18904,1,1,7,5,1,2,4,Solar,Nuevo,No le da mantenimiento,De 120 a 140 litros (hasta 7 personas)
18905,1,1,2,0,1,8,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18906,1,1,2,0,1,2,2,De gas de rápida recuperación,Nuevo,Cada año,
18906,1,2,7,3,1,4,3,Solar,Nuevo,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
18907,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18908,1,1,2,0,1,13,2,De gas de rápida recuperación,Nuevo,Cada año,
18909,1,1,2,0,1,10,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
18910,1,2,3,0,1,5,2,De gas instantáneo de paso,Nuevo,Cada año,
18910,1,1,7,3,1,10,2,Solar,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
18911,1,1,2,0,2,99,3,De gas de rápida recuperación,Usado,Cada 2 años,
18912,1,1,3,0,1,16,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18913,1,1,7,3,1,2,4,Solar,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18914,1,1,2,0,1,12,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18915,1,1,2,0,2,99,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
18916,1,1,1,2,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18917,1,1,1,1,1,7,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18918,1,1,1,9,1,13,2,De gas con deposito,Nuevo,Cada año,No sabe
18919,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18920,1,1,1,2,1,8,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18920,1,2,7,2,1,2,4,Solar,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18923,1,1,1,2,2,2,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18926,1,1,1,1,1,30,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18927,1,1,2,0,1,1,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
18928,1,1,1,1,1,6,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18930,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18931,1,1,1,1,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18932,1,1,1,1,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18933,1,1,1,1,1,9,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18934,1,1,1,1,1,20,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18935,1,1,1,4,1,15,3,De gas con deposito,Nuevo,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
18936,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18940,1,1,4,0,1,3,4,Eléctrico instantáneo de paso,Nuevo,No le da mantenimiento,
18941,1,1,1,1,1,4,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18942,1,1,1,9,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,No sabe
18943,1,1,2,0,1,4,3,De gas de rápida recuperación,Nuevo,Cada 2 años,
18944,1,1,1,3,1,17,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
18945,1,1,3,0,1,4,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18946,1,1,1,4,1,2,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
18947,1,1,1,1,1,15,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18948,1,1,1,2,1,5,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18949,1,1,1,1,1,12,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18950,1,1,1,3,2,6,3,De gas con deposito,Usado,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
18951,1,1,1,3,1,12,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18952,1,1,1,1,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18954,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18955,1,1,1,1,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18956,1,1,1,6,1,9,4,De gas con deposito,Nuevo,No le da mantenimiento,Más de 140 litros (más de 7 personas)
18957,1,1,1,9,1,5,2,De gas con deposito,Nuevo,Cada año,No sabe
18958,1,1,1,3,1,10,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
18959,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18960,1,1,1,1,1,27,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18961,1,1,3,0,1,8,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
18962,1,1,1,2,1,13,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18963,1,2,1,1,1,4,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18963,1,1,3,0,1,5,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
18964,1,1,1,1,2,2,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
18965,1,1,1,2,1,6,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18966,1,1,1,2,1,99,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
18967,1,1,1,2,1,20,1,De gas con deposito,Nuevo,Cada 6 meses,De 50 a 60 litros (hasta 3 personas)
18968,1,1,1,3,1,6,2,De gas con deposito,Nuevo,Cada año,De 70 a 80 litros (hasta 4 personas)
18969,1,1,1,3,2,20,3,De gas con deposito,Usado,Cada 2 años,De 70 a 80 litros (hasta 4 personas)
18970,1,1,7,1,1,6,4,Solar,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18976,1,1,1,4,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 90 a 110 litros (hasta 6 personas)
18977,1,1,1,1,1,20,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18980,1,1,1,1,1,20,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18981,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18982,1,1,1,2,1,3,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18984,1,1,7,4,1,4,4,Solar,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
18986,1,1,1,2,1,7,2,De gas con deposito,Nuevo,Cada año,De 50 a 60 litros (hasta 3 personas)
18987,1,1,1,4,2,8,3,De gas con deposito,Usado,Cada 2 años,De 90 a 110 litros (hasta 6 personas)
18988,1,1,3,0,1,4,2,De gas instantáneo de paso,Nuevo,Cada año,
18989,1,1,2,0,1,2,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
18990,1,1,1,1,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
18991,1,1,1,1,2,6,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18992,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
18993,1,1,7,5,1,1,1,Solar,Nuevo,Cada 6 meses,De 120 a 140 litros (hasta 7 personas)
18995,1,1,1,1,1,8,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
18996,1,2,2,0,2,3,4,De gas de rápida recuperación,Usado,No le da mantenimiento,
18996,1,1,7,9,2,3,4,Solar,Usado,No le da mantenimiento,No sabe
18997,1,1,3,0,1,2,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
18998,1,1,1,3,1,10,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
18999,1,1,1,1,1,6,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
19000,1,1,4,0,1,2,1,Eléctrico instantáneo de paso,Nuevo,Cada 6 meses,
19001,1,1,2,0,1,6,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
19002,1,1,1,1,1,10,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
19003,1,1,1,1,1,4,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
19004,1,1,1,1,1,5,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
19005,1,1,3,0,1,1,4,De gas instantáneo de paso,Nuevo,No le da mantenimiento,
19007,1,1,2,0,1,3,1,De gas de rápida recuperación,Nuevo,Cada 6 meses,
19008,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
19010,1,1,2,0,1,5,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
19011,1,1,2,0,1,4,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
19012,1,1,2,0,2,99,1,De gas de rápida recuperación,Usado,Cada 6 meses,
19013,1,1,2,0,1,1,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
19016,1,1,1,3,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 70 a 80 litros (hasta 4 personas)
19018,1,1,3,0,1,4,2,De gas instantáneo de paso,Nuevo,Cada año,
19019,1,1,1,4,2,6,2,De gas con deposito,Usado,Cada año,De 90 a 110 litros (hasta 6 personas)
19020,1,1,1,1,2,8,2,De gas con deposito,Usado,Cada año,De 38 a 40 litros (hasta 2 personas)
19021,1,1,1,1,1,5,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
19022,1,1,1,1,1,1,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
19024,1,1,1,1,1,4,4,De gas con deposito,Nuevo,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
19025,1,1,1,2,2,3,4,De gas con deposito,Usado,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
19026,1,1,1,1,2,99,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
19027,1,1,1,9,1,3,2,De gas con deposito,Nuevo,Cada año,No sabe
19028,1,1,2,0,1,2,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
19029,1,1,1,1,2,4,4,De gas con deposito,Usado,No le da mantenimiento,De 38 a 40 litros (hasta 2 personas)
19031,1,1,1,3,2,3,1,De gas con deposito,Usado,Cada 6 meses,De 70 a 80 litros (hasta 4 personas)
19033,1,1,3,0,1,1,1,De gas instantáneo de paso,Nuevo,Cada 6 meses,
19034,1,1,1,1,1,13,3,De gas con deposito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
19035,1,1,5,1,1,6,1,Eléctrico con depósito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
19036,1,1,1,2,1,27,4,De gas con deposito,Nuevo,No le da mantenimiento,De 50 a 60 litros (hasta 3 personas)
19037,1,1,1,1,1,2,2,De gas con deposito,Nuevo,Cada año,De 38 a 40 litros (hasta 2 personas)
19038,1,1,2,0,1,10,4,De gas de rápida recuperación,Nuevo,No le da mantenimiento,
19039,1,1,1,1,1,8,1,De gas con deposito,Nuevo,Cada 6 meses,De 38 a 40 litros (hasta 2 personas)
19040,1,1,1,4,1,8,4,De gas con deposito,Nuevo,No le da mantenimiento,De 90 a 110 litros (hasta 6 personas)
19041,1,1,5,1,1,10,3,Eléctrico con depósito,Nuevo,Cada 2 años,De 38 a 40 litros (hasta 2 personas)
