folio,foliohog,id_cagua,cagua_tipo,cagua_capa,cagua_adqu,cagua_anio,cagua_mant
6915,1,1,1,1,2,10,4
6917,1,1,1,3,1,12,1
6918,1,1,3, ,1,2,1
6919,1,1,1,3,1,15,4
6920,1,1,1,1,2,10,4
6921,1,1,6,1,2,3,4
6923,1,1,1,2,2,99,4
6924,1,1,3, ,2,2,4
6925,1,1,1,1,1,4,1
6926,1,1,1,1,1,10,1
6927,1,1,1,1,1,1,4
6929,1,1,6,1,2,20,4
6931,1,1,3, ,1,2,4
6932,1,1,7,9,1,3,4
6934,1,1,3, ,1,1,4
6934,1,2,3, ,1,9,4
6936,1,1,1,1,1,17,1
6938,1,1,1,9,1,8,4
6939,1,1,1,1,2,3,1
6940,1,1,3, ,1,2,4
6940,1,2,7,5,1,1,4
6941,1,1,3, ,1,5,4
6943,1,1,2, ,1,3,2
6944,1,1,1,1,2,1,4
6945,1,1,1,3,1,6,2
6946,1,1,3, ,1,2,4
6947,1,1,8,1,1,4,4
6948,1,1,1,1,1,1,1
6948,1,2,7,9,1,2,1
6949,1,1,8,1,2,2,4
6950,1,1,1,2,1,5,2
6951,1,1,1,1,1,9,2
6952,1,1,3, ,1,1,4
6953,1,1,1,9,1,5,1
6954,1,1,6,9,1,1,4
6955,1,1,1,3,1,18,4
6956,1,1,3, ,1,3,4
6958,1,1,8,1,2,5,4
6959,1,1,8,9,1,99,4
6960,1,1,1,3,1,12,4
6961,1,1,6,1,1,1,4
6962,1,1,1,9,1,2,1
6963,1,1,6,9,2,15,2
6964,1,1,4, ,1,7,4
6964,1,2,1,1,1,10,4
6965,1,1,4, ,1,3,4
6966,1,1,1,2,2,8,4
6967,1,1,1,3,1,30,4
6968,1,1,1,3,1,10,4
6969,1,1,1,6,1,6,4
6970,1,1,1,9,1,10,4
6971,1,1,1,3,1,10,4
6972,1,1,1,3,1,15,4
6973,1,1,1,3,1,3,4
6974,1,1,1,6,1,10,4
6975,1,2,1,1,1,2,4
6975,1,1,1,5,1,5,4
6976,1,1,3, ,2,3,4
6977,1,1,1,3,1,15,2
6978,1,1,1,6,2,15,2
6979,1,1,1,3,1,7,4
6982,1,1,7,9,1,5,4
6985,1,1,7,9,1,4,4
6986,1,1,7,9,1,5,4
6988,1,1,1,9,1,12,2
6989,1,1,7,6,1,5,4
6999,1,1,6,3,1,10,4
7000,1,1,6,4,2,2,4
7001,1,1,3, ,1,1,4
7003,1,1,1,9,1,15,4
7004,1,1,1,4,2,5,2
7005,1,1,6,9,2,2,4
7007,1,1,6,2,2,15,4
7009,1,1,6,2,2,1,4
7011,1,1,1,1,2,4,4
7029,1,1,1,2,1,20,4
7030,1,1,1,1,1,2,4
7037,1,1,6,9,1,3,1
7044,1,1,6,9,1,2,4
7045,1,1,6,9,2,1,4
7046,1,1,6,9,2,3,4
7047,1,1,6,3,2,2,4
7048,1,1,6,3,1,5,4
7049,1,1,6,2,1,4,4
7050,1,1,7,2,1,4,1
7051,1,1,7,5,1,4,4
7052,1,1,6,9,2,5,4
7053,1,1,6,1,1,9,4
7054,1,1,6,9,1,10,4
7055,1,1,6,9,2,1,4
7056,1,1,6,9,1,8,4
7057,1,1,6,9,1,11,4
7058,1,1,6,2,1,15,4
7059,1,1,6,2,1,3,4
7060,1,1,1,9,1,1,4
7061,1,1,6,9,1,8,4
7063,1,1,6,2,1,3,4
7064,1,1,1,1,2,8,4
7065,1,1,6,2,1,10,4
7068,1,1,2, ,1,1,1
7069,1,1,6,9,2,5,4
7070,1,1,1,3,1,12,4
7073,1,1,6,1,2,2,4
7076,1,1,6,1,1,3,4
7077,1,1,6,9,1,1,4
7078,1,1,7,9,1,2,4
7079,1,1,3, ,1,1,4
7085,1,1,2, ,1,6,2
7086,1,1,3, ,1,13,4
7087,1,1,3, ,1,5,2
7088,1,1,2, ,1,1,4
7089,1,1,3, ,1,1,4
7090,1,1,3, ,1,5,1
7092,1,1,7,6,1,99,4
7097,1,1,1,1,1,25,1
7098,1,1,4, ,1,1,4
7099,1,1,1,9,1,99,4
7100,1,1,3, ,1,1,1
7101,1,1,1,1,1,13,2
7102,1,1,3, ,1,10,1
7103,1,1,1,1,1,7,4
7105,1,1,1,1,1,15,4
7107,1,1,1,1,1,4,1
7108,1,1,1,9,1,6,1
7109,1,1,4, ,1,2,1
7110,1,1,1,1,1,4,1
7111,1,1,1,1,1,1,4
7112,1,1,3, ,1,4,4
7113,1,1,3, ,1,7,4
7114,1,1,4, ,1,5,3
7115,1,1,1,1,1,5,2
7116,1,1,4, ,1,5,4
7117,1,1,1,3,1,25,4
7118,1,1,1,1,1,1,1
7121,1,1,1,1,1,20,2
7122,1,1,1,1,1,40,3
7124,1,1,1,1,2,35,2
7125,1,1,2, ,1,8,2
7126,1,1,1,4,1,8,2
7127,1,1,1,2,1,1,4
7128,1,1,1,1,2,20,4
7130,1,1,3, ,1,2,2
7131,1,1,1,3,1,7,3
7132,1,1,1,4,1,6,4
7133,1,1,1,3,1,15,1
7134,1,1,1,1,1,7,1
7135,1,1,3, ,1,5,1
7136,1,1,1,1,1,5,1
7137,1,1,3, ,1,2,4
7138,1,1,1,1,1,5,4
7139,1,1,3, ,1,3,1
7140,1,1,2, ,1,4,2
7141,1,1,3, ,1,3,1
7142,1,1,1,2,1,99,4
7143,1,1,1,1,1,25,1
7145,1,1,3, ,1,15,2
7146,1,1,3, ,1,3,2
7148,1,1,1,2,1,40,3
7149,1,1,1,1,1,12,3
7150,1,1,1,1,1,30,3
7151,1,1,1,1,1,25,3
7152,1,1,3, ,1,3,4
7153,1,1,1,2,1,5,2
7154,1,1,1,3,1,1,4
7155,1,1,2, ,2,1,4
7156,1,1,3, ,1,2,2
7157,1,3,3, ,1,99,1
7157,1,2,3, ,1,3,1
7157,1,1,1,1,1,99,1
7159,1,2,1,2,1,10,1
7159,1,1,1,2,1,10,1
7161,1,1,2, ,1,4,1
7162,1,1,3, ,1,10,4
7163,1,2,2, ,1,1,1
7163,1,1,2, ,1,1,1
7167,1,1,1,1,1,5,4
7168,1,1,3, ,1,4,1
7169,1,1,1,1,2,5,2
7170,1,1,1,1,2,18,1
7172,1,1,1,2,1,10,4
7173,1,1,1,2,2,15,4
7174,1,1,3, ,1,3,4
7175,1,1,1,3,1,1,4
7176,1,1,1,2,1,5,4
7177,1,1,1,1,1,3,2
7178,1,1,1,1,1,22,2
7179,1,1,1,1,2,8,4
7180,1,1,2, ,2,1,4
7181,1,1,2, ,1,4,1
7182,1,1,1,1,1,3,2
7183,1,1,3, ,1,5,2
7184,1,1,2, ,1,3,2
7185,1,1,2, ,1,2,1
7186,1,1,3, ,1,2,2
7187,1,1,1,1,1,20,1
7188,1,1,3, ,2,99,4
7189,1,1,3, ,1,4,4
7190,1,1,1,2,2,13,4
7191,1,1,2, ,1,3,3
7194,1,1,1,1,1,10,1
7195,1,1,1,1,1,10,4
7196,1,1,1,3,1,3,1
7200,1,1,1,1,1,4,4
7202,1,1,2, ,1,1,4
7203,1,1,1,1,1,1,4
7204,1,1,1,1,1,10,2
7205,1,1,2, ,1,3,1
7206,1,1,1,2,1,5,3
7207,1,1,1,3,2,1,4
7208,1,1,1,1,1,12,2
7209,1,1,1,1,1,99,4
7210,1,1,3, ,1,1,4
7211,1,1,1,1,1,2,1
7212,1,1,1,1,1,8,3
7214,1,1,1,1,1,6,1
7216,1,1,3, ,1,10,1
7218,1,1,3, ,1,3,2
7219,1,1,1,1,1,20,2
7221,1,1,2, ,1,1,4
7223,1,2,2, ,1,2,4
7223,1,1,2, ,1,3,3
7224,1,1,1,1,2,99,4
7225,1,1,1,3,1,15,4
7226,1,1,1,1,1,4,4
7227,1,1,3, ,1,20,1
7228,1,1,1,3,1,10,1
7229,1,1,3, ,1,1,4
7230,1,1,3, ,1,1,4
7234,1,1,1,2,1,22,1
7236,1,1,1,3,1,10,4
7239,1,1,1,1,1,3,1
7240,1,1,1,2,1,10,2
7242,1,1,1,3,1,8,4
7243,1,1,3, ,1,1,4
7244,1,1,1,3,1,6,4
7245,1,1,3, ,1,50,1
7246,1,1,1,2,1,99,2
7247,1,1,1,1,1,10,2
7248,1,1,3, ,1,1,4
7249,1,1,1,1,1,4,3
7250,1,3,3, ,1,1,4
7250,1,2,3, ,1,1,4
7250,1,1,2, ,1,1,4
7251,1,1,3, ,1,1,2
7252,1,1,1,1,1,15,4
7253,1,1,3, ,1,2,2
7253,1,2,3, ,1,1,2
7254,1,1,7,5,1,5,2
7255,1,1,1,2,1,15,4
7256,1,1,2, ,1,2,2
7257,1,1,1,1,1,1,4
7258,1,1,1,2,1,15,2
7259,1,1,3, ,1,2,1
7260,1,1,1,1,1,6,4
7262,1,1,3, ,1,1,4
7264,1,1,1,4,1,15,2
7265,1,1,7,5,1,4,1
7266,1,1,1,2,1,6,4
7267,1,1,3, ,1,3,2
7268,1,1,1,5,1,25,2
7269,1,1,3, ,1,5,2
7270,1,1,1,3,1,13,2
7271,1,1,1,1,1,12,1
7272,1,1,1,1,1,6,2
7273,1,1,1,1,1,2,4
7274,1,1,2, ,1,1,4
7275,1,1,2, ,1,8,1
7277,1,1,7,2,1,6,4
7278,1,1,3, ,1,3,4
7284,1,1,3, ,1,2,2
7285,1,1,2, ,1,3,4
7286,1,1,3, ,1,1,4
7287,1,1,1,1,1,6,4
7288,1,1,1,2,1,6,4
7289,1,1,3, ,1,7,4
7291,1,1,2, ,1,5,2
7293,1,1,2, ,1,3,2
7298,1,1,3, ,1,1,4
7299,1,1,3, ,1,2,4
7300,1,1,2, ,1,6,1
7301,1,1,1,2,1,10,2
7302,1,1,1,1,1,5,4
7303,1,1,1,1,2,3,1
7304,1,1,1,1,1,10,1
7305,1,1,3, ,1,1,2
7307,1,1,1,9,2,20,4
7308,1,1,2, ,1,2,4
7309,1,1,2, ,1,1,4
7311,1,1,2, ,1,8,2
7312,1,1,3, ,2,1,4
7313,1,1,1,1,1,7,3
7314,1,1,1,2,1,3,1
7315,1,1,1,3,1,5,3
7316,1,1,2, ,1,2,4
7317,1,1,3, ,1,4,1
7318,1,1,1,1,1,8,2
7319,1,1,1,1,1,17,4
7322,1,1,1,1,1,3,1
7323,1,1,3, ,1,4,4
7324,1,1,3, ,1,5,2
7326,1,1,1,1,1,12,3
7327,1,1,2, ,1,3,4
7328,1,1,1,2,2,1,4
7329,1,1,3, ,1,5,3
7330,1,1,1,1,1,10,2
7332,1,2,1,1,1,5,4
7332,1,1,7,2,1,7,4
7333,1,1,3, ,1,4,1
7334,1,1,1,1,1,8,2
7336,1,1,3, ,1,1,2
7337,1,1,1,1,1,15,2
7338,1,1,2, ,1,99,4
7339,1,2,2, ,1,15,2
7339,1,1,1,1,1,10,3
7340,1,1,1,1,1,99,4
7341,1,1,2, ,2,6,4
7342,1,1,1,1,2,99,4
7343,1,1,3, ,1,1,4
7345,1,1,1,1,1,8,2
7346,1,1,1,1,1,99,4
7347,1,1,3, ,1,1,4
7350,1,1,3, ,1,10,4
7351,1,1,3, ,1,4,2
7352,1,1,1,1,1,2,4
7353,1,1,1,1,1,4,1
7354,1,1,1,1,1,6,2
7355,1,1,2, ,1,2,4
7356,1,1,1,1,1,20,2
7357,1,1,1,1,1,5,1
7359,1,1,3, ,1,5,4
7360,1,1,3, ,2,20,1
7361,1,1,3, ,1,1,4
7363,1,1,1,1,1,2,1
7365,1,1,3, ,2,6,3
7367,1,1,1,2,1,15,2
7368,1,1,2, ,1,10,4
7369,1,1,2, ,1,1,1
7369,1,2,1,4,1,10,4
7370,1,1,1,1,1,3,4
7372,1,1,2, ,1,3,4
7374,1,1,1,2,1,2,1
7376,1,1,1,9,1,10,2
7377,1,1,2, ,1,7,1
7378,1,1,1,4,2,10,1
7379,1,1,1,1,1,1,1
7380,1,1,1,1,1,10,4
7381,1,1,1,1,1,3,2
7382,1,1,3, ,1,5,1
7384,1,1,3, ,1,1,4
7385,1,1,1,1,1,3,4
7386,1,1,1,1,1,5,4
7387,1,1,3, ,1,2,4
7388,1,1,1,1,1,7,1
7389,1,1,2, ,1,4,1
7391,1,1,2, ,1,1,4
7392,1,1,3, ,1,1,4
7394,1,1,3, ,1,2,1
7395,1,1,1,1,1,12,2
7397,1,1,3, ,1,2,4
7398,1,1,1,1,1,5,4
7399,1,1,3, ,1,4,2
7401,1,1,1,1,1,11,4
7402,1,1,3, ,1,1,4
7404,1,3,1,1,1,2,1
7404,1,2,1,1,1,2,1
7404,1,1,3, ,1,6,1
7405,1,1,1,1,1,1,4
7406,1,1,1,1,1,7,1
7408,1,1,1,1,1,12,1
7409,1,1,1,1,1,1,4
7413,1,1,4, ,1,8,1
7414,1,1,1,1,1,4,2
7415,1,1,1,1,1,12,1
7416,1,1,2, ,1,10,4
7418,1,1,1,3,1,5,2
7419,1,1,1,1,2,3,1
7420,1,1,1,2,1,20,2
7422,1,1,7,1,1,1,4
7423,1,1,1,1,1,10,1
7424,1,1,2, ,2,8,4
7426,1,1,7,2,1,3,4
7428,1,1,3, ,1,10,2
7430,1,1,1,1,1,8,3
7431,1,1,2, ,1,15,4
7433,1,1,2, ,1,10,4
7434,1,1,1,1,1,20,4
7435,1,1,1,3,2,15,4
7436,1,1,2, ,1,1,4
7437,1,1,2, ,1,1,4
7438,1,1,3, ,1,3,4
7439,1,1,1,1,1,10,1
7440,1,1,2, ,1,1,4
7442,1,1,3, ,1,14,1
7443,1,1,1,3,1,5,2
7447,1,1,7,3,1,1,1
7448,1,1,1,1,1,1,4
7449,1,1,2, ,1,4,2
7450,1,1,7,3,1,2,4
7455,1,1,3, ,1,5,4
7458,1,1,1,1,1,22,1
7460,1,1,4, ,1,1,1
7462,1,1,3, ,1,1,4
7463,1,1,3, ,1,5,1
7465,1,1,1,1,1,4,1
7467,1,1,1,1,2,4,1
7468,1,1,1,1,1,15,1
7469,1,1,1,3,1,3,4
7470,1,1,1,1,1,4,1
7471,1,1,2, ,1,2,1
7472,1,1,7,5,1,3,4
7474,1,1,1,1,1,10,2
7475,1,1,3, ,1,5,4
7476,1,1,2, ,1,7,3
7477,1,1,2, ,1,5,1
7481,1,1,1,1,1,3,1
7482,1,1,1,1,1,2,2
7484,1,1,2, ,1,3,4
7486,1,1,7,2,1,3,2
7487,1,2,7,1,1,2,4
7487,1,1,3, ,1,8,4
7489,1,1,1,1,1,15,4
7490,1,1,1,1,1,6,2
7491,1,1,2, ,1,6,2
7492,1,1,3, ,1,1,4
7495,1,1,1,2,1,12,1
7496,1,1,1,1,2,99,4
7497,1,1,1,1,1,7,1
7503,1,1,2, ,1,1,4
7504,1,1,3, ,1,1,4
7505,1,1,3, ,1,3,1
7507,1,1,3, ,2,99,1
7508,1,1,3, ,1,1,4
7509,1,1,3, ,1,5,2
7511,1,1,1,1,1,20,4
7512,1,1,1,2,1,15,4
7515,1,1,3, ,2,20,2
7516,1,1,1,1,2,5,2
7519,1,1,3, ,1,4,2
7522,1,1,1,1,1,6,1
7524,1,1,2, ,1,10,4
7525,1,1,1,1,2,2,1
7526,1,1,1,1,1,17,1
7527,1,1,2, ,1,7,3
7529,1,1,1,3,1,15,3
7530,1,1,1,2,1,4,2
7535,1,1,2, ,1,5,1
7536,1,1,3, ,1,1,4
7539,1,1,2, ,1,3,1
7540,1,1,3, ,1,10,3
7541,1,1,3, ,1,1,4
7542,1,1,3, ,1,8,4
7543,1,1,4, ,1,1,4
7544,1,1,2, ,1,9,4
7545,1,1,3, ,1,2,1
7547,1,1,1,2,1,20,1
7548,1,1,3, ,2,1,4
7549,1,1,2, ,1,2,4
7551,1,1,3, ,1,2,4
7552,1,1,2, ,1,2,1
7553,1,2,2, ,1,10,2
7553,1,1,1,1,1,1,4
7554,1,1,1,2,1,35,1
7555,1,1,1,1,2,10,4
7556,1,1,1,9,1,10,4
7557,1,1,3, ,1,15,1
7558,1,1,3, ,1,2,4
7559,1,1,3, ,1,9,2
7560,1,1,3, ,1,3,4
7561,1,1,1,1,1,12,1
7562,1,1,4, ,1,2,1
7563,1,1,2, ,1,5,4
7564,1,1,7,2,1,6,2
7565,1,1,7,4,1,4,1
7566,1,1,3, ,1,1,2
7567,1,1,3, ,2,1,4
7568,1,1,1,1,2,1,4
7569,1,1,3, ,1,4,2
7570,1,1,1,1,1,10,4
7571,1,1,1,9,1,7,2
7572,1,1,1,1,2,15,4
7573,1,1,1,3,1,10,3
7574,1,1,1,1,2,5,1
7575,1,1,1,2,1,30,1
7576,1,1,1,1,2,20,2
7577,1,1,2, ,1,5,3
7578,1,1,3, ,1,2,2
7580,1,1,1,3,2,99,4
7581,1,1,2, ,1,3,1
7582,1,1,2, ,1,4,1
7583,1,1,1,1,2,5,4
7584,1,1,3, ,1,10,4
7585,1,1,4, ,1,1,4
7586,1,1,1,1,2,22,1
7587,1,1,3, ,1,4,4
7588,1,1,2, ,2,10,2
7589,1,1,7,9,1,1,4
7590,1,1,2, ,1,3,4
7591,1,1,1,1,1,2,2
7592,1,1,3, ,1,3,4
7593,1,1,1,1,1,12,2
7594,1,1,3, ,1,1,4
7595,1,1,1,1,2,5,2
7596,1,1,1,1,1,3,2
7597,1,1,1,4,2,6,4
7598,1,1,2, ,1,5,2
7599,1,1,1,1,1,1,4
7600,1,1,2, ,1,1,1
7601,1,1,1,1,1,7,4
7602,1,1,1,1,1,2,4
7603,1,1,4, ,1,1,1
7604,1,1,2, ,1,6,4
7605,1,1,2, ,1,3,1
7606,1,1,3, ,1,1,4
7607,1,1,2, ,1,3,1
7608,1,1,1,9,2,3,4
7609,1,1,1,2,1,11,4
7610,1,1,3, ,1,2,1
7611,1,1,7,3,1,3,4
7612,1,1,2, ,1,8,2
7613,1,1,1,1,2,5,4
7614,1,1,1,2,1,30,4
7615,1,1,1,1,1,10,2
7616,1,1,1,1,2,20,3
7617,1,1,1,2,1,10,4
7619,1,1,3, ,1,1,4
7621,1,1,3, ,1,1,4
7622,1,1,1,1,1,12,2
7627,1,1,3, ,1,5,1
7628,1,1,2, ,1,10,2
7630,1,1,7,4,1,6,2
7632,1,1,1,1,1,5,4
7633,1,1,3, ,1,1,4
7634,1,1,3, ,1,1,4
7635,1,1,3, ,2,5,1
7636,1,1,2, ,1,1,4
7638,1,1,3, ,1,3,2
7640,1,1,1,1,2,2,4
7641,1,1,3, ,1,3,2
7643,1,1,2, ,1,5,4
7644,1,1,3, ,2,1,4
7648,1,1,1,1,2,5,2
7649,1,1,3, ,2,2,1
7650,1,1,1,1,1,6,1
7651,1,1,1,1,1,1,4
7652,1,1,1,1,1,5,2
7653,1,1,1,3,1,3,4
7654,1,1,2, ,1,3,1
7655,1,1,3, ,1,3,2
7656,1,1,1,9,2,15,1
7657,1,1,2, ,1,2,1
7659,1,1,2, ,1,1,4
7660,1,1,2, ,1,99,4
7661,1,1,2, ,1,1,1
7662,1,1,1,1,2,1,4
7663,1,1,3, ,1,3,2
7664,1,1,1,1,1,15,4
7664,1,2,1,1,1,15,4
7665,1,1,1,2,1,11,4
7666,1,1,5,2,2,10,3
7668,1,1,2, ,1,2,1
7669,1,1,1,1,2,99,4
7670,1,1,3, ,1,4,4
7672,1,1,1,1,1,4,1
7673,1,1,1,1,2,3,4
7675,1,1,1,3,1,14,2
7676,1,1,1,1,1,2,4
7677,1,1,4, ,1,3,2
7678,1,1,2, ,2,10,1
7679,1,1,2, ,2,1,2
7680,1,1,3, ,1,2,2
7681,1,1,3, ,1,1,4
7682,1,1,3, ,1,3,4
7683,1,1,1,2,1,20,4
7684,1,1,3, ,1,1,4
7685,1,1,2, ,1,99,4
7688,1,1,3, ,1,7,2
7689,1,1,3, ,1,15,4
7690,1,1,3, ,1,5,4
7691,1,1,1,1,1,28,2
7694,1,1,2, ,1,15,2
7695,1,1,1,1,1,5,2
7695,1,2,4, ,1,8,2
7696,1,1,1,3,2,20,1
7697,1,1,1,1,1,40,1
7698,1,1,7,1,1,7,1
7699,1,1,2, ,1,4,1
7700,1,1,7,9,1,1,4
7701,1,1,2, ,2,3,2
7703,1,1,1,1,1,7,2
7704,1,1,2, ,1,12,3
7706,1,1,3, ,1,3,1
7707,1,1,3, ,1,5,4
7709,1,1,1,1,1,3,4
7711,1,1,1,3,1,6,2
7712,1,1,1,1,1,1,2
7717,1,1,1,1,1,5,1
7717,1,2,7,1,1,3,4
7719,1,1,6,1,1,15,1
7721,1,1,2, ,1,2,1
7723,1,1,3, ,1,8,3
7724,1,1,1,1,1,25,2
7726,1,1,1,3,1,5,1
7727,1,1,1,2,1,6,4
7728,1,1,1,1,1,20,4
7729,1,1,3, ,1,2,4
7730,1,1,1,1,1,13,1
7731,1,1,1,1,1,22,3
7733,1,1,2, ,1,1,4
7735,1,1,5,1,1,2,2
7737,1,1,5,9,1,3,4
7738,1,1,2, ,1,15,4
7741,1,1,2, ,1,2,1
7743,1,1,3, ,1,10,1
7748,1,1,1,1,1,12,3
7752,1,1,1,1,2,3,4
7753,1,2,3, ,1,3,4
7753,1,1,3, ,1,3,4
7754,1,1,1,3,2,12,4
7755,1,1,3, ,1,8,2
7756,1,1,3, ,2,1,4
7757,1,1,1,5,1,15,4
7758,1,1,1,1,1,5,1
7759,1,1,2, ,1,3,1
7760,1,1,3, ,1,10,4
7761,1,1,2, ,1,2,1
7762,1,1,2, ,1,2,4
7763,1,1,5,1,1,1,4
7764,1,1,2, ,2,4,4
7765,1,1,1,1,1,1,4
7766,1,1,3, ,2,4,2
7767,1,1,1,1,1,99,3
7769,1,1,1,1,2,99,2
7770,1,1,3, ,1,6,1
7771,1,1,2, ,1,5,4
7772,1,1,3, ,2,2,4
7773,1,1,3, ,1,99,2
7774,1,1,1,1,1,9,4
7775,1,1,1,1,1,35,2
7776,1,1,3, ,2,1,1
7777,1,1,1,3,1,15,2
7778,1,1,2, ,1,9,4
7779,1,1,1,1,1,1,1
7780,1,1,1,1,1,1,4
7781,1,1,1,3,2,15,2
7782,1,1,2, ,1,2,1
7783,1,1,1,1,2,3,4
7784,1,1,1,1,1,10,4
7785,1,1,1,1,1,10,2
7786,1,1,1,1,1,3,4
7787,1,1,1,1,1,10,2
7788,1,1,3, ,1,1,4
7789,1,1,1,1,2,6,4
7790,1,1,1,1,2,99,4
7791,1,1,2, ,2,99,2
7792,1,1,4, ,1,1,4
7793,1,1,3, ,1,10,1
7794,1,1,1,2,2,20,4
7795,1,1,3, ,1,1,4
7796,1,1,1,1,2,10,2
7797,1,1,1,1,1,99,3
7798,1,1,1,9,2,99,4
7799,1,1,1,1,1,20,2
7800,1,1,3, ,1,10,4
7801,1,1,3, ,1,10,4
7802,1,1,3, ,1,3,4
7803,1,1,3, ,1,2,4
7805,1,1,1,1,1,10,1
7806,1,1,3, ,1,1,4
7807,1,1,3, ,1,99,4
7808,1,1,2, ,1,3,4
7809,1,1,3, ,1,3,1
7810,1,1,3, ,1,1,4
7811,1,1,1,2,2,10,2
7813,1,1,1,2,1,3,4
7814,1,1,3, ,1,1,4
7815,1,1,3, ,1,8,2
7816,1,1,1,1,1,20,1
7818,1,1,1,1,1,1,4
7819,1,1,1,1,1,2,4
7820,1,1,1,1,2,99,2
7821,1,1,1,1,1,7,4
7822,1,1,3, ,1,2,2
7824,1,1,2, ,1,10,2
7825,1,1,1,2,1,50,4
7826,1,1,1,2,2,1,4
7827,1,1,3, ,1,10,2
7828,1,1,1,2,2,5,4
7829,1,1,4, ,2,3,4
7830,1,1,2, ,1,8,4
7831,1,1,3, ,1,4,4
7832,1,1,3, ,1,8,1
7833,1,1,1,2,1,99,2
7834,1,1,3, ,1,3,4
7835,1,1,3, ,1,5,2
7837,1,1,1,1,2,2,4
7838,1,1,3, ,1,5,2
7839,1,1,1,9,1,20,2
7840,1,1,3, ,2,2,4
7841,1,1,3, ,1,10,2
7843,1,1,3, ,1,8,2
7844,1,1,1,1,1,14,2
7845,1,1,1,1,1,15,4
7846,1,1,1,2,1,15,4
7847,1,1,1,1,1,32,1
7848,1,1,3, ,1,15,4
7849,1,1,7,2,1,1,4
7850,1,1,1,1,2,8,2
7851,1,1,3, ,1,15,2
7853,1,1,3, ,1,1,4
7854,1,1,2, ,1,10,3
7855,1,1,2, ,1,12,1
7856,1,1,1,1,2,2,3
7857,1,1,3, ,2,5,1
7858,1,1,1,1,1,99,2
7861,1,1,3, ,1,1,4
7862,1,1,3, ,1,1,4
7864,1,1,3, ,1,1,4
7865,1,1,1,1,1,3,4
7866,1,1,3, ,1,3,1
7868,1,1,2, ,1,2,1
7868,1,2,7,1,1,3,4
7869,1,1,1,1,1,6,1
7870,1,1,1,2,1,15,4
7872,1,1,3, ,1,7,2
7874,1,1,3, ,1,10,2
7875,1,1,3, ,1,6,4
7876,1,1,1,9,1,1,4
7877,1,1,2, ,1,1,4
7878,1,1,2, ,2,15,4
7879,1,1,7,9,1,4,4
7880,1,1,4, ,1,10,1
7883,1,1,3, ,1,1,4
7885,1,1,1,9,1,20,3
7886,1,1,1,1,1,13,1
7887,1,1,1,1,1,23,3
7890,1,1,3, ,2,1,4
7893,1,1,6,2,2,6,2
7896,1,1,1,4,1,7,4
7897,1,1,2, ,2,99,4
7901,1,1,1,3,2,3,4
7902,1,1,1,1,1,25,4
7903,1,1,3, ,1,2,4
7907,1,1,1,3,1,15,4
7908,1,1,1,9,1,15,3
7909,1,1,3, ,1,5,2
7911,1,1,1,1,1,15,2
7913,1,1,1,1,2,7,4
7914,1,1,1,1,1,14,4
7915,1,1,1,1,1,5,1
7916,1,1,3, ,1,2,1
7917,1,1,1,1,1,10,2
7918,1,1,1,1,1,10,1
7919,1,1,1,2,1,35,1
7920,1,1,3, ,1,10,4
7921,1,1,3, ,1,10,4
7926,1,1,1,9,1,3,1
7927,1,1,6,1,2,1,1
7930,1,1,3, ,1,6,4
7932,1,1,7,1,1,3,4
7933,1,1,1,1,1,8,3
7934,1,1,2, ,1,2,4
7952,1,1,3, ,1,3,4
7953,1,1,3, ,1,1,4
7954,1,1,7,3,1,3,4
7956,1,1,2, ,1,10,4
7957,1,1,1,1,1,6,4
7958,1,1,1,1,2,99,4
7959,1,1,1,3,1,6,4
7960,1,1,1,4,1,6,4
7963,1,1,1,9,1,99,4
7964,1,1,3, ,1,1,4
7968,1,1,2, ,1,99,4
7969,1,1,4, ,1,1,1
7970,1,1,6,2,1,1,4
7971,1,1,1,3,1,12,2
7972,1,1,7,3,1,1,4
7974,1,1,6,9,1,20,2
7975,1,1,1,3,2,99,4
7976,1,1,1,9,1,99,4
7977,1,1,1,1,1,20,1
7978,1,1,2, ,1,3,2
7979,1,1,1,2,2,50,3
7980,1,1,1,2,1,8,2
7981,1,1,1,6,1,35,3
7982,1,1,3, ,1,3,1
7984,1,1,6,1,2,20,2
7985,1,1,6,1,2,99,4
7986,1,1,1,2,1,30,4
7987,1,1,1,4,2,4,4
7988,1,1,3, ,1,4,4
7990,1,1,3, ,1,30,4
7991,1,1,3, ,1,1,4
7992,1,1,2, ,1,6,4
7993,1,1,6,2,1,1,4
7997,1,1,1,3,1,99,4
7998,1,1,7,9,1,15,3
7999,1,1,7,9,1,1,1
8000,1,1,7,9,1,2,3
8001,1,1,7,4,1,99,2
8002,1,1,1,1,1,30,4
8003,1,1,1,1,2,10,2
8004,1,1,1,1,2,99,4
8006,1,1,3, ,1,1,4
8007,1,1,6,9,2,99,4
8008,1,1,6,1,1,15,4
8010,1,1,3, ,1,3,3
8011,1,1,1,2,1,20,1
8012,1,1,1,5,1,3,1
8013,1,1,1,2,1,10,4
8015,1,1,1,2,1,10,1
8016,1,1,3, ,1,1,4
8019,1,1,7,6,1,1,2
8020,1,1,1,9,1,3,4
8021,1,2,7,6,1,1,4
8021,1,1,1,9,1,10,4
8022,1,1,1,9,1,99,3
8023,1,1,1,1,1,15,2
8025,1,1,1,1,1,7,2
8027,1,1,7,3,2,99,4
8028,1,1,3, ,1,1,2
