folio,foliohog,id_cagua,cagua_tipo,cagua_capa,cagua_adqu,cagua_anio,cagua_mant
12308,1,1,7,3,1,5,4
12309,1,1,7,1,1,5,4
12310,1,1,7,4,1,2,4
12311,1,1,7,2,1,2,4
12312,1,1,2, ,1,3,1
12313,1,1,1,1,1,4,4
12314,1,1,1,1,1,1,1
12317,1,1,7,3,1,10,1
12319,1,1,1,2,1,20,4
12320,1,1,1,1,1,5,4
12321,1,1,7,2,1,1,4
12322,1,1,7,2,1,3,4
12323,1,1,1,1,1,15,1
12324,1,1,1,9,2,99,4
12325,1,1,1,1,1,12,4
12327,1,1,7,4,1,2,2
12329,1,1,7,3,1,6,2
12330,1,1,7,9,1,1,4
12331,1,1,7,3,1,5,4
12332,1,1,7,3,1,5,1
12333,1,1,7,4,1,6,2
12334,1,1,7,6,1,15,4
12336,1,1,7,3,1,1,4
12337,1,1,1,3,1,1,1
12338,1,1,7,5,1,10,4
12342,1,1,7,4,1,3,4
12344,1,1,7,4,1,10,4
12346,1,1,7,4,1,14,4
12347,1,1,7,4,1,6,2
12349,1,1,7,2,1,3,4
12350,1,1,7,4,1,3,4
12352,1,1,7,4,1,5,4
12353,1,1,7,4,1,5,4
12354,1,1,7,4,1,1,4
12357,1,1,7,3,1,10,4
12360,1,1,7,2,1,8,1
12361,1,1,7,4,1,15,4
12363,1,1,6,4,2,8,1
12370,1,1,1,2,1,10,2
12373,1,1,7,4,1,1,4
12374,1,1,7,4,1,3,2
12383,1,1,7,2,1,1,4
12384,1,1,7,2,1,2,1
12386,1,1,6,2,1,9,4
12387,1,1,6,2,1,4,4
12389,1,1,6,2,1,5,4
12390,1,1,7,2,1,1,4
12393,1,1,7,3,1,2,2
12417,1,1,1,4,1,8,4
12419,1,1,7,6,1,1,4
12420,1,1,7,9,1,1,4
12421,1,1,7,3,1,3,4
12424,1,1,7,4,1,1,4
12426,1,1,7,4,1,5,4
12427,1,1,7,4,1,1,4
12428,1,1,7,5,1,2,2
12429,1,1,7,3,1,6,4
12430,1,1,1,1,1,99,4
12442,1,1,7,3,1,1,4
12448,1,1,6,1,2,4,4
12454,1,1,2, ,1,6,3
12456,1,1,7,2,1,3,4
12458,1,1,3, ,2,4,2
12460,1,1,1,1,1,4,4
12461,1,1,1,1,1,3,4
12463,1,1,2, ,2,5,3
12465,1,1,3, ,1,10,4
12466,1,1,1,3,1,3,2
12468,1,1,1,2,1,7,2
12473,1,1,1,2,1,2,4
12474,1,1,1,1,1,1,1
12475,1,1,1,1,1,15,1
12476,1,1,1,2,1,6,1
12479,1,1,1,1,1,1,4
12480,1,1,3, ,1,2,2
12481,1,1,1,1,1,1,4
12482,1,1,3, ,2,3,4
12484,1,1,1,4,2,2,4
12486,1,1,1,2,1,15,4
12488,1,1,1,2,2,5,4
12490,1,1,1,2,1,20,3
12491,1,1,3, ,1,1,4
12497,1,1,1,1,1,8,1
12500,1,1,1,1,2,4,4
12501,1,1,4, ,1,5,2
12502,1,1,3, ,1,2,2
12503,1,1,2, ,1,4,1
12504,1,1,1,1,1,5,1
12506,1,1,3, ,1,2,1
12507,1,1,3, ,1,6,1
12508,1,1,7,6,1,3,4
12509,1,1,3, ,1,4,2
12509,1,2,7,6,1,2,4
12510,1,1,1,1,2,7,2
12511,1,1,3, ,2,99,4
12512,1,1,1,2,1,15,4
12513,1,1,3, ,1,2,4
12514,1,1,1,1,1,10,1
12515,1,1,1,1,2,12,2
12516,1,1,1,1,1,7,2
12517,1,1,1,1,1,8,4
12518,1,1,3, ,1,3,2
12519,1,1,3, ,1,1,4
12521,1,1,4, ,1,4,4
12522,1,1,4, ,1,4,2
12523,1,1,3, ,1,1,4
12524,1,1,1,2,1,2,4
12525,1,1,1,1,1,1,4
12526,1,1,1,2,1,15,2
12527,1,1,2, ,1,10,2
12528,1,1,1,3,1,10,3
12529,1,1,1,2,1,15,2
12530,1,1,3, ,1,6,2
12531,1,1,1,2,1,8,1
12532,1,1,1,4,1,15,2
12533,1,1,4, ,1,6,4
12534,1,1,7,5,1,2,4
12535,1,1,3, ,1,5,1
12536,1,1,2, ,1,14,3
12538,1,1,3, ,1,1,4
12541,1,1,3, ,1,15,1
12542,1,1,1,1,1,99,4
12543,1,1,2, ,1,99,4
12544,1,1,1,2,1,20,1
12545,1,1,2, ,1,99,4
12549,1,1,2, ,1,10,4
12550,1,1,2, ,1,17,4
12552,1,1,1,1,1,30,4
12554,1,1,1,1,1,9,4
12560,1,1,2, ,1,15,2
12561,1,1,1,1,2,20,4
12563,1,1,1,1,1,7,1
12564,1,1,3, ,1,10,1
12570,1,1,3, ,1,6,4
12571,1,1,2, ,1,5,1
12573,1,1,3, ,1,8,4
12575,1,1,3, ,1,4,4
12577,1,1,3, ,1,1,4
12579,1,1,3, ,1,5,2
12584,1,1,3, ,1,2,4
12585,1,1,2, ,1,7,2
12587,1,1,1,1,1,10,2
12597,1,1,1,1,1,2,1
12599,1,1,1,1,1,7,2
12600,1,1,1,1,1,5,4
12601,1,1,2, ,1,20,1
12602,1,1,4, ,1,3,1
12603,1,1,1,2,1,15,4
12603,1,2,1,4,1,15,4
12604,1,1,1,1,1,3,1
12605,1,1,1,1,1,99,4
12606,1,1,1,4,1,10,4
12607,1,1,1,1,1,3,2
12608,1,1,2, ,1,5,1
12611,1,1,1,1,1,15,4
12612,1,1,1,1,1,7,1
12613,1,1,1,3,1,10,3
12614,1,1,1,4,1,25,4
12615,1,1,1,1,1,10,2
12616,1,1,4, ,2,99,4
12619,1,1,3, ,1,3,1
12621,1,1,1,1,1,8,4
12622,1,1,3, ,1,10,4
12626,1,1,2, ,1,15,2
12627,1,1,2, ,1,99,4
12628,1,1,1,1,1,1,4
12631,1,1,3, ,1,2,1
12632,1,1,1,1,1,3,1
12633,1,1,1,3,1,25,4
12634,1,1,6,1,1,1,4
12635,1,1,2, ,1,3,4
12636,1,1,1,1,1,20,3
12639,1,1,1,1,1,5,3
12642,1,1,1,1,1,99,4
12645,1,1,3, ,1,6,2
12646,1,1,1,2,1,25,1
12647,1,1,3, ,1,8,2
12648,1,1,1,1,1,5,2
12649,1,1,1,3,1,8,2
12650,1,1,1,1,2,15,4
12651,1,1,3, ,1,10,2
12652,1,1,4, ,1,3,4
12653,1,1,4, ,1,1,1
12654,1,1,1,3,1,20,2
12655,1,1,3, ,1,1,4
12656,1,1,3, ,1,2,1
12657,1,1,3, ,1,5,1
12658,1,1,1,1,1,2,2
12659,1,1,3, ,1,2,4
12661,1,1,1,4,1,5,2
12662,1,1,3, ,1,5,4
12663,1,1,1,3,1,10,4
12666,1,1,2, ,1,5,1
12667,1,1,3, ,1,1,4
12668,1,1,1,1,1,2,4
12669,1,1,2, ,1,2,1
12670,1,1,1,1,1,10,4
12674,1,1,1,2,1,3,4
12677,1,1,1,1,1,12,1
12678,1,1,1,1,1,7,1
12684,1,1,7,4,1,2,2
12686,1,1,1,2,1,15,2
12687,1,1,2, ,1,5,1
12694,1,1,4, ,1,1,4
12696,1,1,1,1,1,55,4
12702,1,1,7,3,1,2,4
12703,1,1,3, ,1,10,4
12704,1,1,1,1,2,4,4
12711,1,1,3, ,1,7,3
12714,1,1,3, ,1,1,4
12716,1,1,2, ,1,1,4
12717,1,1,3, ,1,1,4
12718,1,1,2, ,1,15,2
12720,1,1,2, ,1,10,4
12721,1,1,1,1,1,7,1
12724,1,1,7,3,1,3,4
12725,1,1,7,4,1,3,4
12726,1,1,2, ,1,1,4
12727,1,1,1,1,1,10,4
12729,1,1,1,1,1,10,4
12730,1,1,3, ,1,2,4
12739,1,1,2, ,1,99,4
12740,1,1,3, ,1,1,4
12741,1,1,1,1,1,99,4
12742,1,1,1,1,1,15,4
12743,1,1,3, ,1,14,2
12744,1,1,3, ,1,2,4
12746,1,1,1,2,1,5,4
12747,1,1,1,3,2,99,4
12748,1,1,1,3,1,15,4
12750,1,1,3, ,1,12,2
12752,1,1,1,1,1,21,2
12753,1,1,3, ,1,99,4
12755,1,1,1,1,1,10,2
12756,1,1,2, ,1,10,2
12757,1,1,1,3,1,10,3
12758,1,1,2, ,1,4,4
12759,1,1,1,1,2,30,3
12760,1,1,2, ,1,1,1
12761,1,1,2, ,1,2,1
12762,1,1,1,1,1,5,4
12763,1,1,4, ,1,2,4
12764,1,1,1,2,1,20,4
12766,1,1,1,2,1,3,4
12767,1,1,1,2,1,4,1
12769,1,1,4, ,1,5,4
12770,1,1,1,2,1,3,2
12771,1,1,1,2,1,10,2
12772,1,1,1,1,1,15,1
12773,1,1,3, ,1,2,2
12774,1,1,1,1,1,5,1
12775,1,1,3, ,1,3,4
12776,1,1,1,2,1,6,4
12777,1,1,6,3,1,4,4
12780,1,1,1,1,1,20,4
12781,1,1,3, ,1,1,4
12783,1,1,1,1,1,2,1
12786,1,1,3, ,1,5,4
12788,1,1,3, ,1,6,3
12789,1,1,1,3,1,99,4
12791,1,1,1,1,1,20,4
12792,1,1,1,4,1,10,2
12793,1,1,3, ,1,5,2
12794,1,1,1,2,1,20,2
12795,1,1,1,1,1,10,1
12796,1,1,1,2,1,13,3
12802,1,1,1,3,1,6,4
12807,1,1,3, ,1,3,2
12809,1,1,4, ,1,15,2
12810,1,1,3, ,1,8,1
12811,1,1,7,3,1,8,4
12812,1,1,7,3,1,1,1
12816,1,1,1,2,1,13,1
12818,1,1,3, ,2,99,4
12819,1,1,3, ,1,3,4
12820,1,1,1,1,1,5,1
12821,1,1,2, ,1,99,3
12822,1,1,3, ,1,18,3
12823,1,1,3, ,1,1,4
12824,1,1,1,1,2,17,4
12825,1,1,1,1,1,6,4
12826,1,1,3, ,1,1,4
12827,1,1,1,4,1,18,1
12828,1,1,3, ,1,10,4
12833,1,1,1,1,1,2,1
12836,1,1,2, ,1,10,2
12837,1,1,3, ,1,2,1
12839,1,1,2, ,1,4,4
12844,1,1,3, ,1,2,2
12845,1,1,1,1,1,99,4
12846,1,1,2, ,1,10,4
12848,1,1,2, ,1,9,2
12849,1,1,3, ,1,5,2
12850,1,1,1,3,1,10,2
12851,1,1,3, ,2,99,1
12852,1,1,2, ,1,3,4
12853,1,1,3, ,1,3,1
12854,1,1,1,1,1,5,4
12855,1,1,1,1,1,15,2
12856,1,1,1,2,2,20,2
12857,1,1,2, ,1,3,4
12858,1,1,7,3,1,3,4
12864,1,1,1,4,1,7,3
12865,1,1,2, ,1,5,1
12866,1,1,1,3,1,9,1
12867,1,1,3, ,1,10,3
12868,1,1,7,3,1,2,4
12870,1,1,3, ,1,2,4
12873,1,1,1,2,1,6,4
12875,1,1,1,1,1,5,1
12876,1,1,1,3,1,1,4
12877,1,1,3, ,1,5,2
12878,1,1,3, ,1,6,4
12879,1,1,3, ,1,5,4
12880,1,1,2, ,1,1,4
12881,1,1,1,1,1,1,4
12882,1,1,3, ,1,5,4
12883,1,1,3, ,1,7,4
12884,1,1,3, ,1,1,4
12885,1,1,1,1,1,99,4
12886,1,1,1,1,1,10,1
12887,1,1,1,1,1,10,1
12888,1,1,1,1,1,99,4
12889,1,1,1,3,1,13,4
12890,1,1,1,4,1,10,1
12891,1,1,1,1,1,2,1
12892,1,1,3, ,1,10,2
12893,1,1,1,1,1,2,2
12894,1,1,1,1,1,5,1
12895,1,1,1,3,1,19,2
12896,1,1,2, ,1,3,2
12897,1,1,1,3,1,10,4
12898,1,1,2, ,1,15,4
12899,1,1,2, ,1,3,2
12900,1,1,3, ,1,1,4
12901,1,1,3, ,1,5,4
12902,1,1,2, ,1,5,4
12903,1,1,1,3,1,1,1
12904,1,1,1,2,1,12,2
12905,1,1,3, ,1,12,2
12906,1,1,3, ,1,1,4
12907,1,1,3, ,1,1,4
12908,1,1,1,2,1,5,2
12910,1,1,1,2,1,2,2
12912,1,1,3, ,1,20,2
12913,1,1,1,1,1,15,1
12914,1,1,2, ,1,1,4
12915,1,1,1,1,1,15,1
12917,1,1,1,3,1,7,4
12919,1,1,3, ,1,5,2
12920,1,1,1,1,2,30,2
12924,1,1,2, ,1,10,1
12926,1,1,2, ,1,4,2
12927,1,1,7,3,1,4,2
12928,1,1,3, ,1,4,4
12929,1,1,7,2,1,1,4
12930,1,1,3, ,1,2,4
12931,1,1,3, ,1,4,2
12932,1,1,3, ,1,5,2
12933,1,1,3, ,1,8,3
12934,1,1,3, ,1,3,4
12935,1,1,1,3,1,10,1
12936,1,1,1,2,1,6,1
12942,1,1,7,3,1,2,4
12943,1,1,2, ,1,6,4
12944,1,1,3, ,1,1,4
12947,1,1,7,3,1,2,4
12948,1,1,7,2,1,3,4
12949,1,1,2, ,1,6,1
12950,1,1,7,5,1,10,4
12952,1,1,2, ,1,3,4
12953,1,1,1,1,2,99,4
12956,1,1,1,1,1,15,4
12958,1,1,2, ,1,10,3
12959,1,1,1,1,2,10,1
12961,1,1,1,2,1,3,2
12962,1,1,1,2,1,5,1
12963,1,1,1,2,1,4,1
12964,1,1,1,2,1,7,2
12965,1,1,1,2,1,15,3
12967,1,1,3, ,1,4,4
12968,1,1,1,4,1,3,1
12970,1,1,1,1,2,5,4
12971,1,1,3, ,1,1,4
12972,1,1,1,4,1,10,1
12973,1,1,1,2,1,16,4
12974,1,1,1,3,1,12,4
12976,1,1,1,1,1,15,4
12977,1,1,1,2,1,15,1
12978,1,1,3, ,1,3,4
12979,1,1,3, ,1,3,4
12980,1,1,3, ,1,3,4
12981,1,1,1,2,1,20,1
12984,1,1,1,2,1,5,4
12985,1,1,1,3,1,8,3
12986,1,1,1,6,1,15,2
12988,1,1,1,3,1,10,4
12989,1,1,1,4,1,5,4
12990,1,1,1,2,1,10,2
12991,1,1,3, ,1,4,1
12992,1,1,3, ,1,1,4
12993,1,1,7,4,1,1,1
12994,1,1,3, ,1,6,4
12994,1,2,7,3,1,6,4
12995,1,1,1,1,1,1,4
12996,1,1,2, ,1,1,4
12997,1,1,2, ,1,4,4
12999,1,1,1,1,1,4,4
13007,1,1,2, ,1,6,4
13008,1,1,2, ,1,3,4
13010,1,1,7,4,1,3,1
13011,1,1,1,2,1,12,4
13012,1,1,1,1,1,4,1
13016,1,1,1,1,2,12,2
13017,1,1,7,3,1,1,4
13027,1,1,6,3,1,10,4
13028,1,1,7,6,1,4,4
13029,1,1,7,3,1,5,4
13030,1,1,3, ,1,1,4
13031,1,1,7,2,1,1,4
13032,1,1,3, ,1,7,2
13034,1,1,7,2,1,5,4
13035,1,1,7,4,1,2,4
13036,1,1,3, ,1,10,2
13037,1,3,3, ,1,5,2
13037,1,2,3, ,1,5,2
13037,1,1,3, ,1,5,2
13038,1,1,3, ,1,4,4
13039,1,1,3, ,1,9,4
13042,1,1,1,3,1,3,4
13045,1,1,3, ,1,1,4
13046,1,1,1,1,1,5,4
13047,1,1,1,1,1,1,4
13053,1,1,2, ,1,1,4
13055,1,1,6,2,1,1,4
13057,1,1,3, ,1,2,4
13058,1,1,1,1,1,10,1
13059,1,1,1,3,1,10,4
13060,1,1,7,3,1,11,4
13061,1,1,1,3,1,10,1
13062,1,1,1,1,1,10,1
13064,1,1,2, ,1,5,3
13066,1,1,2, ,1,2,1
13067,1,1,1,2,1,10,3
13068,1,1,1,3,1,10,2
13073,1,1,1,1,1,10,1
13074,1,1,1,1,1,10,1
13075,1,1,7,3,1,1,4
13076,1,1,1,2,1,10,1
13077,1,1,1,3,1,4,2
13078,1,1,1,1,1,5,4
13079,1,1,1,2,1,4,2
13080,1,1,3, ,1,8,4
13081,1,1,3, ,1,2,4
13082,1,1,1,1,1,4,1
13083,1,1,1,1,1,10,1
13085,1,1,1,2,1,17,4
13086,1,1,3, ,1,7,4
13087,1,1,1,3,1,6,2
13089,1,1,2, ,1,4,4
13090,1,1,1,3,1,10,2
13093,1,1,3, ,1,8,1
13096,1,1,1,1,1,20,4
13097,1,1,2, ,1,15,1
13100,1,1,7,2,1,4,4
13104,1,1,3, ,1,2,4
13112,1,1,6,2,1,20,2
13115,1,1,3, ,1,10,2
13116,1,1,1,2,1,25,4
13118,1,1,2, ,2,2,2
13120,1,1,2, ,2,4,2
13121,1,1,2, ,1,3,4
13122,1,1,3, ,1,1,4
13123,1,1,1,1,1,12,2
13124,1,1,1,1,1,1,1
13126,1,1,1,1,1,2,4
13127,1,1,7,4,1,2,4
13128,1,1,1,1,1,10,2
13130,1,1,1,1,1,10,1
13131,1,1,1,1,1,8,4
13132,1,1,1,2,1,10,4
13133,1,1,3, ,1,3,2
13134,1,1,1,1,1,99,1
13135,1,1,1,4,1,12,2
13137,1,1,2, ,1,10,3
13138,1,1,3, ,1,8,2
13140,1,1,3, ,1,22,3
13144,1,1,7,3,1,1,1
13148,1,1,1,2,1,15,4
13157,1,1,7,6,1,1,4
13158,1,1,2, ,1,8,3
13159,1,1,7,6,1,1,4
13161,1,1,1,1,2,1,4
13162,1,1,1,4,1,25,2
13164,1,1,3, ,1,8,1
13168,1,1,4, ,1,1,4
13169,1,1,2, ,2,99,4
13172,1,1,2, ,1,3,4
13174,1,1,4, ,1,8,2
13176,1,1,4, ,1,1,4
13178,1,1,1,2,1,2,1
13179,1,1,2, ,1,7,4
13180,1,1,2, ,1,8,3
13181,1,1,1,1,1,6,4
13182,1,1,1,2,1,3,4
13185,1,1,7,2,1,1,4
13187,1,1,2, ,1,6,3
13188,1,1,4, ,1,1,4
13189,1,1,1,2,1,10,4
13192,1,1,3, ,1,3,1
13193,1,1,3, ,1,2,1
13196,1,1,2, ,1,3,4
13199,1,1,3, ,1,2,2
13201,1,1,2, ,1,10,4
13204,1,1,6,4,1,5,3
13206,1,1,2, ,2,2,4
13208,1,1,1,3,1,5,4
13209,1,1,3, ,1,2,4
13211,1,1,3, ,1,3,2
13216,1,1,1,4,1,6,2
13218,1,1,1,1,1,4,4
13220,1,1,7,4,1,2,1
13226,1,1,7,2,1,8,4
13238,1,1,1,2,1,15,2
13239,1,1,2, ,1,2,4
13240,1,1,7,3,1,3,4
13241,1,1,1,1,1,10,1
13242,1,1,3, ,1,3,4
13243,1,1,2, ,1,4,1
13245,1,1,1,4,2,3,1
13246,1,1,1,4,1,4,1
13247,1,1,2, ,1,3,2
13248,1,1,1,2,1,15,1
13254,1,1,1,1,1,4,1
13255,1,1,2, ,2,4,1
13256,1,1,4, ,1,1,4
13258,1,1,7,3,1,1,1
13259,1,1,2, ,2,1,4
13260,1,1,7,4,1,2,4
13261,1,1,4, ,1,3,1
13262,1,1,7,3,1,3,1
13263,1,1,1,1,1,10,4
13266,1,1,7,3,1,1,4
13268,1,1,7,3,1,1,4
13284,1,1,7,4,1,3,3
13288,1,1,7,3,1,1,4
13290,1,1,7,4,1,1,4
13305,1,1,7,6,1,2,1
13307,1,1,2, ,1,6,1
13314,1,1,3, ,1,10,4
13315,1,1,1,1,1,2,4
13321,1,1,7,9,1,2,4
13339,1,1,1,3,1,15,3
13346,1,1,4, ,1,5,1
13347,1,1,2, ,1,12,3
13348,1,1,4, ,1,99,4
13351,1,1,7,4,1,1,4
13357,1,1,7,5,1,2,4
13361,1,1,1,1,1,19,1
13362,1,1,3, ,1,10,2
13363,1,1,2, ,1,13,4
13364,1,1,3, ,1,4,2
13365,1,1,1,9,1,8,3
13366,1,1,7,3,1,4,2
13368,1,1,7,3,1,2,4
13369,1,1,7,4,1,5,4
13370,1,1,1,4,2,99,4
13371,1,1,1,2,2,99,4
13372,1,1,1,1,1,30,3
13373,1,1,1,1,1,20,4
13374,1,1,1,1,1,12,3
13375,1,1,7,4,1,99,4
13379,1,1,1,9,1,15,1
13380,1,1,2, ,1,4,4
13381,1,1,7,3,1,1,4
13384,1,1,2, ,1,4,1
13385,1,1,1,3,1,10,3
13386,1,1,1,3,1,20,4
13387,1,1,3, ,1,1,4
13388,1,1,7,3,1,2,4
13391,1,1,6,1,2,10,3
13394,1,1,6,2,1,15,4
13396,1,1,1,9,2,99,2
13400,1,1,4, ,1,2,1
13401,1,1,7,1,1,1,4
13403,1,1,7,3,1,2,4
13404,1,1,1,9,1,21,4
13405,1,1,7,4,1,3,4
13407,1,1,7,5,1,2,4
13408,1,1,7,4,1,1,4
13409,1,1,1,2,1,10,4
13412,1,1,2, ,2,99,4
13413,1,1,4, ,2,3,4
13415,1,1,1,1,1,10,2
13417,1,1,1,9,1,18,4
13418,1,1,7,3,1,1,4
13419,1,1,1,1,1,13,4
13421,1,1,1,1,1,18,3
13422,1,1,2, ,1,15,2
13423,1,1,1,3,1,9,2
13424,1,1,1,9,1,3,4
13425,1,1,2, ,1,3,4
13426,1,1,2, ,1,9,1
13427,1,1,7,2,1,3,4
13428,1,1,2, ,1,3,4
13428,1,2,2, ,1,6,4
13429,1,1,2, ,2,99,1
13430,1,1,1,9,1,15,2
13431,1,1,1,1,2,3,4
13432,1,1,1,1,1,10,1
13433,1,1,2, ,1,10,2
13434,1,1,1,2,1,6,1
13435,1,1,1,9,1,6,4
13436,1,1,1,1,1,15,4
13437,1,1,7,2,1,6,4
13438,1,1,1,1,1,3,2
13439,1,1,1,2,1,99,4
13440,1,1,1,1,1,5,4
13441,1,1,1,9,1,2,4
13442,1,1,1,3,1,13,4
13443,1,1,1,2,1,6,1
13444,1,1,1,1,1,1,4
13445,1,1,2, ,1,3,2
13446,1,1,7,9,1,1,4
13447,1,1,7,4,1,1,2
13448,1,1,1,2,1,10,2
13449,1,1,1,3,1,10,3
13450,1,1,2, ,1,3,3
13451,1,1,7,3,1,4,3
13453,1,1,3, ,2,99,2
13454,1,1,1,2,1,1,4
13455,1,1,1,1,1,3,4
13456,1,1,1,3,1,99,4
13457,1,1,1,1,1,7,4
13461,1,1,1,1,1,3,4
13462,1,1,1,1,1,7,2
13464,1,1,1,9,1,10,2
13465,1,1,6,1,1,2,4
13468,1,1,1,4,1,1,4
13470,1,1,6,1,2,8,3
13471,1,1,7,2,2,1,4
13474,1,1,7,3,1,1,4
13475,1,1,7,1,1,1,4
13477,1,1,1,1,2,4,1
13479,1,1,3, ,1,2,4
13480,1,1,4, ,1,5,2
13481,1,1,1,1,1,7,3
13482,1,1,2, ,1,1,4
13483,1,1,7,3,2,4,2
13484,1,1,1,2,2,2,4
13486,1,1,1,1,1,14,3
13492,1,1,7,3,1,5,4
13493,1,1,1,1,1,6,2
13494,1,1,1,2,1,1,4
13495,1,1,1,2,1,10,3
13497,1,1,1,1,1,3,2
13498,1,1,1,9,1,10,2
13500,1,1,7,6,1,1,4
13501,1,1,5,1,1,5,2
13503,1,1,7,3,1,4,2
13505,1,1,1,1,1,27,1
13506,1,1,4, ,1,1,4
13508,1,1,1,2,2,4,4
13512,1,1,3, ,1,10,4
13513,1,1,2, ,1,1,4
13514,1,1,1,4,1,4,2
13515,1,1,1,9,2,13,2
13516,1,1,7,1,1,4,4
13519,1,1,7,2,1,99,1
13520,1,1,1,1,1,3,1
13521,1,1,3, ,1,1,1
13522,1,1,1,1,1,99,2
13523,1,1,2, ,1,15,1
13524,1,1,2, ,1,15,3
13525,1,1,1,4,1,10,3
13526,1,1,2, ,1,6,3
13529,1,1,2, ,2,10,3
13530,1,1,7,2,1,2,4
13531,1,1,1,1,1,99,2
13532,1,1,1,1,2,1,1
13533,1,1,4, ,1,6,4
13534,1,1,7,4,1,8,3
13535,1,1,2, ,1,2,4
13536,1,1,2, ,1,20,1
13537,1,1,1,1,1,5,1
13538,1,1,7,3,1,1,4
13540,1,1,2, ,2,6,4
13541,1,1,2, ,1,1,4
13542,1,1,1,9,2,6,4
13543,1,1,1,1,1,15,4
13545,1,1,7,3,1,3,2
13546,1,1,1,1,1,4,4
13547,1,1,7,2,1,1,4
13548,1,1,2, ,1,1,4
13550,1,1,1,1,1,10,4
13551,1,1,7,9,1,99,4
13552,1,1,7,6,1,3,1
13559,1,1,7,4,1,3,4
13562,1,1,2, ,1,4,2
13564,1,1,4, ,1,5,1
13566,1,1,1,1,1,15,1
13566,1,2,1,1,1,15,1
13567,1,1,1,1,1,10,3
13568,1,1,7,1,1,4,1
13569,1,1,2, ,2,99,4
13572,1,1,7,6,1,6,3
13573,1,1,2, ,1,6,1
13576,1,1,1,1,1,6,4
13577,1,1,1,2,1,8,2
13578,1,1,2, ,1,4,1
13580,1,1,1,1,1,15,2
13583,1,1,1,1,1,18,2
13584,1,1,3, ,1,4,4
13584,1,2,1,1,1,11,4
13585,1,1,1,1,1,20,3
13587,1,1,7,4,1,10,4
13588,1,1,3, ,1,4,4
13589,1,1,7,9,2,99,4
13594,1,1,7,9,1,2,4
13595,1,1,1,1,2,7,2
13599,1,1,7,6,1,5,1
13600,1,1,2, ,1,1,4
13605,1,1,1,1,1,5,1
13607,1,1,3, ,1,20,4
13608,1,1,7,3,1,1,4
13609,1,1,1,9,1,8,1
13610,1,1,3, ,1,5,1
13611,1,1,1,3,1,2,4
13612,1,1,1,1,1,9,3
13614,1,1,1,1,1,40,2
13615,1,1,1,1,1,30,1
13617,1,1,4, ,1,4,2
13618,1,1,7,2,1,8,3
13619,1,1,7,4,1,1,4
13620,1,1,3, ,1,20,1
13621,1,1,1,1,2,99,4
13622,1,1,3, ,1,3,2
13624,1,1,1,2,1,5,1
13628,1,1,7,5,1,1,1
13629,1,1,7,2,1,2,4
13630,1,1,1,1,1,15,4
13632,1,1,2, ,1,12,4
13633,1,1,3, ,1,2,1
13634,1,1,2, ,1,7,1
13638,1,1,7,9,1,99,4
13640,1,1,1,1,1,25,2
13641,1,1,2, ,1,8,4
13643,1,1,7,4,1,1,4
13644,1,1,2, ,2,10,1
13645,1,1,1,9,1,15,3
13648,1,1,7,2,1,3,2
13649,1,1,2, ,1,1,4
13651,1,1,3, ,1,10,4
13661,1,1,1,1,1,20,3
13662,1,1,7,1,1,1,4
13665,1,1,2, ,1,2,4
13668,1,1,7,3,1,1,4
13672,1,1,4, ,1,5,1
13673,1,1,7,2,1,3,1
13674,1,1,7,3,1,1,4
13677,1,1,7,3,1,3,1
13678,1,1,7,3,1,1,4
13681,1,1,7,2,1,9,4
13685,1,1,2, ,1,15,4
13688,1,1,7,6,1,4,3
13690,1,1,7,4,1,4,4
13691,1,1,1,1,2,15,2
13692,1,1,1,9,2,5,3
13693,1,1,7,2,2,3,4
13694,1,1,1,9,2,30,4
13695,1,2,2, ,1,17,2
13695,1,1,7,6,1,1,4
13696,1,1,3, ,1,6,1
13697,1,1,7,3,1,4,3
13699,1,1,7,9,1,1,4
13700,1,1,7,2,1,1,4
13701,1,1,7,4,1,5,4
13701,1,2,1,2,1,17,3
13702,1,1,2, ,2,12,4
13703,1,1,1,9,1,10,3
13704,1,1,1,9,1,16,1
13705,1,1,1,1,1,15,1
13706,1,1,1,1,1,17,2
13707,1,1,1,3,1,30,1
13708,1,1,1,1,2,30,1
13711,1,1,1,1,1,20,3
13713,1,1,7,4,1,5,4
13714,1,1,1,2,1,8,4
13715,1,1,2, ,1,2,2
13715,1,2,7,2,1,2,2
13718,1,1,2, ,2,10,2
13719,1,1,3, ,1,4,4
13721,1,1,6,2,1,1,4
13724,1,1,7,4,1,2,4
13725,1,1,1,9,1,12,2
13727,1,1,7,2,1,1,4
13728,1,1,1,1,1,5,4
13730,1,1,1,1,1,40,2
13731,1,1,1,1,1,15,2
13734,1,1,1,3,1,15,2
13735,1,1,3, ,1,15,4
13736,1,1,1,1,1,12,2
13737,1,1,6,1,1,15,2
13738,1,1,7,2,1,3,4
13739,1,1,1,1,1,10,2
13740,1,1,1,1,1,12,2
13741,1,2,1,1,2,12,4
13741,1,1,1,2,2,12,4
13744,1,1,2, ,2,5,4
13745,1,1,7,3,1,2,4
13750,1,1,7,3,1,1,4
13751,1,1,1,1,1,25,1
13753,1,1,4, ,1,5,4
13757,1,1,4, ,1,1,4
13758,1,1,2, ,1,7,2
13763,1,1,6,1,1,8,4
13765,1,1,7,5,1,1,4
13767,1,1,7,3,1,8,4
13768,1,1,7,4,1,1,4
13771,1,1,7,3,1,1,4
