folio,foliohog,id_panta,panta_tipo,panta_tam,panta_dia,panta_hor,panta_min,panta_uso1,panta_uso2,panta_uso3,panta_uso4,panta_uso9,panta_anio
1581,1,1,3,2,7,02,00, , ,3, , ,04
1582,1,1,4,2,2,02,00, , ,3,4, ,04
1583,1,1,3,3,2,02,00, , ,3, , ,01
1584,1,1,2,2,7,04,00, , ,3, , ,02
1585,1,1,3,2,3,02,00, , ,3, , ,01
1586,1,1,4,1,7,02,00,1, , , , ,11
1587,1,1,4,1,7,01,00,1, , , , ,02
1588,1,1,3,2,7,03,00, , ,3, , ,08
1589,1,1,4,9,7,13,00,1, ,3, , ,01
1590,1,1,3,2,7,14,00,1, ,3, , ,03
1591,1,1,3,1,7,02,00, , ,3, , ,01
1592,1,2,3,2,7,05,00, , ,3, , ,04
1592,1,1,3,2,7,03,00, , ,3, , ,04
1593,1,1,3,3,7,03,00, , ,3, , ,04
1594,1,1,3,9,7,03,00, , ,3, , ,06
1595,1,1,2,3,7,02,30, , ,3, , ,01
1596,1,1,3,3,7,04,00, , ,3, , ,01
1597,1,1,3,2,7,02,00, , ,3, , ,02
1598,1,1,3,3,7,04,00, , ,3, , ,01
1599,1,1,4,1,5,02,00, , ,3, , ,06
1600,1,1,3,3,7,03,00, ,2,3, , ,02
1600,1,2,3,1,7,03,00, ,2, , , ,02
1601,1,1,3,2,7,06,00, , ,3,4, ,01
1602,1,1,3,2,7,02,00, , ,3,4, ,03
1603,1,1,3,3,7,10,00,1,2,3,4, ,02
1604,1,2,2,4,7,04,00,1,2,3,4, ,01
1604,1,1,2,4,7,03,00, ,2,3, , ,01
1605,1,1,3,2,7,07,00,1,2,3, , ,02
1605,1,2,3,2,7,06,00, ,2,3, , ,01
1606,1,1,4,1,7,05,00, , ,3, , ,01
1606,1,2,3,2,7,03,00,1, ,3, , ,01
1607,1,2,4,2,7,07,00, , ,3, , ,08
1607,1,1,3,2,7,05,00, , ,3, , ,01
1608,1,1,4,1,7,10,00,1,2,3, , ,03
1609,1,1,2,3,7,07,00, ,2,3, , ,02
1610,1,1,3,2,7,04,00, , ,3, , ,05
1611,1,1,2,2,7,05,00, , ,3, , ,02
1612,1,2,3,3,5,04,00, , ,3, , ,02
1612,1,1,3,4,7,06,00, ,2,3, , ,04
1613,1,1,2,2,7,02,00, , ,3, , ,02
1615,1,1,3,2,7,06,00, , ,3,4, ,02
1615,1,2,3,3,3,02,00, , ,3, , ,06
1617,1,1,3,2,7,03,00, ,2, , , ,02
1618,1,1,3,4,7,04,00, , ,3, , ,06
1619,1,1,4,3,4,02,00, , ,3, , ,04
1620,1,1,3,3,7,08,00, ,2,3, , ,05
1621,1,2,4,9,7,02,00, , ,3, , ,06
1621,1,1,3,3,7,08,00, ,2,3, , ,02
1622,1,1,3,3,4,04,00, , ,3, , ,06
1622,1,2,3,2,2,02,00, , ,3, , ,03
1623,1,2,2,3,1,02,00, , ,3, , ,02
1623,1,1,2,3,7,02,00, , ,3, , ,02
1624,1,2,3,1,7,04,00,1, ,3, , ,10
1624,1,1,2,1,7,04,00,1, ,3, , ,10
1625,1,1,2,4,7,06,00,1, ,3, , ,01
1626,1,1,3,1,7,06,00,1, ,3, , ,03
1627,1,2,3,1,7,02,00,1, , , , ,02
1627,1,1,3,2,7,06,00,1, , , , ,05
1628,1,2,3,3,7,06,00,1, ,3, , ,04
1628,1,1,3,2,7,06,00,1, , , , ,02
1629,1,1,3,3,7,04,00,1,2,3, , ,05
1630,1,1,3,2,7,06,00,1, ,3, , ,05
1631,1,3,3,3,4,04,00, , ,3, , ,04
1631,1,2,3,3,7,04,00, , ,3, , ,07
1631,1,1,3,3,7,04,00, , ,3, , ,04
1632,1,1,3,3,7,04,00, , ,3, , ,04
1633,1,3,3,3,4,01,30, , ,3, , ,02
1633,1,4,3,2,2,01,00, , ,3, , ,03
1633,1,2,3,3,4,01,00, , ,3, , ,03
1633,1,1,3,4,4,01,30, , ,3, , ,03
1633,1,5,3,2,2,02,00, ,2, , , ,03
1634,1,2,2,3,7,02,00, , ,3, , ,01
1634,1,1,2,1,7,01,00, , ,3, , ,02
1635,1,1,4,1,7,00,30, , ,3, , ,06
1635,1,2,4,1,7,01,00, ,2, , , ,06
1636,1,1,3,3,7,03,00, ,2,3,4, ,02
1636,1,2,3,3,7,02,00,1, , , , ,01
1637,1,1,3,1,7,01,00, , ,3, , ,03
1638,1,3,3,2,7,07,00,1,2,3, , ,02
1638,1,2,3,2,7,04,00,1, ,3, , ,01
1638,1,1,3,2,7,03,00,1, ,3, , ,03
1639,1,1,4,1,7,23,00,1,2,3,4, ,01
1640,1,1,2,1,7,10,00,1,2,3,4, ,02
1641,1,1,4,2,7,08,00,1, ,3, , ,02
1642,1,1,3,1,7,04,00,1, , , , ,04
1643,1,1,3,2,7,05,00, , ,3,4, ,01
1644,1,1,3,1,7,06,00,1,2,3,4, ,02
1645,1,1,3,2,7,08,00,1, ,3, , ,01
1646,1,1,4,1,7,08,00, ,2,3, , ,10
1647,1,1,3,2,7,05,00, , ,3, , ,03
1649,1,1,3,2,7,10,00,1,2,3, , ,01
1650,1,1,4,1,7,04,00, , ,3, , ,12
1651,1,1,4,2,7,04,00, ,2,3, , ,07
1651,1,2,4,2,7,07,00,1,2,3, , ,08
1653,1,1,3,1,7,03,00, ,2, , , ,03
1654,1,1,3,3,7,08,00, ,2,3, , ,03
1654,1,2,3,2,7,03,00, , ,3, , ,02
1655,1,1,3,2,7,07,00,1,2,3, , ,04
1656,1,1,4,2,7,06,00,1,2, , , ,04
1657,1,1,3,1,7,08,00, ,2,3, , ,03
1658,1,1,3,2,7,06,00, ,2, , , ,01
1659,1,1,4,2,7,07,00, ,2, , , ,03
1659,1,2,3,1,7,02,00, , ,3, , ,01
1660,1,1,4,2,7,03,00, , ,3, , ,03
1661,1,2,4,1,7,12,00,1,2, , , ,05
1661,1,1,2,3,7,02,00, , ,3, , ,04
1661,1,3,2,2,7,01,00, , ,3, , ,05
1663,1,1,3,2,7,08,00, ,2, , , ,02
1664,1,1,4,2,7,06,00, ,2,3, , ,01
1665,1,2,4,1,4,04,00, , ,3, , ,10
1665,1,1,4,1,7,04,00, ,2, , , ,10
1666,1,1,4,1,7,02,00, , ,3, , ,04
1667,1,2,4,1,1,02,00,1, , , , ,02
1667,1,1,4,2,7,08,00, ,2,3, , ,05
1670,1,1,3,2,7,08,00, , ,3, , ,01
1671,1,1,4,3,7,02,00, , ,3, , ,03
1672,1,1,3,4,1,05,00, , , ,4, ,01
1673,1,1,3,3,7,02,00, , ,3, , ,01
1674,1,1,3,3,7,04,00, , ,3, , ,01
1675,1,1,4,5,7,06,00, ,2,3, , ,03
1676,1,2,4,1,4,00,30,1, , , , ,08
1676,1,1,3,1,5,00,30, , ,3, , ,02
1677,1,2,3,3,2,01,00, ,2, , , ,03
1677,1,3,3,1,2,01,00, ,2, , , ,01
1677,1,1,3,2,7,02,00,1, , , , ,06
1678,1,1,4,2,7,04,00,1,2, , , ,05
1679,1,1,4,1,7,12,00, ,2,3, , ,01
1680,1,3,4,2,2,02,00,1, , , , ,01
1680,1,2,4,3,2,02,00, , ,3, , ,01
1680,1,1,3,2,5,02,00, , ,3, , ,01
1681,1,1,4,3,7,12,00,1, ,3,4, ,08
1681,1,2,4,2,7,10,00, ,2,3, , ,08
1682,1,3,2,2,7,02,00,1, , , , ,07
1682,1,1,2,2,7,02,00, , ,3, , ,02
1682,1,2,2,2,7,02,00,1, , , , ,02
1683,1,1,4,2,7,05,00,1, ,3, , ,02
1684,1,1,4,2,7,02,00,1, , , , ,99
1686,1,1,4,1,7,03,00, , ,3, , ,08
1687,1,2,2,3,7,02,00, ,2,3, , ,01
1687,1,1,2,4,7,01,00, , ,3, , ,02
1688,1,1,3,2,7,01,00,1, , , , ,02
1688,1,2,4,2,7,04,00, ,2,3, , ,07
1689,1,1,3,3,1,16,00,1,2,3, , ,01
1690,1,1,3,1,7,10,00,1, ,3, , ,02
1690,1,2,4,1,7,10,00,1, ,3, , ,08
1691,1,1,3,2,7,05,00,1, ,3, , ,03
1691,1,2,3,1,7,04,00, , ,3, , ,02
1692,1,1,4,1,7,06,00,1, ,3, , ,04
1693,1,1,4,2,7,12,00,1,2,3, , ,01
1695,1,2,3,1,7,02,00,1,2, , , ,02
1695,1,1,3,1,7,03,00,1,2,3,4, ,03
1696,1,1,3,2,7,20,00,1,2,3, , ,05
1697,1,1,2,2,7,06,00,1, ,3, , ,02
1698,1,2,3,1,7,01,00, ,2,3, , ,01
1698,1,1,3,1,7,01,00, ,2,3, , ,01
1699,1,1,4,2,7,06,00, ,2,3, , ,01
1700,1,1,3,2,7,15,00,1,2,3, , ,01
1701,1,1,4,2,7,02,00, , ,3, , ,03
1702,1,1,3,1,7,01,00, , ,3, , ,06
1702,1,2,3,2,7,12,00,1,2,3, , ,02
1703,1,1,4,2,7,04,00, , ,3, , ,07
1704,1,1,4,2,7,10,00,1,2,3, , ,05
1705,1,1,4,2,7,05,00,1,2,3,4, ,01
1706,1,1,3,1,7,10,00, ,2,3,4, ,03
1708,1,1,4,1,7,02,00, , ,3,4, ,03
1709,1,1,3,3,7,10,00,1,2,3, , ,06
1709,1,2,3,3,2,01,00, , ,3, , ,06
1710,1,2,4,3,7,10,00,1,2,3, , ,12
1710,1,1,3,2,7,01,30, , ,3, , ,02
1710,1,3,4,3,7,01,00, , ,3, , ,12
1711,1,1,4,3,7,10,00,1,2,3, , ,10
1712,1,1,3,2,7,05,00, ,2,3, , ,01
1713,1,1,2,2,7,01,30, , ,3, , ,02
1714,1,1,4,1,7,06,00, , ,3, , ,01
1715,1,2,3,1,7,04,00, , ,3, , ,01
1715,1,1,4,1,7,04,00, , ,3, , ,01
1717,1,1,3,1,7,03,00, , ,3, , ,01
1718,1,1,4,1,7,08,00,1, ,3, , ,02
1722,1,2,3,3,7,02,00, , ,3, , ,01
1722,1,1,3,2,7,08,00, ,2,3, , ,05
1724,1,1,3,1,2,02,00, , ,3, , ,04
1725,1,1,4,1,7,05,00,1,2,3, , ,01
1726,1,1,2,2,7,03,00, , ,3, , ,02
1727,1,1,3,1,7,03,00, , ,3,4, ,02
1728,1,1,4,1,7,04,00,1,2,3,4, ,03
1729,1,1,3,3,7,03,00, , , ,4, ,01
1730,1,1,3,2,7,03,00, , ,3, , ,05
1731,1,1,3,2,7,02,00, , ,3, , ,05
1732,1,2,3,1,1,00,30, , ,3, , ,03
1732,1,3,3,2,7,13,30,1,2,3, , ,01
1732,1,1,3,1,3,01,00, , ,3, , ,03
1733,1,1,4,3,7,05,00, ,2,3, , ,04
1734,1,1,3,2,7,04,00,1, ,3, , ,03
1735,1,1,3,1,7,06,00,1, ,3, , ,01
1736,1,1,3,4,4,04,00, , , ,4, ,03
1737,1,3,3,2,7,02,00, , ,3, , ,03
1737,1,1,3,2,7,05,00,1, ,3, , ,07
1737,1,2,3,2,7,03,00, , ,3, , ,03
1738,1,1,2,3,7,01,30, , ,3,4, ,06
1739,1,1,3,2,7,03,00, , ,3,4, ,02
1740,1,1,4,3,7,01,00, , ,3, , ,01
1741,1,1,4,2,7,10,00,1,2,3,4, ,06
1743,1,1,4,1,7,05,00, , ,3, , ,01
1744,1,1,3,2,7,04,00, , ,3, , ,02
1744,1,2,3,2,7,03,00, , ,3, , ,02
1746,1,1,3,3,7,07,00, ,2,3,4, ,01
1747,1,2,2,1,7,01,00, , ,3, , ,03
1747,1,1,2,1,7,05,00,1, , ,4, ,06
1748,1,1,3,1,7,03,00, ,2, , , ,03
1749,1,1,4,2,7,03,00, , ,3, , ,03
1750,1,1,2,2,7,05,00,1,2, , , ,04
1752,1,1,3,2,7,05,00, , ,3, , ,01
1753,1,1,4,2,7,04,00, , ,3, , ,02
1754,1,1,4,2,7,04,00, , ,3, , ,02
1755,1,1,4,2,2,02,00, , ,3, , ,02
1756,1,1,4,2,7,00,30,1, , , , ,05
1757,1,1,3,3,7,02,00, ,2,3, , ,15
1758,1,4,3,2,7,02,00,1, ,3, , ,03
1758,1,1,3,5,7,04,00,1,2,3, , ,04
1758,1,5,4,5,7,03,30,1,2,3, , ,05
1758,1,2,3,2,7,03,00,1, ,3, , ,02
1758,1,3,3,2,7,02,00,1, ,3, , ,02
1759,1,1,1,4,7,05,00, , ,3, , ,03
1759,1,2,2,4,7,02,00, , ,3, , ,01
1760,1,1,1,1,7,05,00,1, ,3, , ,05
1761,1,1,4,2,7,05,00,1, , , , ,10
1761,1,3,2,3,7,07,00,1, ,3, , ,03
1761,1,2,4,2,7,10,00, , ,3, , ,10
1762,1,2,2,4,2,02,00,1, ,3, , ,03
1762,1,1,4,1,7,03,00,1, ,3, , ,08
1762,1,3,2,3,3,02,00, , ,3, , ,03
1763,1,2,2,2,7,10,00,1,2,3, , ,03
1763,1,1,4,1,7,03,00,1, ,3, , ,01
1764,1,1,3,1,7,01,00, , ,3, , ,02
1764,1,2,4,1,7,04,00, , ,3, , ,02
1765,1,3,2,3,7,02,00, , ,3, , ,01
1765,1,2,3,4,7,03,00, , ,3, , ,05
1765,1,1,2,3,7,04,00, , ,3, , ,01
1766,1,1,4,2,7,03,00,1, , , , ,99
1767,1,1,4,3,7,01,00,1, ,3, , ,99
1768,1,1,2,3,7,01,00, , ,3, , ,04
1769,1,1,3,2,7,06,00, , ,3, , ,01
1770,1,2,4,2,7,03,00, , ,3, , ,06
1770,1,1,4,2,7,04,00,1, , , , ,05
1771,1,1,4,2,7,02,00, , ,3, , ,06
1772,1,1,4,2,7,02,00,1, ,3, , ,10
1773,1,1,4,1,7,00,15, , ,3, , ,01
1774,1,2,2,2,7,01,00, ,2, , , ,02
1774,1,1,2,3,7,01,00,1, , , , ,01
1775,1,1,3,2,7,02,00, , ,3, , ,01
1776,1,2,4,3,7,02,00,1, , , , ,05
1776,1,1,3,2,7,06,00,1,2,3, , ,01
1776,1,3,4,9,7,01,00, , ,3, , ,08
1777,1,1,4,9,7,08,00,1,2,3, , ,08
1778,1,2,4,2,7,02,00, , ,3, , ,05
1778,1,1,2,3,7,10,00,1,2,3, , ,02
1780,1,1,4,1,7,00,30,1, , , , ,99
1781,1,1,2,4,7,06,00, , ,3,4, ,06
1781,1,2,2,3,7,06,00, , ,3,4, ,04
1782,1,1,2,2,7,01,01,1, , , , ,01
1783,1,1,3,2,7,12,00,1,2,3, , ,03
1783,1,2,3,2,7,12,02,1,2,3, , ,02
1784,1,3,4,1,7,02,00, , ,3, , ,06
1784,1,4,4,1,7,02,00, , ,3, , ,06
1784,1,2,4,1,7,02,00, , ,3, , ,06
1784,1,1,3,2,7,03,00, , ,3, , ,04
1785,1,1,4,1,7,03,30, ,2,3, , ,10
1786,1,2,3,2,7,03,00, , ,3, , ,01
1786,1,1,3,2,7,03,00, , ,3, , ,01
1787,1,1,3,2,7,01,00, , ,3, , ,02
1788,1,1,4,1,7,02,00,1, ,3, , ,10
1789,1,2,3,1,7,05,00,1,2,3, , ,10
1789,1,1,3,1,7,05,00,1,2,3, , ,10
1790,1,1,4,1,7,03,00, , ,3, , ,20
1790,1,2,2,3,3,03,00,1,2,3, , ,01
1791,1,1,3,2,7,05,00,1,2,3, , ,05
1792,1,3,3,4,7,02,00,1,2,3, , ,04
1792,1,1,3,2,7,02,00,1,2,3, , ,01
1792,1,2,3,3,7,03,00,1,2,3, , ,05
1793,1,1,4,2,7,05,00,1,2,3, , ,20
1794,1,1,3,3,7,04,00, ,2,3, , ,05
1795,1,1,3,3,7,05,00, , ,3, , ,05
1795,1,2,3,2,7,02,00, , ,3, , ,05
1796,1,1,3,4,7,06,00,1,2,3, , ,01
1797,1,2,3,3,7,02,00, , ,3, , ,01
1797,1,1,3,3,7,04,00, ,2,3, , ,03
1798,1,2,3,2,7,07,00, ,2, , , ,02
1798,1,1,3,2,7,07,00, ,2, , , ,04
1799,1,1,4,1,7,02,00,1,2,3, , ,18
1800,1,2,2,1,7,12,00,1,2,3, , ,01
1800,1,1,2,2,3,02,00,1, , , , ,02
1801,1,1,2,2,7,02,00,1, ,3, , ,01
1802,1,1,2,2,7,03,00, , ,3, , ,05
1803,1,1,4,2,7,03,00, , ,3, , ,10
1805,1,1,3,2,7,05,00,1, ,3, , ,01
1806,1,1,4,1,7,04,00,1, ,3, , ,05
1806,1,3,3,2,7,01,00, , ,3, , ,01
1806,1,2,3,1,7,10,00, , ,3,4, ,01
1807,1,1,2,1,7,01,00,1, ,3, , ,06
1808,1,3,4,3,7,08,00, , ,3,4, ,10
1808,1,2,3,2,4,01,00, , ,3, , ,01
1808,1,1,2,3,7,03,00, , ,3, , ,02
1809,1,1,2,2,7,05,00,1,2,3, , ,10
1810,1,1,2,2,7,04,00,1, ,3, , ,02
1811,1,1,3,2,7,08,00, , ,3, , ,06
1812,1,1,4,2,3,03,00, , ,3, , ,05
1813,1,1,3,2,7,01,00,1, , , , ,03
1813,1,3,4,2,7,01,00,1, , , , ,10
1813,1,2,2,2,7,01,00, , ,3, , ,03
1814,1,1,2,3,7,06,00,1, ,3, , ,01
1814,1,2,2,2,1,01,00, ,2, , , ,01
1814,1,3,2,1,7,05,00,1, ,3, , ,01
1815,1,1,3,1,7,08,00, , ,3, , ,01
1815,1,2,3,1,7,08,00, , ,3, , ,02
1816,1,1,4,1,7,03,00,1, ,3, , ,05
1816,1,2,3,1,7,10,00, ,2,3, , ,04
1817,1,1,4,1,2,02,00, ,2, , , ,05
1819,1,2,3,2,7,02,00, , ,3, , ,06
1819,1,1,3,1,7,02,00, , ,3, , ,04
1821,1,1,2,1,7,04,00, , ,3, , ,12
1822,1,1,4,1,3,02,00, , ,3, , ,99
1823,1,2,2,4,7,24,00,1,2,3, , ,01
1823,1,1,2,1,7,03,00,1, ,3, , ,06
1824,1,1,2,2,7,08,00,1,2,3, , ,03
1824,1,2,2,3,7,16,00,1,2,3, , ,01
1825,1,2,2,2,7,08,00, , ,3, , ,05
1825,1,1,2,1,7,08,00, , ,3, , ,05
1827,1,1,3,2,7,04,00, , ,3, , ,02
1828,1,1,2,1,7,03,00,1, ,3, , ,01
1829,1,3,3,2,7,03,00, , ,3, , ,01
1829,1,4,4,2,7,03,00,1,2, , , ,03
1829,1,2,3,4,7,12,00, , ,3, , ,04
1829,1,1,3,2,7,10,00,1,2,3, , ,01
1830,1,2,3,2,7,04,00, , ,3, , ,03
1830,1,1,2,2,7,06,00,1,2, , , ,04
1832,1,1,3,2,7,12,00,1,2,3, , ,01
1832,1,2,4,2,7,03,00, , ,3, , ,07
1833,1,1,3,2,5,02,00,1, ,3, , ,02
1834,1,1,2,2,7,08,00, , ,3, , ,10
1835,1,3,2,2,7,02,00,1, ,3,4, ,02
1835,1,2,2,2,7,03,00,1, ,3, , ,01
1835,1,1,2,2,7,04,00,1, ,3, , ,02
1836,1,2,3,3,1,02,00, , ,3, , ,10
1836,1,1,4,1,7,10,00,1,2,3, , ,20
1837,1,4,3,3,7,04,00, , ,3, , ,10
1837,1,2,4,2,7,04,00, , ,3, , ,99
1837,1,3,3,2,5,03,00, , ,3, , ,05
1837,1,1,4,1,7,03,00, , ,3, , ,99
1838,1,2,2,3,7,03,00, , ,3, , ,02
1838,1,1,2,2,7,03,00, , ,3, , ,02
1838,1,4,3,3,7,03,00, , ,3, , ,02
1838,1,3,3,4,7,03,00,1, , , , ,04
1839,1,1,3,2,7,10,00,1,2,3, , ,05
1840,1,1,2,3,7,02,00, , ,3, , ,05
1840,1,2,2,3,7,00,30,1, , , , ,06
1841,1,3,3,2,7,02,00,1, ,3, , ,04
1841,1,2,3,2,7,03,00,1, , , , ,01
1841,1,1,3,2,7,03,00,1,2, , , ,03
1842,1,2,3,3,7,01,00, , , ,4, ,09
1842,1,1,4,2,7,01,00, , , ,4, ,12
1844,1,1,2,2,7,04,00,1, ,3, , ,01
1845,1,1,3,3,7,01,00,1, , , , ,07
1845,1,3,4,1,3,01,00, , ,3, , ,10
1845,1,2,4,1,3,05,00,1,2,3, , ,10
1846,1,1,4,2,7,04,00, ,2, , , ,10
1847,1,1,2,1,7,02,00,1, ,3, , ,04
1847,1,2,3,1,2,01,00, , ,3, , ,04
1848,1,3,2,3,7,05,00, ,2, , , ,01
1848,1,2,2,3,7,05,00, ,2, , , ,01
1848,1,1,4,3,7,01,00, , ,3, , ,05
1849,1,2,4,1,1,02,00, , ,3, , ,06
1849,1,1,4,1,7,04,00,1, , , , ,05
1850,1,1,3,3,7,02,00,1, , , , ,02
1851,1,2,3,1,7,03,00, , ,3, , ,03
1851,1,1,3,1,7,08,00,1,2,3, , ,02
1852,1,1,3,3,7,01,00, , ,3, , ,01
1852,1,2,3,3,7,08,00,1,2,3, , ,01
1853,1,2,4,1,7,02,00, , ,3, , ,10
1853,1,1,4,1,7,03,00, , ,3, , ,27
1854,1,1,2,3,7,04,00, , ,3, , ,03
1854,1,2,2,3,7,03,00, , ,3, , ,04
1855,1,2,3,2,7,02,00, , ,3, , ,06
1855,1,1,3,2,7,99,99,1,2,3, , ,03
1856,1,2,2,2,7,03,00, , ,3, , ,08
1856,1,1,3,4,7,06,00, , ,3, , ,06
1857,1,1,2,9,7,05,00, , ,3,4, ,01
1858,1,1,2,2,3,01,00, , ,3, , ,01
1859,1,1,4,1,7,03,00, , ,3, , ,99
1860,1,2,3,1,7,03,00, , ,3, , ,02
1860,1,1,4,1,7,06,00,1, , , , ,06
1860,1,3,3,1,7,03,00, , ,3, , ,02
1861,1,1,4,1,7,02,00, , ,3, , ,03
1862,1,1,2,2,7,01,00,1,2, , , ,01
1862,1,2,3,1,7,08,00,1,2, , , ,03
1863,1,1,4,1,5,03,00,1, ,3, , ,04
1864,1,2,4,2,7,02,30, , ,3, , ,08
1864,1,1,2,2,7,07,00,1, ,3, , ,01
1864,1,3,2,2,7,03,00,1, ,3, , ,03
1865,1,1,3,4,7,05,00, ,2, , , ,05
1865,1,2,3,3,1,01,00, ,2,3, , ,03
1866,1,1,4,1,7,05,00, , ,3, , ,12
1866,1,2,2,2,7,02,00, , ,3, , ,02
1867,1,1,2,2,7,04,00, , ,3, , ,04
1868,1,1,2,2,7,06,00,1, ,3, , ,01
1868,1,2,4,2,7,05,00, ,2, , , ,10
1869,1,1,4,9,7,15,00,1,2,3, , ,12
1870,1,1,4,1,7,04,00,1,2, , , ,01
1871,1,1,3,3,7,05,00, ,2,3, , ,04
1872,1,2,2,1,7,02,00, ,2, , , ,01
1872,1,3,2,1,7,04,00, ,2, , , ,01
1872,1,1,2,1,7,02,00, ,2, , , ,01
1873,1,1,4,1,7,03,00, , ,3, , ,03
1874,1,1,3,2,7,02,00,1, ,3, , ,06
1874,1,2,3,2,7,02,00, , ,3, , ,01
1874,1,3,3,4,7,03,00,1, ,3, , ,01
1875,1,1,4,1,7,04,00, , ,3, , ,05
1876,1,3,3,1,7,01,00, , ,3, , ,10
1876,1,4,3,1,7,01,00, , ,3, , ,05
1876,1,1,3,2,7,05,00, , ,3, , ,05
1876,1,2,3,1,7,02,00, , ,3, , ,10
1877,1,1,3,1,7,02,00, ,2, , , ,06
1877,1,2,4,1,7,02,00, ,2, , , ,07
1878,1,1,3,3,7,06,00,1,2,3, , ,02
1878,1,2,3,1,7,06,00,1, ,3, , ,02
1879,1,1,2,3,7,03,00, , ,3, , ,07
1880,1,1,3,1,7,02,00, , ,3, , ,05
1881,1,1,4,1,7,08,00,1, ,3, , ,08
1881,1,2,3,1,7,02,00, , ,3, , ,03
1882,1,1,2,2,7,03,00, , ,3, , ,03
1883,1,1,3,2,7,02,00, , ,3, , ,02
1883,1,2,3,3,7,08,00, , ,3, , ,01
1884,1,1,3,2,7,04,00, ,2, , , ,08
1884,1,2,3,2,7,02,00, , ,3, , ,03
1885,1,1,4,2,7,03,00,1, ,3, , ,01
1886,1,1,4,4,7,01,00, , ,3, , ,03
1887,1,1,4,3,7,04,00, , ,3, , ,10
1888,1,1,3,2,7,03,00, , ,3, , ,09
1889,1,4,2,3,7,02,00, , ,3, , ,03
1889,1,1,2,4,7,03,00, , ,3, , ,01
1889,1,2,2,3,7,02,00, , ,3, , ,06
1889,1,3,2,3,7,07,00,1,2, , , ,02
1890,1,2,4,1,2,02,00, , ,3, , ,01
1890,1,1,2,3,7,05,00, , ,3, , ,08
1891,1,1,2,2,7,04,00,1, ,3, , ,03
1891,1,2,2,3,7,04,00,1,2,3, , ,02
1892,1,1,2,2,7,05,00,1,2,3, , ,05
1892,1,4,4,2,7,03,00, , ,3, , ,08
1892,1,3,2,2,7,03,00, , ,3, , ,04
1892,1,2,2,2,7,04,00,1,2, , , ,01
1893,1,1,2,3,7,02,00,1, , , , ,08
1893,1,2,2,2,7,02,00, , ,3, , ,10
1894,1,2,3,2,7,04,00,1, ,3, , ,02
1894,1,1,3,2,7,02,00, , ,3, , ,04
1895,1,1,3,2,5,04,00, ,2, , , ,01
1895,1,2,3,1,5,02,00, , ,3, , ,03
1896,1,2,2,3,7,06,00, , ,3, , ,03
1896,1,1,2,4,7,03,00,1, ,3, , ,02
1897,1,1,3,4,3,02,00, , ,3, , ,08
1898,1,1,2,2,7,02,00, ,2, , , ,01
1898,1,2,2,2,7,03,00,1,2,3, , ,01
1898,1,3,2,2,7,01,00, ,2, , , ,01
1898,1,4,2,2,7,05,00, , ,3, , ,01
1899,1,2,3,3,7,01,00, , ,3, , ,01
1899,1,1,4,4,7,02,00,1, ,3, , ,10
1899,1,3,3,2,7,01,00, , ,3, , ,03
1900,1,1,2,1,7,05,00,1, ,3, , ,07
1901,1,1,2,1,7,05,00, , ,3, , ,03
1901,1,3,3,1,7,04,00, , ,3, , ,04
1901,1,2,3,1,7,04,00, , ,3, , ,04
1902,1,1,3,1,7,06,00,1, ,3, , ,04
1902,1,2,3,1,7,06,00,1, ,3, , ,04
1902,1,3,2,2,7,07,00, , ,3, , ,02
1902,1,4,2,2,7,06,00,1, ,3, , ,02
1903,1,2,3,1,7,04,00,1,2, , , ,04
1903,1,1,4,2,7,10,00,1,2,3, , ,10
1904,1,1,3,3,7,03,00, , ,3, , ,04
1905,1,2,4,9,2,02,00,1, , , , ,06
1905,1,1,3,9,7,06,00,1,2,3, , ,05
1906,1,1,3,1,7,15,00,1,2,3, , ,03
1906,1,2,4,3,7,02,00, , ,3, , ,05
1907,1,1,3,3,7,03,00, ,2, , , ,04
1907,1,2,3,3,7,03,00, , ,3, , ,04
1908,1,1,4,1,7,05,00,1, ,3, , ,03
1909,1,1,4,1,3,01,00,1, , , , ,09
1910,1,2,3,3,7,18,00,1,2,3,4, ,01
1910,1,1,3,1,7,04,00, , ,3,4, ,03
1911,1,2,4,2,7,01,00, , ,3, , ,06
1911,1,1,4,1,7,01,00, , ,3, , ,01
1912,1,1,3,1,7,03,00, , ,3, , ,03
1912,1,2,3,1,7,05,00, ,2,3, , ,03
1913,1,1,3,2,7,03,00, , ,3, , ,01
1914,1,1,4,4,2,02,00, , ,3, , ,08
1915,1,1,3,1,4,02,00, ,2, , , ,03
1916,1,1,3,2,7,24,00,1,2,3, , ,01
1918,1,1,3,2,7,02,00,1, ,3, , ,01
1919,1,2,2,1,7,10,00,1,2,3, , ,02
1919,1,4,2,1,7,10,00,1,2,3, , ,02
1919,1,3,2,1,7,10,00,1,2,3, , ,02
1919,1,1,2,2,7,04,00,1,2,3, , ,02
1920,1,1,2,3,5,02,00, , ,3, , ,04
1921,1,1,3,2,7,04,00, ,2, , , ,08
1922,1,1,2,1,7,02,00,1,2,3, , ,01
1923,1,1,3,4,7,12,00,1,2,3, , ,04
1924,1,2,2,2,7,12,00,1,2,3, , ,05
1924,1,1,3,2,7,10,00,1,2,3, , ,05
1925,1,1,3,9,7,05,00, ,2,3, , ,99
1926,1,3,2,3,7,04,00,1,2,3, , ,05
1926,1,1,2,1,7,03,00,1,2,3, , ,02
